source_model,target_model,score_kind,sample_index,image_name,score_spearman_raw_target_removal_delta,score_spearman_processed_target_removal_delta,score_spearman_raw_source_removal_delta,score_spearman_processed_source_removal_delta,score_spearman_raw_transfer_selective_benefit,score_spearman_processed_transfer_selective_benefit,score_spearman_view_to_uniform_cosine,topk_processed_target_removal_delta,lowk_processed_target_removal_delta
pit_b_224,vit_base_patch16_224,phase,0,ILSVRC2012_val_00037758.JPEG,-0.14135339856147766,-0.1563909947872162,-0.5067669153213501,-0.4796992242336273,-0.4646616578102112,-0.48270678520202637,0.04812028631567955,-0.000560956890694797,0.001199425314553082
pit_b_224,vit_base_patch16_224,phase,1,ILSVRC2012_val_00037916.JPEG,0.17593984305858612,0.1518796980381012,0.33834588527679443,0.3037593960762024,0.3368421196937561,0.36240601539611816,-0.317293256521225,0.0004348892834968865,-2.2751093638362363e-05
pit_b_224,vit_base_patch16_224,flip,0,ILSVRC2012_val_00037758.JPEG,0.3037594258785248,0.3233082890510559,-0.4150375723838806,-0.38345861434936523,-0.5548872351646423,-0.5593985319137573,0.19699247181415558,0.0006114134448580444,0.0002613405813463032
pit_b_224,vit_base_patch16_224,flip,1,ILSVRC2012_val_00037916.JPEG,0.4180451035499573,0.4000000059604645,0.22706769406795502,0.2406015247106552,0.08270677924156189,0.0466165617108345,0.37593984603881836,0.0006861832225695252,-7.336214366659988e-06
pit_b_224,vit_base_patch16_224,consensus,0,ILSVRC2012_val_00037758.JPEG,0.10225565731525421,0.10676692426204681,-0.5248120427131653,-0.49022558331489563,-0.5819548964500427,-0.5909774899482727,0.13684210181236267,-0.00027995751588605344,0.0002613405813463032
pit_b_224,vit_base_patch16_224,consensus,1,ILSVRC2012_val_00037916.JPEG,0.5413534045219421,0.5172932147979736,0.32932332158088684,0.32932332158088684,0.16541355848312378,0.1383458822965622,0.20902256667613983,0.0006861832225695252,-0.00041254685493186116
pit_b_224,vit_base_patch16_224,shuffled_semantic,0,ILSVRC2012_val_00037758.JPEG,0.2631578743457794,0.3142857253551483,0.07969924807548523,0.06315786391496658,-0.045112788677215576,-0.022556394338607788,-0.04812031239271164,0.0012515602866187692,0.00016496791795361787
pit_b_224,vit_base_patch16_224,shuffled_semantic,1,ILSVRC2012_val_00037916.JPEG,0.26466163992881775,0.26616543531417847,0.20000000298023224,0.2075187861919403,0.20150376856327057,0.20902256667613983,-0.12631580233573914,0.0008108720066957176,0.000267651688773185
pit_b_224,vit_base_patch16_224,permuted_score,0,ILSVRC2012_val_00037758.JPEG,0.12781953811645508,0.09473684430122375,0.17142856121063232,0.14586466550827026,0.11578948050737381,0.13684213161468506,0.29624059796333313,0.0004107599670533091,-0.0005512615898624063
pit_b_224,vit_base_patch16_224,permuted_score,1,ILSVRC2012_val_00037916.JPEG,0.14436089992523193,0.09172933548688889,-0.1984962373971939,-0.21804510056972504,-0.21954888105392456,-0.24060149490833282,0.21503759920597076,9.221434447681531e-05,-0.00013810209929943085
pit_b_224,vit_base_patch16_224,phase,2,ILSVRC2012_val_00037926.JPEG,0.31127822399139404,0.33082708716392517,0.6270676851272583,0.5909774303436279,0.5774435997009277,0.5774435997009277,0.13233083486557007,0.0002505198062863201,-0.0005883410922251642
pit_b_224,vit_base_patch16_224,phase,3,ILSVRC2012_val_00037929.JPEG,-0.1759398728609085,-0.2526315748691559,-0.11278194189071655,-0.13984963297843933,-0.15789470076560974,-0.16691726446151733,-0.05413533374667168,-0.0003546420484781265,0.0010623651323840022
pit_b_224,vit_base_patch16_224,flip,2,ILSVRC2012_val_00037926.JPEG,0.15338346362113953,0.16240602731704712,0.13984964787960052,0.11729323863983154,0.10225565731525421,0.10225565731525421,-0.09172933548688889,-0.00030319878715090454,-0.0008112005889415741
pit_b_224,vit_base_patch16_224,flip,3,ILSVRC2012_val_00037929.JPEG,-0.07067666947841644,-0.013533815741539001,0.24060149490833282,0.27368420362472534,0.25112777948379517,0.2526315748691559,-0.523308277130127,0.0002522500290069729,4.2213221604470164e-05
pit_b_224,vit_base_patch16_224,consensus,2,ILSVRC2012_val_00037926.JPEG,0.11278195679187775,0.1293233036994934,0.28872182965278625,0.24812030792236328,0.25563910603523254,0.25563910603523254,-0.21804511547088623,-0.0007593255722895265,-0.0007144850096665323
pit_b_224,vit_base_patch16_224,consensus,3,ILSVRC2012_val_00037929.JPEG,-0.10075188428163528,-0.04060150682926178,0.11428570747375488,0.13233083486557007,0.1203007698059082,0.10827068984508514,-0.5172932147979736,0.00040315205114893615,-0.00011235149577260017
pit_b_224,vit_base_patch16_224,shuffled_semantic,2,ILSVRC2012_val_00037926.JPEG,0.43157893419265747,0.4150375723838806,0.16842105984687805,0.18947367370128632,0.0646616667509079,0.0646616667509079,0.3308270573616028,0.00044389069080352783,-0.000893168558832258
