model,split,calibration_size,evaluation_size,selected_strategy,calibration_loss_delta,calibration_loss_delta_high,calibration_loss_delta_low,calibration_loss_delta_deviation,evaluation_loss_delta_vs_random,evaluation_logit_delta_vs_random
vit_base_patch16_224,0,128,128,high_score_extreme,0.04848248479902396,0.04848248479902396,-0.0026365938210801687,0.0027560909450888476,0.10045639570792748,0.16649313954015574
vit_base_patch16_224,1,128,128,high_score_extreme,0.08044459727049495,0.08044459727049495,-0.011712681046143794,0.02190334511882004,0.0684942832364565,0.11039904691278933
vit_base_patch16_224,2,128,128,high_score_extreme,0.08551258671044101,0.08551258671044101,-0.006225374666731416,0.014514159698592266,0.06342629379651044,0.09135954982290667
vit_base_patch16_224,3,128,128,high_score_extreme,0.06391419744856344,0.06391419744856344,-0.005966758103265116,0.021794843923998993,0.085024683058388,0.13792685357232887
vit_base_patch16_224,4,128,128,high_score_extreme,0.09246269631936835,0.09246269631936835,-0.008943390266116088,0.014897916718230896,0.05647618418758309,0.1066137682646513
vit_base_patch16_224,5,128,128,high_score_extreme,0.04706888689785653,0.04706888689785653,-0.010204848122763604,-0.00960009955209292,0.10186999360909492,0.17094029610355693
vit_base_patch16_224,6,128,128,high_score_extreme,0.09191772521808164,0.09191772521808164,-0.008699118066336572,0.00390768476669715,0.057021155288869835,0.1069128873447577
vit_base_patch16_224,7,128,128,high_score_extreme,0.07456101668625101,0.07456101668625101,-0.004703939015598734,0.015257038858787077,0.07437786382070044,0.12360068534811337
vit_base_patch16_224,8,128,128,high_score_extreme,0.0918511544005014,0.0918511544005014,-0.007518200126166144,0.028905629937071353,0.057087726106450035,0.09852917647610109
vit_base_patch16_224,9,128,128,high_score_extreme,0.0640466500808543,0.0640466500808543,-0.009750707634035885,-0.00804631172043931,0.08489223042609713,0.13422825063268345
vit_base_patch16_224,10,128,128,high_score_extreme,0.07173676060847356,0.07173676060847356,-0.0076573182826299045,0.008515394201822341,0.07720211989847789,0.1259308767815431
vit_base_patch16_224,11,128,128,high_score_extreme,0.07360773229326394,0.07360773229326394,-0.009653249974993136,0.001514273253026961,0.0753311482136875,0.11697809242953858
vit_base_patch16_224,12,128,128,high_score_extreme,0.08814840976265259,0.08814840976265259,-0.007525266186955076,0.030062244467747707,0.06079047074429885,0.09451919763038556
vit_base_patch16_224,13,128,128,high_score_extreme,0.09884829644215642,0.09884829644215642,-0.016079844474006677,0.011906640105735274,0.05009058406479501,0.07866682857275008
vit_base_patch16_224,14,128,128,high_score_extreme,0.10036084172679693,0.10036084172679693,-0.0023347071122164693,0.034545535225333886,0.048578038780154514,0.08118318331738313
vit_base_patch16_224,15,128,128,high_score_extreme,0.08839219556102762,0.08839219556102762,-0.006169000943676416,0.028140998685557857,0.06054668494592382,0.09928439930081367
vit_base_patch16_224,16,128,128,high_score_extreme,0.03905247678024655,0.03905247678024655,-0.004268603783809037,3.8964793930061615e-05,0.1098864037267049,0.16365927644073963
vit_base_patch16_224,17,128,128,high_score_extreme,0.1063045154005522,0.1063045154005522,-0.01131863830475292,0.02267980198666919,0.042634365106399244,0.09471832246830067
vit_base_patch16_224,18,128,128,high_score_extreme,0.08104677506707957,0.08104677506707957,-0.0029291217251739,0.023497476529882988,0.06789210543987187,0.11830307946850857
vit_base_patch16_224,19,128,128,high_score_extreme,0.07327687445528379,0.07327687445528379,-0.005179601603837606,0.02517209510673032,0.07566200605166765,0.10318446376671395
vit_base_patch16_224,20,128,128,high_score_extreme,0.07128587782790419,0.07128587782790419,-0.008609809034775632,0.016654170811913605,0.07765300267904725,0.1249671842282017
vit_base_patch16_224,21,128,128,high_score_extreme,0.09127832609131777,0.09127832609131777,-0.00695176742253049,0.025882940812152807,0.057660554415633676,0.10109539236873388
vit_base_patch16_224,22,128,128,high_score_extreme,0.05676234457981385,0.05676234457981385,-0.010116074304581465,-0.005893730822814782,0.09217653592713759,0.1533642879997691
vit_base_patch16_224,23,128,128,high_score_extreme,0.11123292592795529,0.11123292592795529,-0.010631751682619024,0.016023182168282798,0.03770595457899617,0.0826852343355616
vit_base_patch16_224,24,128,128,high_score_extreme,0.08733885095716687,0.08733885095716687,-0.009881266307881255,0.02078305658020933,0.061600029549784566,0.11031518162538609
vit_base_patch16_224,25,128,128,high_score_extreme,0.0814511582563379,0.0814511582563379,-0.012018042777829883,0.007691959737712746,0.06748772225061353,0.09830553115655977
vit_base_patch16_224,26,128,128,high_score_extreme,0.0966466433868239,0.0966466433868239,-0.006516316228953656,0.02451508806310206,0.052292237120127545,0.09196335605035227
vit_base_patch16_224,27,128,128,high_score_extreme,0.0661888680854948,0.0661888680854948,-0.009548013002737814,0.0219760777921086,0.08275001242145663,0.1316082679356138
vit_base_patch16_224,28,128,128,high_score_extreme,0.0719572104717372,0.0719572104717372,-0.00487785181515695,0.0153917687178667,0.07698167003521425,0.11557076405733824
vit_base_patch16_224,29,128,128,high_score_extreme,0.081847109192798,0.081847109192798,-0.006192372790489269,0.012494464803846007,0.06709177131415345,0.11445913184434175
vit_base_patch16_224,30,128,128,high_score_extreme,0.052599254343173626,0.052599254343173626,-0.005147031132461658,-0.0023160379326630713,0.09633962616377781,0.14417998306453228
vit_base_patch16_224,31,128,128,high_score_extreme,0.08052992073377635,0.08052992073377635,-0.010176510417901834,-0.0030370303854094045,0.06840895977317511,0.11151480550567311
vit_base_patch16_224,32,128,128,high_score_extreme,0.07508884983568957,0.07508884983568957,-0.004708174614885744,0.022863673289975853,0.07385003067126188,0.12158917480458815
vit_base_patch16_224,33,128,128,high_score_extreme,0.07449969222701232,0.07449969222701232,-0.009343788054441879,0.005684463154466357,0.07443918827993912,0.12529012095183134
vit_base_patch16_224,34,128,128,high_score_extreme,0.06654088224725759,0.06654088224725759,-0.008283952693697453,0.009263187097531047,0.08239799825969385,0.14373710006475449
vit_base_patch16_224,35,128,128,high_score_extreme,0.08561309899111318,0.08561309899111318,-0.011517377583610747,0.01852765266691373,0.06332578151583826,0.08785938595732054
vit_base_patch16_224,36,128,128,high_score_extreme,0.07766990801610518,0.07766990801610518,-0.0017452860629418874,0.023524171493287817,0.07126897249084627,0.10862348911662897
vit_base_patch16_224,37,128,128,high_score_extreme,0.061768171554528344,0.061768171554528344,-0.003969940946262797,-0.0037415343758766544,0.0871707089524231,0.14205356687307358
