source_model,sample_index,image_name,layer,condition,global_polarity,global_mode,grid_h,grid_w,drop_count,drop_ratio,global_cosine_clean_masked,kept_token_cosine_clean_masked,score_map_spearman_clean_masked,clean_route_gradient_cosine,view_cosine_to_raw_mean,view_sign_agreement,view_effective_rank
visformer_small,0,ILSVRC2012_val_00024479.JPEG,stage3_block2,selected,high,gap,7,7,7,0.1428571343421936,0.9405110478401184,0.8439252972602844,0.5261223912239075,0.1899595558643341,0.3480430543422699,0.5351296663284302,18.713171005249023
visformer_small,1,ILSVRC2012_val_00024540.JPEG,stage3_block2,selected,high,gap,7,7,7,0.1428571343421936,0.9439218044281006,0.8218454718589783,0.42602041363716125,0.02642958238720894,0.2821195125579834,0.5011489391326904,18.669551849365234
visformer_small,2,ILSVRC2012_val_00024550.JPEG,stage3_block2,selected,high,gap,7,7,7,0.1428571343421936,0.9431692361831665,0.836249589920044,0.3298979699611664,0.05445417761802673,0.3110015392303467,0.514058530330658,18.42781639099121
visformer_small,3,ILSVRC2012_val_00024609.JPEG,stage3_block2,selected,high,gap,7,7,7,0.1428571343421936,0.9642348289489746,0.828972339630127,0.4217347204685211,0.4161016345024109,0.4681376516819,0.5613985657691956,16.08293914794922
visformer_small,4,ILSVRC2012_val_00024637.JPEG,stage3_block2,selected,high,gap,7,7,7,0.1428571343421936,0.9639854431152344,0.8323587775230408,0.3602040708065033,0.5148094892501831,0.46607494354248047,0.560231626033783,16.03655242919922
visformer_small,5,ILSVRC2012_val_00024710.JPEG,stage3_block2,selected,high,gap,7,7,7,0.1428571343421936,0.9588114023208618,0.8015244007110596,0.3624489903450012,0.1724088191986084,0.3444743752479553,0.5317253470420837,18.76491928100586
visformer_small,6,ILSVRC2012_val_00024753.JPEG,stage3_block2,selected,high,gap,7,7,7,0.1428571343421936,0.9396167397499084,0.8387753367424011,0.4579591751098633,0.39322996139526367,0.5017889142036438,0.5684527158737183,14.836609840393066
visformer_small,7,ILSVRC2012_val_00024781.JPEG,stage3_block2,selected,high,gap,7,7,7,0.1428571343421936,0.9676655530929565,0.8982257843017578,0.4571428894996643,0.5299088954925537,0.44983282685279846,0.5461950898170471,16.091554641723633
visformer_small,8,ILSVRC2012_val_00024926.JPEG,stage3_block2,selected,high,gap,7,7,7,0.1428571343421936,0.9596899747848511,0.84253990650177,0.5608162879943848,0.1315741091966629,0.4100061058998108,0.5428059697151184,17.631633758544922
visformer_small,9,ILSVRC2012_val_00025075.JPEG,stage3_block2,selected,high,gap,7,7,7,0.1428571343421936,0.932371973991394,0.7920603156089783,0.5487755537033081,0.1787502020597458,0.3342908024787903,0.5185985565185547,18.956634521484375
visformer_small,10,ILSVRC2012_val_00025315.JPEG,stage3_block2,selected,high,gap,7,7,7,0.1428571343421936,0.9627520442008972,0.7926060557365417,0.34653061628341675,0.31115543842315674,0.3867029845714569,0.5319365859031677,17.80644416809082
visformer_small,11,ILSVRC2012_val_00025390.JPEG,stage3_block2,selected,high,gap,7,7,7,0.1428571343421936,0.9451481103897095,0.8745570182800293,0.4534693658351898,0.23207834362983704,0.35959479212760925,0.5249159336090088,17.87774085998535
visformer_small,12,ILSVRC2012_val_00025402.JPEG,stage3_block2,selected,high,gap,7,7,7,0.1428571343421936,0.9756309390068054,0.8369287848472595,0.4602040946483612,0.11901627480983734,0.341398149728775,0.5306444764137268,18.692777633666992
