model,image_name,label,early_late_spearman,strict_promotion_fraction,promotion_flip_spearman,promotion_flip_top_iou
cait_s24_224,ILSVRC2012_val_00031361.JPEG,282,0.5540816187858582,0.0,0.7599999904632568,0.4000000059604645
cait_s24_224,ILSVRC2012_val_00031410.JPEG,589,-0.3564285933971405,0.16326530277729034,0.9486734867095947,0.75
cait_s24_224,ILSVRC2012_val_00031472.JPEG,317,-0.30714288353919983,0.08163265138864517,0.9155102372169495,0.4000000059604645
cait_s24_224,ILSVRC2012_val_00031495.JPEG,918,0.16989798843860626,0.040816325694322586,0.8309183716773987,0.27272728085517883
cait_s24_224,ILSVRC2012_val_00031548.JPEG,889,0.1697959154844284,0.06122449040412903,0.9281632900238037,0.5555555820465088
cait_s24_224,ILSVRC2012_val_00031586.JPEG,49,-0.21775510907173157,0.10204081982374191,0.9098979830741882,0.75
cait_s24_224,ILSVRC2012_val_00031588.JPEG,624,0.2638775706291199,0.020408162847161293,0.8674490451812744,0.5555555820465088
cait_s24_224,ILSVRC2012_val_00031593.JPEG,993,-0.22448977828025818,0.10204081982374191,0.9588776230812073,0.5555555820465088
cait_s24_224,ILSVRC2012_val_00031629.JPEG,719,0.6516326665878296,0.040816325694322586,0.9112244844436646,0.75
cait_s24_224,ILSVRC2012_val_00031647.JPEG,945,0.2819387912750244,0.040816325694322586,0.9345918297767639,0.5555555820465088
cait_s24_224,ILSVRC2012_val_00031670.JPEG,461,0.5503061413764954,0.0,0.8854081630706787,1.0
cait_s24_224,ILSVRC2012_val_00031686.JPEG,290,0.010102059692144394,0.1428571492433548,0.9379591941833496,0.5555555820465088
cait_s24_224,ILSVRC2012_val_00031762.JPEG,377,0.08408163487911224,0.10204081982374191,0.9462245106697083,0.4000000059604645
cait_s24_224,ILSVRC2012_val_00031783.JPEG,830,-0.007040835916996002,0.12244898080825806,0.9511224627494812,1.0
cait_s24_224,ILSVRC2012_val_00031785.JPEG,212,0.044693879783153534,0.08163265138864517,0.9005102515220642,0.75
cait_s24_224,ILSVRC2012_val_00031789.JPEG,665,0.41632652282714844,0.020408162847161293,0.910510241985321,1.0
cait_s24_224,ILSVRC2012_val_00031922.JPEG,141,0.35897961258888245,0.040816325694322586,0.8238775730133057,0.5555555820465088
cait_s24_224,ILSVRC2012_val_00031927.JPEG,59,-0.16948983073234558,0.1428571492433548,0.9582653641700745,0.75
cait_s24_224,ILSVRC2012_val_00032032.JPEG,978,-0.3991836607456207,0.10204081982374191,0.9680612683296204,0.4000000059604645
cait_s24_224,ILSVRC2012_val_00032039.JPEG,464,0.49877551198005676,0.0,0.8752040863037109,0.5555555820465088
cait_s24_224,ILSVRC2012_val_00032046.JPEG,487,-0.15979591012001038,0.12244898080825806,0.9768367409706116,0.75
cait_s24_224,ILSVRC2012_val_00032097.JPEG,826,0.590204119682312,0.020408162847161293,0.8505102396011353,0.4000000059604645
cait_s24_224,ILSVRC2012_val_00032098.JPEG,745,0.6716326475143433,0.020408162847161293,0.7558163404464722,0.5555555820465088
cait_s24_224,ILSVRC2012_val_00032102.JPEG,19,0.08959183841943741,0.08163265138864517,0.8732653260231018,0.5555555820465088
cait_s24_224,ILSVRC2012_val_00032120.JPEG,157,0.05857143551111221,0.12244898080825806,0.9154081344604492,0.5555555820465088
cait_s24_224,ILSVRC2012_val_00032188.JPEG,256,0.1401020586490631,0.10204081982374191,0.9237755537033081,0.5555555820465088
cait_s24_224,ILSVRC2012_val_00032370.JPEG,948,-0.07765306532382965,0.10204081982374191,0.9409183263778687,0.5555555820465088
cait_s24_224,ILSVRC2012_val_00032435.JPEG,416,-0.3655102252960205,0.1428571492433548,0.9763265252113342,1.0
cait_s24_224,ILSVRC2012_val_00032552.JPEG,287,0.11755102127790451,0.08163265138864517,0.9100000858306885,0.5555555820465088
cait_s24_224,ILSVRC2012_val_00032623.JPEG,277,0.03479591757059097,0.040816325694322586,0.9088775515556335,0.75
cait_s24_224,ILSVRC2012_val_00032646.JPEG,248,0.1658163219690323,0.06122449040412903,0.9488774538040161,0.5555555820465088
cait_s24_224,ILSVRC2012_val_00032695.JPEG,996,0.18214288353919983,0.10204081982374191,0.824591875076294,0.5555555820465088
cait_s24_224,ILSVRC2012_val_00032723.JPEG,426,-0.03071426972746849,0.10204081982374191,0.9658163785934448,0.75
cait_s24_224,ILSVRC2012_val_00032911.JPEG,543,-0.1714285910129547,0.10204081982374191,0.9679591655731201,0.5555555820465088
cait_s24_224,ILSVRC2012_val_00032926.JPEG,647,0.28683674335479736,0.020408162847161293,0.9637755751609802,0.5555555820465088
cait_s24_224,ILSVRC2012_val_00032950.JPEG,420,0.2527551054954529,0.08163265138864517,0.9141837358474731,0.75
cait_s24_224,ILSVRC2012_val_00033014.JPEG,119,0.3518367409706116,0.040816325694322586,0.8909183740615845,0.5555555820465088
cait_s24_224,ILSVRC2012_val_00033018.JPEG,346,0.7497959136962891,0.0,0.9024490118026733,0.75
cait_s24_224,ILSVRC2012_val_00033076.JPEG,99,0.39571431279182434,0.040816325694322586,0.8966326117515564,0.5555555820465088
cait_s24_224,ILSVRC2012_val_00033149.JPEG,200,-0.04428570717573166,0.12244898080825806,0.9084694385528564,0.4000000059604645
cait_s24_224,ILSVRC2012_val_00033150.JPEG,18,0.37714284658432007,0.06122449040412903,0.8791835904121399,0.75
