model,layer,global_mode,image_name,label,global_flip_cosine,global_phase_cosine,score_flip_spearman,score_phase_spearman,score_normalized_entropy,score_top_probability_mass,score_std
vit_base_patch16_224,block3,cls,ILSVRC2012_val_00030443.JPEG,866,0.9999141693115234,0.9998868703842163,0.8255193829536438,0.5455060005187988,0.9940198063850403,0.21252790093421936,0.024613214656710625
vit_base_patch16_224,block3,cls,ILSVRC2012_val_00030453.JPEG,433,0.9999436140060425,0.9999015927314758,0.8160126209259033,0.5603327751159668,0.9910719394683838,0.23632825911045074,0.02854520082473755
vit_base_patch16_224,block3,cls,ILSVRC2012_val_00030500.JPEG,102,0.999930202960968,0.9999010562896729,0.9136545658111572,0.7588298320770264,0.9843996167182922,0.25878268480300903,0.0405084602534771
vit_base_patch16_224,block3,cls,ILSVRC2012_val_00030718.JPEG,494,0.9998437762260437,0.9998845458030701,0.7243328094482422,0.5107874274253845,0.9794893264770508,0.26826775074005127,0.035114895552396774
vit_base_patch16_224,block3,cls,ILSVRC2012_val_00030719.JPEG,55,0.999939501285553,0.9999497532844543,0.8516523241996765,0.7248492240905762,0.9933835864067078,0.21941018104553223,0.025568287819623947
vit_base_patch16_224,block3,cls,ILSVRC2012_val_00030809.JPEG,780,0.9999597072601318,0.9999076128005981,0.8656376600265503,0.6800452470779419,0.9914528131484985,0.23202979564666748,0.028350265696644783
vit_base_patch16_224,block3,cls,ILSVRC2012_val_00030891.JPEG,82,0.9999077916145325,0.9999396800994873,0.8990492820739746,0.7774450182914734,0.9902837872505188,0.23056063055992126,0.03230983763933182
vit_base_patch16_224,block3,cls,ILSVRC2012_val_00030915.JPEG,180,0.9999505281448364,0.9998924732208252,0.8242602348327637,0.490691602230072,0.9939547777175903,0.21450820565223694,0.024685246869921684
vit_base_patch16_224,block3,cls,ILSVRC2012_val_00030940.JPEG,131,0.9999565482139587,0.9999282360076904,0.8252660036087036,0.6267099380493164,0.9900343418121338,0.2381219118833542,0.028252966701984406
vit_base_patch16_224,block3,cls,ILSVRC2012_val_00030991.JPEG,349,0.9997318387031555,0.9999100565910339,0.8390949964523315,0.6045374870300293,0.9905492067337036,0.22536195814609528,0.03127782419323921
vit_base_patch16_224,block3,cls,ILSVRC2012_val_00031127.JPEG,198,0.9999272227287292,0.9999066591262817,0.8422077298164368,0.6020591259002686,0.991593599319458,0.23290783166885376,0.028179453685879707
vit_base_patch16_224,block3,cls,ILSVRC2012_val_00031152.JPEG,633,0.9998131394386292,0.9998995661735535,0.8654129505157471,0.7597829103469849,0.9838262796401978,0.2560138702392578,0.0344267375767231
vit_base_patch16_224,block3,cls,ILSVRC2012_val_00031252.JPEG,228,0.9999493956565857,0.9998899102210999,0.8664854764938354,0.6593725681304932,0.9913445711135864,0.23379136621952057,0.028501704335212708
vit_base_patch16_224,block3,cls,ILSVRC2012_val_00031328.JPEG,440,0.999915599822998,0.9998747706413269,0.8309860229492188,0.5830901265144348,0.9857193231582642,0.25989222526550293,0.03404694050550461
vit_base_patch16_224,block6,cls,ILSVRC2012_val_00024479.JPEG,793,0.9994378685951233,0.9973549246788025,0.8268629312515259,0.4570360779762268,0.9856413006782532,0.27021312713623047,0.0316879078745842
vit_base_patch16_224,block6,cls,ILSVRC2012_val_00024540.JPEG,613,0.9991771578788757,0.9970595240592957,0.8757245540618896,0.46265727281570435,0.9890596270561218,0.24523524940013885,0.02895110473036766
vit_base_patch16_224,block6,cls,ILSVRC2012_val_00024550.JPEG,656,0.9995442032814026,0.9978741407394409,0.7716755867004395,0.26256483793258667,0.9912838935852051,0.23885399103164673,0.027429642155766487
vit_base_patch16_224,block6,cls,ILSVRC2012_val_00024609.JPEG,68,0.9995174407958984,0.9978241324424744,0.6825203895568848,0.28147485852241516,0.9912179112434387,0.23415455222129822,0.027048375457525253
vit_base_patch16_224,block6,cls,ILSVRC2012_val_00024637.JPEG,203,0.9995163083076477,0.9982373714447021,0.8470383882522583,0.4978189170360565,0.9918157458305359,0.22852186858654022,0.026910679414868355
