model,layer,global_mode,image_name,label,global_flip_cosine,global_phase_cosine,score_flip_spearman,score_phase_spearman,score_normalized_entropy,score_top_probability_mass,score_std
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00027790.JPEG,66,0.9973171353340149,0.9974641799926758,0.9730876684188843,0.8322689533233643,0.9526248574256897,0.32232362031936646,0.10755138099193573
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00027793.JPEG,848,0.9711923599243164,0.9928734302520752,0.9586131572723389,0.8605343699455261,0.9388652443885803,0.38627246022224426,0.1018909141421318
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00027955.JPEG,354,0.9823722839355469,0.9912661910057068,0.9850664138793945,0.8603510856628418,0.9271939396858215,0.38641899824142456,0.13074298202991486
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00028029.JPEG,930,0.9797860383987427,0.9963776469230652,0.9619138240814209,0.8941883444786072,0.9611162543296814,0.2994513511657715,0.08192514628171921
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00028103.JPEG,233,0.9652212858200073,0.9892226457595825,0.9622628688812256,0.7805209755897522,0.9323349595069885,0.41234976053237915,0.09128285944461823
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00028201.JPEG,844,0.9736118316650391,0.9892653226852417,0.9759006500244141,0.8698053359985352,0.9370246529579163,0.35653895139694214,0.13689759373664856
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00028333.JPEG,637,0.9921716451644897,0.9886142015457153,0.966288685798645,0.855839192867279,0.9564144611358643,0.3172447383403778,0.08685395866632462
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00028359.JPEG,448,0.9792446494102478,0.9899227619171143,0.9447872042655945,0.8190997242927551,0.9522082209587097,0.35878604650497437,0.08336156606674194
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00028377.JPEG,653,0.995725154876709,0.9902617931365967,0.9812158942222595,0.8702547550201416,0.9221320748329163,0.39338916540145874,0.13713699579238892
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00028502.JPEG,498,0.861054003238678,0.9844998121261597,0.9700531959533691,0.887443482875824,0.9541736245155334,0.33137255907058716,0.08219114691019058
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00028524.JPEG,17,0.9821778535842896,0.9932681322097778,0.9705599546432495,0.8583062887191772,0.9353426694869995,0.3808068335056305,0.11794926971197128
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00028528.JPEG,716,0.9763994812965393,0.9849038124084473,0.9601765871047974,0.8154563307762146,0.9451724290847778,0.37690845131874084,0.10311569273471832
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00028576.JPEG,596,0.960280179977417,0.9921693205833435,0.9683015942573547,0.8194184303283691,0.9435994029045105,0.3530119061470032,0.10311541706323624
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00028592.JPEG,551,0.9886302947998047,0.9913432002067566,0.962235689163208,0.813127875328064,0.9532284140586853,0.340198278427124,0.09152447432279587
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00028608.JPEG,730,0.9899884462356567,0.9938766360282898,0.9768329858779907,0.8544573187828064,0.9448040127754211,0.3619810938835144,0.0977562740445137
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00028696.JPEG,597,0.9923447966575623,0.9954730272293091,0.9688147902488708,0.8545099496841431,0.9596470594406128,0.3152123689651489,0.08949021250009537
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00028779.JPEG,74,0.9919257164001465,0.9963016510009766,0.9795727133750916,0.8854321837425232,0.9434431195259094,0.3380836844444275,0.10717073827981949
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00028825.JPEG,344,0.9929141998291016,0.9919394850730896,0.9720549583435059,0.8246428370475769,0.952158510684967,0.357196569442749,0.07927018404006958
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00028835.JPEG,812,0.9868296980857849,0.9879480600357056,0.9789463877677917,0.8659404516220093,0.9367862939834595,0.39353853464126587,0.09450738877058029
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00028870.JPEG,261,0.9739993810653687,0.9951086044311523,0.9769287109375,0.8989425301551819,0.9252891540527344,0.4214768409729004,0.10341791063547134
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00028887.JPEG,740,0.9787613153457642,0.9718859195709229,0.9598945379257202,0.7928184866905212,0.9402775764465332,0.385897696018219,0.09365575760602951
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00028920.JPEG,133,0.984278678894043,0.994105875492096,0.9566925764083862,0.9007275104522705,0.9414817690849304,0.33299720287323,0.1271311491727829
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00029045.JPEG,528,0.9954827427864075,0.9940344095230103,0.9811265468597412,0.8703376054763794,0.9298949837684631,0.36217039823532104,0.14025968313217163
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00029093.JPEG,700,0.99010169506073,0.9821487069129944,0.9762385487556458,0.8507996797561646,0.9450348615646362,0.33453628420829773,0.10925465822219849
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00029125.JPEG,766,0.9738260507583618,0.9715767502784729,0.9661325216293335,0.8844807147979736,0.9429990649223328,0.3625233769416809,0.09316382557153702
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00029127.JPEG,196,0.977777361869812,0.9890763163566589,0.97148597240448,0.8478735089302063,0.9237578511238098,0.41889190673828125,0.126947283744812
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00029156.JPEG,77,0.9705420732498169,0.9918655157089233,0.9649180173873901,0.8422634601593018,0.9480836391448975,0.3338102102279663,0.1075369119644165
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00029183.JPEG,696,0.90519118309021,0.9887458682060242,0.9678139686584473,0.6476328372955322,0.9184737205505371,0.47352808713912964,0.09163256734609604
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00029207.JPEG,355,0.9936011433601379,0.99102383852005,0.9793606996536255,0.8984150290489197,0.9004506468772888,0.4622027277946472,0.12063251435756683
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00029208.JPEG,75,0.9922474026679993,0.9948229193687439,0.9701950550079346,0.8035253882408142,0.9478538632392883,0.32140496373176575,0.11773303151130676
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00029572.JPEG,909,0.9922670125961304,0.9834054112434387,0.9801576137542725,0.8913179636001587,0.9269897937774658,0.41085079312324524,0.105173759162426
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00029594.JPEG,659,0.9701744914054871,0.9906587600708008,0.9673006534576416,0.7879192233085632,0.9495332837104797,0.3516666889190674,0.09414319694042206
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00029709.JPEG,12,0.9890737533569336,0.9906337857246399,0.9643298983573914,0.8217357397079468,0.9404200911521912,0.37105119228363037,0.10024832934141159
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00029714.JPEG,935,0.8910855054855347,0.9917001724243164,0.9644016623497009,0.7857151031494141,0.9672116041183472,0.31915080547332764,0.06436282396316528
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00029737.JPEG,407,0.9116324186325073,0.9880642890930176,0.9815074801445007,0.7573556303977966,0.9213663339614868,0.4390109181404114,0.0987817719578743
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00029766.JPEG,897,0.9813936352729797,0.9899213910102844,0.9738447070121765,0.8239383697509766,0.9373719096183777,0.37475547194480896,0.10782238841056824
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00029780.JPEG,434,0.9843558073043823,0.9952578544616699,0.9782944917678833,0.9080876111984253,0.9415357112884521,0.358147531747818,0.11348573118448257
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00029781.JPEG,643,0.989820122718811,0.9922900199890137,0.9789431691169739,0.9069926142692566,0.9353466033935547,0.3956140875816345,0.0924912765622139
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00029802.JPEG,772,0.9866696000099182,0.9951145052909851,0.9644240140914917,0.9031978845596313,0.9409336447715759,0.3206494450569153,0.17882139980793
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00029828.JPEG,502,0.9657769203186035,0.9949497580528259,0.9816238880157471,0.9025173783302307,0.9179208278656006,0.43030136823654175,0.13170072436332703
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00029884.JPEG,672,0.9930023550987244,0.9932665228843689,0.9740710258483887,0.9083107709884644,0.9230571985244751,0.38578253984451294,0.13697437942028046
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00029885.JPEG,135,0.9899053573608398,0.9937973022460938,0.9711911082267761,0.8625792264938354,0.925440788269043,0.38084205985069275,0.12365195900201797
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00029919.JPEG,954,0.9902251958847046,0.9930820465087891,0.963807225227356,0.8531074523925781,0.9578508138656616,0.31944531202316284,0.10227834433317184
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00029967.JPEG,999,0.9791843891143799,0.9908313751220703,0.9680832624435425,0.8897337913513184,0.9378067255020142,0.3683185577392578,0.11949148029088974
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00029975.JPEG,615,0.9697588682174683,0.9948023557662964,0.9673293828964233,0.7317390441894531,0.9577641487121582,0.3284209072589874,0.08672943711280823
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00030022.JPEG,384,0.9925776124000549,0.990289568901062,0.9703369140625,0.8412657380104065,0.9547621011734009,0.3328092098236084,0.08068160712718964
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00030088.JPEG,174,0.9908030033111572,0.9889355897903442,0.9650423526763916,0.8045389652252197,0.9370543360710144,0.40705862641334534,0.0979667529463768
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00030198.JPEG,916,0.9701822400093079,0.9787248373031616,0.9847874641418457,0.8586713075637817,0.9249442219734192,0.3945828080177307,0.11892352253198624
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00030262.JPEG,753,0.9886067509651184,0.9908069372177124,0.974791407585144,0.8394217491149902,0.9473145604133606,0.3312937617301941,0.12990248203277588
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00030295.JPEG,709,0.9665753245353699,0.9959121346473694,0.973953127861023,0.7732310891151428,0.9383702874183655,0.35599595308303833,0.12594133615493774
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00030305.JPEG,274,0.990630030632019,0.9949465990066528,0.9710699915885925,0.9165026545524597,0.9486011266708374,0.34651923179626465,0.09227609634399414
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00030443.JPEG,866,0.9807616472244263,0.9919143915176392,0.9664130210876465,0.8756369352340698,0.9425380229949951,0.37657350301742554,0.09164957702159882
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00030453.JPEG,433,0.9919329881668091,0.9938194751739502,0.961665153503418,0.8183537721633911,0.9557760953903198,0.3032396137714386,0.14010757207870483
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00030500.JPEG,102,0.9864353537559509,0.9928068518638611,0.9467443227767944,0.7701901793479919,0.9622992873191833,0.32335931062698364,0.0751434862613678
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00030718.JPEG,494,0.990068256855011,0.9943339228630066,0.9736789464950562,0.8226649761199951,0.934234082698822,0.3725273609161377,0.16731303930282593
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00030719.JPEG,55,0.9870555996894836,0.9946601390838623,0.9712708592414856,0.8765724301338196,0.9543842673301697,0.3469827175140381,0.08203095942735672
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00030809.JPEG,780,0.9958669543266296,0.99445641040802,0.954797625541687,0.7773541808128357,0.9502332210540771,0.3598133325576782,0.08414503931999207
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00030891.JPEG,82,0.9711692333221436,0.9946757555007935,0.9504402875900269,0.7709504961967468,0.9715847373008728,0.29047369956970215,0.06119060143828392
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00030915.JPEG,180,0.9936063885688782,0.9920341968536377,0.9444445371627808,0.7835555076599121,0.9523826241493225,0.36634501814842224,0.07316431403160095
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00030940.JPEG,131,0.9956659078598022,0.9909274578094482,0.9772904515266418,0.9212233424186707,0.9211661219596863,0.42352378368377686,0.11900052428245544
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00030991.JPEG,349,0.9278730154037476,0.9930130839347839,0.9684258699417114,0.7997370362281799,0.9520509243011475,0.3451613783836365,0.08426564186811447
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00031127.JPEG,198,0.9945191144943237,0.9945816993713379,0.9758226275444031,0.878094494342804,0.9370771050453186,0.3714022636413574,0.10686211287975311
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00031152.JPEG,633,0.9481456279754639,0.9845377206802368,0.9872339963912964,0.85254967212677,0.9244473576545715,0.401958703994751,0.11650729924440384
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00031252.JPEG,228,0.992318868637085,0.9943235516548157,0.9533473253250122,0.7877280116081238,0.9637833833694458,0.3188706040382385,0.07816196978092194
cait_s24_224,block12_gap,gap,ILSVRC2012_val_00031328.JPEG,440,0.9901535511016846,0.987373411655426,0.9785351753234863,0.8771350383758545,0.9172161817550659,0.42136943340301514,0.12216480076313019
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00024479.JPEG,793,0.9793368577957153,0.986551821231842,0.8442270159721375,0.5428172945976257,0.9672309756278992,0.3203718066215515,0.060105275362730026
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00024540.JPEG,613,0.9916454553604126,0.9796252846717834,0.8697479963302612,0.5488289594650269,0.9674936532974243,0.3200370669364929,0.05850096046924591
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00024550.JPEG,656,0.9930451512336731,0.9811978340148926,0.8196543455123901,0.5980285406112671,0.9716898798942566,0.30239665508270264,0.053989481180906296
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00024609.JPEG,68,0.991619348526001,0.9862281084060669,0.8290830254554749,0.4597821533679962,0.9757829308509827,0.2739625573158264,0.06373565644025803
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00024637.JPEG,203,0.9755077362060547,0.9775094985961914,0.897756814956665,0.7239264249801636,0.9622039198875427,0.323562890291214,0.06950131058692932
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00024710.JPEG,974,0.9904535412788391,0.9880484342575073,0.8544238805770874,0.7684211730957031,0.9495881795883179,0.34539860486984253,0.08736613392829895
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00024753.JPEG,51,0.9772860407829285,0.9873105883598328,0.919758677482605,0.7824335098266602,0.9541750550270081,0.3404272794723511,0.08243133872747421
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00024781.JPEG,782,0.9498798251152039,0.9864816665649414,0.8616787195205688,0.5426452159881592,0.9633294343948364,0.3165767192840576,0.07198935002088547
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00024926.JPEG,373,0.9854284524917603,0.9897900819778442,0.918105959892273,0.7882667183876038,0.956092357635498,0.3152815103530884,0.08285621553659439
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00025075.JPEG,129,0.986863374710083,0.9844260215759277,0.8934679627418518,0.7220442295074463,0.9562692046165466,0.34580549597740173,0.07282551378011703
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00025315.JPEG,333,0.9889925718307495,0.9863290190696716,0.9150252342224121,0.7452669143676758,0.9513852596282959,0.34061199426651,0.08776771277189255
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00025390.JPEG,932,0.9908018112182617,0.9835209250450134,0.8665332794189453,0.684067964553833,0.9626988172531128,0.33594128489494324,0.06291882693767548
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00025402.JPEG,500,0.9819759130477905,0.9848122596740723,0.899168848991394,0.7027643918991089,0.9690508842468262,0.2914350628852844,0.06847911328077316
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00025408.JPEG,669,0.9948539733886719,0.9857581853866577,0.8711106777191162,0.6511232256889343,0.9717170000076294,0.2916101813316345,0.06462202966213226
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00025416.JPEG,569,0.9945252537727356,0.9852007031440735,0.8998334407806396,0.6747077703475952,0.9473413825035095,0.39234837889671326,0.07273890823125839
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00025440.JPEG,987,0.9154001474380493,0.9929635524749756,0.8362804651260376,0.6104838252067566,0.9602215886116028,0.2998228669166565,0.12052316963672638
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00025446.JPEG,994,0.9841233491897583,0.9860678911209106,0.8406186699867249,0.7194766402244568,0.951553225517273,0.33981144428253174,0.08416284620761871
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00025563.JPEG,691,0.9728036522865295,0.9865868091583252,0.931517481803894,0.776197075843811,0.9542933702468872,0.3426039516925812,0.10306835174560547
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00025800.JPEG,390,0.9844759702682495,0.9870031476020813,0.8743523359298706,0.6979863047599792,0.9612550139427185,0.33212462067604065,0.07119625061750412
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00025844.JPEG,616,0.9864987730979919,0.987917423248291,0.929298996925354,0.862415075302124,0.8512914180755615,0.6200573444366455,0.12740784883499146
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00025851.JPEG,251,0.992576539516449,0.9890965223312378,0.9389396905899048,0.827677309513092,0.959070086479187,0.3055150508880615,0.08318628370761871
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00025907.JPEG,837,0.983826220035553,0.9866952300071716,0.8624038696289062,0.5068954229354858,0.9803587794303894,0.26376181840896606,0.052802689373493195
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00025989.JPEG,621,0.9892865419387817,0.9829489588737488,0.8105363845825195,0.6848902702331543,0.9442374110221863,0.3339706361293793,0.10180067270994186
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00026068.JPEG,95,0.987013041973114,0.9862633943557739,0.8721497654914856,0.6640757322311401,0.9607200026512146,0.3317722976207733,0.07042665779590607
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00026088.JPEG,684,0.9838373064994812,0.9900217056274414,0.8404210805892944,0.4018200635910034,0.9705129265785217,0.2940315008163452,0.06707969307899475
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00026113.JPEG,509,0.9895464181900024,0.987117350101471,0.9294663071632385,0.7365202903747559,0.956841766834259,0.33960890769958496,0.07790789753198624
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00026139.JPEG,127,0.9947975277900696,0.9920613765716553,0.8403382301330566,0.6315517425537109,0.9436743855476379,0.3127596974372864,0.1409580409526825
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00026145.JPEG,527,0.9695748090744019,0.9883696436882019,0.8683964014053345,0.6370055675506592,0.9684908986091614,0.3095834255218506,0.061225954443216324
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00026189.JPEG,404,0.9949741959571838,0.9825289249420166,0.8719983100891113,0.648820161819458,0.9677233099937439,0.3064633011817932,0.06499335914850235
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00026202.JPEG,35,0.9748475551605225,0.986950159072876,0.822953462600708,0.5687909126281738,0.9754396677017212,0.2972201406955719,0.05195602774620056
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00026226.JPEG,549,0.9946436285972595,0.9890053272247314,0.9305915236473083,0.8001610040664673,0.9033669829368591,0.4614493250846863,0.13180850446224213
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00026280.JPEG,408,0.9935553669929504,0.9911612272262573,0.8742631077766418,0.7947947978973389,0.9416967034339905,0.3530147075653076,0.09685538709163666
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00026315.JPEG,804,0.9583171606063843,0.9900012016296387,0.9478600025177002,0.8548732995986938,0.9303152561187744,0.40304332971572876,0.08852992951869965
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00026328.JPEG,422,0.9909794926643372,0.984433114528656,0.8900253772735596,0.6773725152015686,0.9714978337287903,0.317233681678772,0.055408086627721786
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00026332.JPEG,473,0.9770092964172363,0.9890332221984863,0.9284781813621521,0.7778562307357788,0.9464623332023621,0.3708657920360565,0.08057211339473724
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00026390.JPEG,341,0.9925364851951599,0.9827545285224915,0.7981512546539307,0.5496131181716919,0.9803866147994995,0.2810833752155304,0.046534422785043716
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00026397.JPEG,0,0.9703521728515625,0.9851537942886353,0.8626907467842102,0.5112272500991821,0.9720120429992676,0.30520957708358765,0.05597306415438652
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00026436.JPEG,733,0.9790570735931396,0.9874097108840942,0.8770856857299805,0.6175171136856079,0.9694304466247559,0.3130508363246918,0.05785196274518967
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00026490.JPEG,4,0.977990984916687,0.9899529814720154,0.7985082268714905,0.5650758147239685,0.9468842148780823,0.34542208909988403,0.10046771168708801
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00026510.JPEG,140,0.9906880259513855,0.9860517978668213,0.777527928352356,0.5563977956771851,0.9799997806549072,0.2699667811393738,0.0486128032207489
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00026559.JPEG,891,0.984670877456665,0.9850494265556335,0.8944369554519653,0.7859605550765991,0.9410683512687683,0.3578447699546814,0.09498219192028046
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00026627.JPEG,401,0.9934967160224915,0.9835479855537415,0.8803496956825256,0.6367984414100647,0.9613438844680786,0.3306489586830139,0.07134175300598145
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00026692.JPEG,165,0.985255241394043,0.9877835512161255,0.8643339276313782,0.7045398354530334,0.9702594876289368,0.31215807795524597,0.05932333692908287
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00026737.JPEG,371,0.9823387861251831,0.9862991571426392,0.7880898118019104,0.5344914793968201,0.9768068790435791,0.27451828122138977,0.057838186621665955
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00026743.JPEG,717,0.9713850021362305,0.9860988259315491,0.8732972741127014,0.6573038101196289,0.9775384068489075,0.26614004373550415,0.05857701972126961
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00026754.JPEG,880,0.9937769174575806,0.9864331483840942,0.9536517262458801,0.859426736831665,0.9515332579612732,0.3303837478160858,0.09485449641942978
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00026803.JPEG,205,0.9786444306373596,0.985434889793396,0.8447593450546265,0.6741595268249512,0.9767782688140869,0.26885509490966797,0.057987868785858154
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00026901.JPEG,41,0.9857550263404846,0.9864856004714966,0.904664158821106,0.7724199295043945,0.9132066965103149,0.46886616945266724,0.08992282301187515
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00026916.JPEG,859,0.9936704635620117,0.986985445022583,0.9351688623428345,0.676443338394165,0.9658629894256592,0.29743772745132446,0.0730091780424118
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00026925.JPEG,118,0.9903718829154968,0.9859496355056763,0.9100940823554993,0.7278486490249634,0.9688630700111389,0.3077928423881531,0.061762627214193344
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00026972.JPEG,750,0.9777693748474121,0.9882106781005859,0.8131629228591919,0.5497884750366211,0.9739305377006531,0.2996864318847656,0.05520658567547798
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00027124.JPEG,264,0.9896504282951355,0.9894577264785767,0.9350349307060242,0.7581477165222168,0.9610061049461365,0.31458961963653564,0.07412940263748169
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00027141.JPEG,894,0.988266110420227,0.9881370663642883,0.9151957631111145,0.8496569395065308,0.9433043599128723,0.3653354346752167,0.09467258304357529
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00027148.JPEG,61,0.9870225787162781,0.9820425510406494,0.8092645406723022,0.46680423617362976,0.987229585647583,0.24382516741752625,0.04105588048696518
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00027201.JPEG,694,0.991619348526001,0.9895315766334534,0.9080047011375427,0.7892197370529175,0.9502809047698975,0.3485867381095886,0.08814317733049393
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00027287.JPEG,445,0.9848954081535339,0.9806617498397827,0.8964482545852661,0.6336460113525391,0.9627285003662109,0.32388249039649963,0.07046733051538467
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00027348.JPEG,164,0.9806507229804993,0.9883754849433899,0.9570432305335999,0.852313756942749,0.9459666609764099,0.36986950039863586,0.08905182033777237
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00027385.JPEG,497,0.9931725263595581,0.9861212968826294,0.8606172800064087,0.48966366052627563,0.977921187877655,0.27083778381347656,0.05313585698604584
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00027498.JPEG,14,0.9862359762191772,0.9818328022956848,0.8749579191207886,0.5631601810455322,0.9538882970809937,0.3627723455429077,0.06998568028211594
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00027530.JPEG,985,0.9903827905654907,0.9847341179847717,0.9595757722854614,0.8495533466339111,0.941534161567688,0.3518315851688385,0.10807402431964874
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00027633.JPEG,5,0.9912283420562744,0.9899284839630127,0.7669293880462646,0.6862752437591553,0.9585748910903931,0.32001426815986633,0.07701949775218964
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00027636.JPEG,648,0.9689788222312927,0.9824987053871155,0.9363402128219604,0.6940863132476807,0.9650341272354126,0.3168995678424835,0.06691327691078186
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00027657.JPEG,104,0.9834073185920715,0.9867764711380005,0.8955111503601074,0.5286949872970581,0.9486340880393982,0.3425631523132324,0.08566050976514816
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00027790.JPEG,66,0.9942476749420166,0.9900691509246826,0.872589647769928,0.7316752672195435,0.9358458518981934,0.3728141784667969,0.10650617629289627
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00027793.JPEG,848,0.9838762283325195,0.9860968589782715,0.9205572009086609,0.7427248954772949,0.9662154912948608,0.29556047916412354,0.0808558240532875
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00027955.JPEG,354,0.98862624168396,0.988017201423645,0.8922535181045532,0.6897066831588745,0.949547529220581,0.35309791564941406,0.08716004341840744
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00028029.JPEG,930,0.9727433919906616,0.9853879809379578,0.8350867033004761,0.5742543339729309,0.9722011685371399,0.2798483371734619,0.06418270617723465
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00028103.JPEG,233,0.9868205189704895,0.9882538318634033,0.944607138633728,0.8614014387130737,0.9470022320747375,0.3647748827934265,0.0862300768494606
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00028201.JPEG,844,0.977663516998291,0.9862481951713562,0.9144706130027771,0.7965223789215088,0.947137176990509,0.38527172803878784,0.07473965734243393
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00028333.JPEG,637,0.9935060739517212,0.9828132390975952,0.7602307200431824,0.4943222105503082,0.9789102077484131,0.2733827233314514,0.05154417082667351
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00028359.JPEG,448,0.9893655180931091,0.981404721736908,0.8437122106552124,0.5960251688957214,0.9739766120910645,0.28931787610054016,0.05661913752555847
cait_s24_224,block18_gap,gap,ILSVRC2012_val_00028377.JPEG,653,0.9956795573234558,0.9958175420761108,0.9609862565994263,0.9167369604110718,0.8153226971626282,0.6516904830932617,0.16800646483898163
