source_model,sample_index,image_name,condition,selected_common_patches,clean_route_gradient_cosine,view_cosine_to_raw_mean,view_sign_agreement,view_effective_rank
cait_s24_224,0,ILSVRC2012_val_00031361.JPEG,promotion,7,0.41346198320388794,0.4088161587715149,0.6636147499084473,9.852133750915527
cait_s24_224,1,ILSVRC2012_val_00031410.JPEG,promotion,7,0.17648077011108398,0.484239399433136,0.6615028381347656,9.302090644836426
cait_s24_224,2,ILSVRC2012_val_00031472.JPEG,promotion,7,0.055733874440193176,0.4684523642063141,0.6470620036125183,8.818373680114746
cait_s24_224,3,ILSVRC2012_val_00031495.JPEG,promotion,7,0.42359858751296997,0.44819527864456177,0.6231930255889893,10.410733222961426
cait_s24_224,4,ILSVRC2012_val_00031548.JPEG,promotion,7,0.049722496420145035,0.3331296443939209,0.6549216508865356,7.500268936157227
cait_s24_224,5,ILSVRC2012_val_00031586.JPEG,promotion,7,0.3594372570514679,0.5006343126296997,0.6625754237174988,9.176441192626953
cait_s24_224,6,ILSVRC2012_val_00031588.JPEG,promotion,7,0.17520485818386078,0.2228529453277588,0.6204745769500732,8.827136993408203
cait_s24_224,7,ILSVRC2012_val_00031593.JPEG,promotion,7,-0.010411296971142292,0.21005189418792725,0.6288032531738281,8.659419059753418
cait_s24_224,8,ILSVRC2012_val_00031629.JPEG,promotion,7,-0.0419464074075222,0.43957582116127014,0.6293543577194214,9.55182933807373
cait_s24_224,9,ILSVRC2012_val_00031647.JPEG,promotion,7,0.2744280695915222,0.4334412217140198,0.6267731189727783,8.421426773071289
cait_s24_224,10,ILSVRC2012_val_00031670.JPEG,promotion,7,0.10950884222984314,0.5224541425704956,0.6830722689628601,7.16931676864624
cait_s24_224,11,ILSVRC2012_val_00031686.JPEG,promotion,7,0.05237508937716484,0.38486024737358093,0.6394467949867249,10.503349304199219
cait_s24_224,12,ILSVRC2012_val_00031762.JPEG,promotion,7,0.6179010272026062,0.6320413947105408,0.6846211552619934,4.379902362823486
cait_s24_224,13,ILSVRC2012_val_00031783.JPEG,promotion,7,0.44683313369750977,0.4090997278690338,0.681795060634613,11.782919883728027
cait_s24_224,14,ILSVRC2012_val_00031785.JPEG,promotion,7,0.5672186613082886,0.4339771270751953,0.6348320841789246,10.589367866516113
cait_s24_224,15,ILSVRC2012_val_00031789.JPEG,promotion,7,0.2514803409576416,0.3624563217163086,0.6366344094276428,8.538151741027832
cait_s24_224,16,ILSVRC2012_val_00031922.JPEG,promotion,7,-0.06706134229898453,0.426223486661911,0.6190453171730042,9.987493515014648
cait_s24_224,17,ILSVRC2012_val_00031927.JPEG,promotion,7,0.11607392877340317,0.491969496011734,0.6489211320877075,7.226233005523682
cait_s24_224,18,ILSVRC2012_val_00032032.JPEG,promotion,7,0.5644463896751404,0.6101517081260681,0.6840760707855225,4.914168357849121
cait_s24_224,19,ILSVRC2012_val_00032039.JPEG,promotion,7,0.3773448169231415,0.5409287810325623,0.670916736125946,5.525033473968506
cait_s24_224,20,ILSVRC2012_val_00032046.JPEG,promotion,7,0.26799261569976807,0.5458287596702576,0.6704416871070862,4.697203636169434
cait_s24_224,21,ILSVRC2012_val_00032097.JPEG,promotion,7,0.15477904677391052,0.327127069234848,0.627111554145813,10.139132499694824
cait_s24_224,22,ILSVRC2012_val_00032098.JPEG,promotion,7,0.10163833945989609,0.45998483896255493,0.6477429270744324,9.625049591064453
cait_s24_224,23,ILSVRC2012_val_00032102.JPEG,promotion,7,0.22067852318286896,0.3872005045413971,0.6070544719696045,11.395027160644531
cait_s24_224,24,ILSVRC2012_val_00032120.JPEG,promotion,7,0.1631685197353363,0.3395794630050659,0.610170841217041,6.572981357574463
cait_s24_224,25,ILSVRC2012_val_00032188.JPEG,promotion,7,-0.019474809989333153,0.49856123328208923,0.6453865766525269,7.326591491699219
cait_s24_224,26,ILSVRC2012_val_00032370.JPEG,promotion,7,0.21551339328289032,0.36891910433769226,0.6344334483146667,10.286041259765625
