source_model,sample_index,image_name,layer,condition,global_polarity,global_mode,grid_h,grid_w,drop_count,drop_ratio,global_cosine_clean_masked,kept_token_cosine_clean_masked,score_map_spearman_clean_masked,clean_route_gradient_cosine,view_cosine_to_raw_mean,view_sign_agreement,view_effective_rank
cait_s24_224,57,ILSVRC2012_val_00027385.JPEG,block24_gap,selected,high,gap,14,14,29,0.14795918762683868,0.9779253005981445,0.9198286533355713,0.7641466856002808,0.022387858480215073,0.28135812282562256,0.4932122230529785,18.98301124572754
cait_s24_224,58,ILSVRC2012_val_00027498.JPEG,block24_gap,selected,high,gap,14,14,29,0.14795918762683868,0.9942030906677246,0.9186596274375916,0.7247376441955566,0.02720758505165577,0.2399112731218338,0.4878697097301483,19.551210403442383
cait_s24_224,59,ILSVRC2012_val_00027530.JPEG,block24_gap,selected,high,gap,14,14,29,0.14795918762683868,0.9878906607627869,0.8911163806915283,0.6764465570449829,0.06106174737215042,0.22359152138233185,0.4762735068798065,19.87358283996582
cait_s24_224,60,ILSVRC2012_val_00027633.JPEG,block24_gap,selected,high,gap,14,14,29,0.14795918762683868,0.989328145980835,0.9371986389160156,0.6731634140014648,0.007188121788203716,0.26400527358055115,0.48009607195854187,18.98452377319336
cait_s24_224,61,ILSVRC2012_val_00027636.JPEG,block24_gap,selected,high,gap,14,14,29,0.14795918762683868,0.9682154655456543,0.8510274291038513,0.6830686330795288,0.015236501581966877,0.21904435753822327,0.47345876693725586,19.66753578186035
cait_s24_224,62,ILSVRC2012_val_00027657.JPEG,block24_gap,selected,high,gap,14,14,29,0.14795918762683868,0.9897224307060242,0.875900387763977,0.7126871943473816,0.020075280219316483,0.40897637605667114,0.503724217414856,16.490739822387695
cait_s24_224,63,ILSVRC2012_val_00027790.JPEG,block24_gap,selected,high,gap,14,14,29,0.14795918762683868,0.9799004793167114,0.896490752696991,0.6215859651565552,0.21716764569282532,0.34112221002578735,0.4977087378501892,18.9678955078125
cait_s24_224,0,ILSVRC2012_val_00024479.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9754825234413147,0.8371439576148987,0.8047159910202026,0.006374526768922806,0.2367289513349533,0.48261916637420654,19.92690086364746
cait_s24_224,1,ILSVRC2012_val_00024540.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9675633311271667,0.8533340096473694,0.6935715675354004,-0.0018480555154383183,0.21037469804286957,0.4753570854663849,19.967876434326172
cait_s24_224,2,ILSVRC2012_val_00024550.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9860491752624512,0.8749052286148071,0.6881814002990723,0.03393775597214699,0.231343612074852,0.47620075941085815,19.184534072875977
cait_s24_224,3,ILSVRC2012_val_00024609.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9829303026199341,0.9029690623283386,0.9121676087379456,0.08669446408748627,0.2558983266353607,0.5120319724082947,18.98313331604004
cait_s24_224,4,ILSVRC2012_val_00024637.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9841650724411011,0.8954364657402039,0.8401468992233276,0.18892572820186615,0.2826172709465027,0.4879510700702667,19.028196334838867
cait_s24_224,5,ILSVRC2012_val_00024710.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9916714429855347,0.91452556848526,0.8590123653411865,0.004755840636789799,0.20302748680114746,0.47286784648895264,19.940637588500977
cait_s24_224,6,ILSVRC2012_val_00024753.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9787487983703613,0.825566828250885,0.7658121585845947,0.027462787926197052,0.2559100091457367,0.5003886222839355,19.776756286621094
cait_s24_224,7,ILSVRC2012_val_00024781.JPEG,block24_gap,opposite,high,gap,14,14,29,0.14795918762683868,0.9906861782073975,0.9228858351707458,0.9006701707839966,0.02093682996928692,0.2834908962249756,0.4918520152568817,19.606985092163086
