source_model,sample_index,image_name,layer,condition,global_polarity,global_mode,grid_h,grid_w,drop_count,drop_ratio,global_cosine_clean_masked,kept_token_cosine_clean_masked,score_map_spearman_clean_masked,clean_route_gradient_cosine,view_cosine_to_raw_mean,view_sign_agreement,view_effective_rank
visformer_small,0,ILSVRC2012_val_00024479.JPEG,stage3_block2,selected,high,gap,7,7,7,0.1428571343421936,0.9573289155960083,0.7908203601837158,0.3527551293373108,0.13356439769268036,0.5099863409996033,0.6514710187911987,14.109431266784668
visformer_small,1,ILSVRC2012_val_00024540.JPEG,stage3_block2,selected,high,gap,7,7,7,0.1428571343421936,0.9501219987869263,0.8600512742996216,0.49785715341567993,0.03407865762710571,0.4864415228366852,0.6375224590301514,12.654244422912598
visformer_small,2,ILSVRC2012_val_00024550.JPEG,stage3_block2,selected,high,gap,7,7,7,0.1428571343421936,0.9518535733222961,0.8757023811340332,0.4393877387046814,0.09586828947067261,0.47022804617881775,0.6333480477333069,14.8944091796875
visformer_small,3,ILSVRC2012_val_00024609.JPEG,stage3_block2,selected,high,gap,7,7,7,0.1428571343421936,0.9666420817375183,0.8589352369308472,0.5954082012176514,0.3753330111503601,0.554597795009613,0.6764140725135803,12.62890338897705
visformer_small,4,ILSVRC2012_val_00024637.JPEG,stage3_block2,selected,high,gap,7,7,7,0.1428571343421936,0.955812931060791,0.8285319209098816,0.3241836428642273,0.3074778914451599,0.5150414705276489,0.6591378450393677,13.211530685424805
visformer_small,5,ILSVRC2012_val_00024710.JPEG,stage3_block2,selected,high,gap,7,7,7,0.1428571343421936,0.9557943344116211,0.8517628908157349,0.3602040708065033,0.07763032615184784,0.4181640148162842,0.6443204283714294,16.879838943481445
visformer_small,6,ILSVRC2012_val_00024753.JPEG,stage3_block2,selected,high,gap,7,7,7,0.1428571343421936,0.9389873743057251,0.8553932905197144,0.3486734628677368,0.3312792181968689,0.6118035316467285,0.6928978562355042,10.314321517944336
visformer_small,7,ILSVRC2012_val_00024781.JPEG,stage3_block2,selected,high,gap,7,7,7,0.1428571343421936,0.968507707118988,0.8459672331809998,0.3510203957557678,0.41624969244003296,0.4727858603000641,0.6528626680374146,14.565082550048828
visformer_small,8,ILSVRC2012_val_00024926.JPEG,stage3_block2,selected,high,gap,7,7,7,0.1428571343421936,0.953850269317627,0.804514467716217,0.4778571128845215,0.09815894812345505,0.4670749306678772,0.6422568559646606,15.233856201171875
visformer_small,9,ILSVRC2012_val_00025075.JPEG,stage3_block2,selected,high,gap,7,7,7,0.1428571343421936,0.9214745759963989,0.7785212993621826,0.5035714507102966,0.0873575508594513,0.3682419955730438,0.6118501424789429,17.56527328491211
