model,sample_index,image_name,target_mode,map_variant,map_rank_spearman,map_top_half_iou,gradcam_zero
cait_s24_224,9,ILSVRC2012_val_00000410.JPEG,predicted,gradcam_relu,0.029003338888287544,0.3333333432674408,False
cait_s24_224,10,ILSVRC2012_val_00000499.JPEG,predicted,gradcam_relu,0.20236673951148987,0.4100719392299652,False
cait_s24_224,11,ILSVRC2012_val_00000526.JPEG,predicted,gradcam_relu,-0.0035461275838315487,0.29801324009895325,False
cait_s24_224,12,ILSVRC2012_val_00000537.JPEG,predicted,gradcam_relu,0.12617678940296173,0.34246575832366943,False
cait_s24_224,13,ILSVRC2012_val_00000548.JPEG,predicted,gradcam_relu,0.045787278562784195,0.2405063360929489,False
cait_s24_224,14,ILSVRC2012_val_00000575.JPEG,predicted,gradcam_relu,0.26863551139831543,0.4100719392299652,False
cait_s24_224,15,ILSVRC2012_val_00000602.JPEG,predicted,gradcam_relu,0.16773581504821777,0.35172414779663086,False
cait_s24_224,8,ILSVRC2012_val_00000299.JPEG,predicted,gradcam_signed,-0.1607503443956375,0.29801324009895325,False
cait_s24_224,9,ILSVRC2012_val_00000410.JPEG,predicted,gradcam_signed,0.03260524943470955,0.3333333432674408,False
cait_s24_224,10,ILSVRC2012_val_00000499.JPEG,predicted,gradcam_signed,0.2551841139793396,0.4100719392299652,False
cait_s24_224,11,ILSVRC2012_val_00000526.JPEG,predicted,gradcam_signed,0.00031397174461744726,0.29801324009895325,False
cait_s24_224,12,ILSVRC2012_val_00000537.JPEG,predicted,gradcam_signed,0.07349488884210587,0.34246575832366943,False
cait_s24_224,13,ILSVRC2012_val_00000548.JPEG,predicted,gradcam_signed,-0.36877018213272095,0.20987653732299805,False
cait_s24_224,14,ILSVRC2012_val_00000575.JPEG,predicted,gradcam_signed,0.36857733130455017,0.45185184478759766,False
cait_s24_224,15,ILSVRC2012_val_00000602.JPEG,predicted,gradcam_signed,0.1170397400856018,0.35172414779663086,False
cait_s24_224,8,ILSVRC2012_val_00000299.JPEG,predicted,gradcam_abs,0.1859222650527954,0.37062937021255493,False
cait_s24_224,9,ILSVRC2012_val_00000410.JPEG,predicted,gradcam_abs,-0.0718294009566307,0.3154362440109253,False
cait_s24_224,10,ILSVRC2012_val_00000499.JPEG,predicted,gradcam_abs,0.056855980306863785,0.35172414779663086,False
cait_s24_224,11,ILSVRC2012_val_00000526.JPEG,predicted,gradcam_abs,-0.2033214122056961,0.26451611518859863,False
cait_s24_224,12,ILSVRC2012_val_00000537.JPEG,predicted,gradcam_abs,0.134727343916893,0.35172414779663086,False
cait_s24_224,13,ILSVRC2012_val_00000548.JPEG,predicted,gradcam_abs,0.36862513422966003,0.4848484992980957,False
cait_s24_224,14,ILSVRC2012_val_00000575.JPEG,predicted,gradcam_abs,-0.30828359723091125,0.23270440101623535,False
cait_s24_224,15,ILSVRC2012_val_00000602.JPEG,predicted,gradcam_abs,0.1572870910167694,0.4000000059604645,False
cait_s24_224,16,ILSVRC2012_val_00000695.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,17,ILSVRC2012_val_00000724.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,18,ILSVRC2012_val_00000781.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,19,ILSVRC2012_val_00000809.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,20,ILSVRC2012_val_00000871.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,21,ILSVRC2012_val_00000890.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,22,ILSVRC2012_val_00000989.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,23,ILSVRC2012_val_00001094.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,16,ILSVRC2012_val_00000695.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,17,ILSVRC2012_val_00000724.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,18,ILSVRC2012_val_00000781.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,19,ILSVRC2012_val_00000809.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,20,ILSVRC2012_val_00000871.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,21,ILSVRC2012_val_00000890.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,22,ILSVRC2012_val_00000989.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,23,ILSVRC2012_val_00001094.JPEG,predicted,random_uniform,1.0,1.0,False
cait_s24_224,16,ILSVRC2012_val_00000695.JPEG,predicted,gradcam_relu,-0.18186932802200317,0.24840764701366425,False
