model,image_name,condition,mix_gain,mlp_gain,total_gain
visformer_small,ILSVRC2012_val_00031629.JPEG,random,0.060268014669418335,0.06123938038945198,0.12150740623474121
visformer_small,ILSVRC2012_val_00031647.JPEG,random,0.07483136653900146,0.05009181424975395,0.12492317706346512
visformer_small,ILSVRC2012_val_00031670.JPEG,promotion,0.036674320697784424,0.01783416047692299,0.05450848117470741
visformer_small,ILSVRC2012_val_00031686.JPEG,promotion,0.04892653971910477,0.022603604942560196,0.07153014838695526
visformer_small,ILSVRC2012_val_00031670.JPEG,stable_high,0.020304067060351372,0.0061157941818237305,0.026419861242175102
visformer_small,ILSVRC2012_val_00031686.JPEG,stable_high,0.04972310736775398,0.011855832301080227,0.061578936874866486
visformer_small,ILSVRC2012_val_00031670.JPEG,stable_low,0.050691355019807816,0.09997202455997467,0.1506633758544922
visformer_small,ILSVRC2012_val_00031686.JPEG,stable_low,0.05682186409831047,0.07103133946657181,0.12785321474075317
visformer_small,ILSVRC2012_val_00031670.JPEG,random,0.05389799550175667,0.037425536662340164,0.09132353216409683
visformer_small,ILSVRC2012_val_00031686.JPEG,random,0.060300808399915695,0.026432454586029053,0.08673326671123505
visformer_small,ILSVRC2012_val_00031762.JPEG,promotion,0.06365787982940674,0.0020972234196960926,0.06575510650873184
visformer_small,ILSVRC2012_val_00031783.JPEG,promotion,0.04597780480980873,-0.0013888904359191656,0.04458891600370407
visformer_small,ILSVRC2012_val_00031762.JPEG,stable_high,0.07595924288034439,0.016776416450738907,0.0927356630563736
visformer_small,ILSVRC2012_val_00031783.JPEG,stable_high,0.07807710021734238,-0.001801984617486596,0.07627511769533157
visformer_small,ILSVRC2012_val_00031762.JPEG,stable_low,0.054530270397663116,0.07694089412689209,0.1314711719751358
visformer_small,ILSVRC2012_val_00031783.JPEG,stable_low,0.04949990287423134,0.053099531680345535,0.10259944200515747
visformer_small,ILSVRC2012_val_00031762.JPEG,random,0.06151853874325752,0.05427444726228714,0.11579298973083496
visformer_small,ILSVRC2012_val_00031783.JPEG,random,0.06808348000049591,0.04784661531448364,0.11593008786439896
visformer_small,ILSVRC2012_val_00031785.JPEG,promotion,0.06142295151948929,0.01628228649497032,0.07770524173974991
visformer_small,ILSVRC2012_val_00031789.JPEG,promotion,0.052710793912410736,-0.004050965886563063,0.048659827560186386
visformer_small,ILSVRC2012_val_00031785.JPEG,stable_high,0.09565099328756332,0.05660203471779823,0.15225303173065186
visformer_small,ILSVRC2012_val_00031789.JPEG,stable_high,0.04909219220280647,0.011460100300610065,0.060552291572093964
visformer_small,ILSVRC2012_val_00031785.JPEG,stable_low,0.09697172790765762,0.0010362224420532584,0.09800795465707779
visformer_small,ILSVRC2012_val_00031789.JPEG,stable_low,0.06354492157697678,0.046754974871873856,0.11029989272356033
visformer_small,ILSVRC2012_val_00031785.JPEG,random,0.0862281322479248,0.044789426028728485,0.1310175657272339
visformer_small,ILSVRC2012_val_00031789.JPEG,random,0.04260513558983803,-0.002466365694999695,0.04013877362012863
