model,image_name,condition,mix_gain,mlp_gain,total_gain
vit_base_patch16_224,ILSVRC2012_val_00031670.JPEG,random,0.42435598373413086,-0.02901463769376278,0.39534133672714233
vit_base_patch16_224,ILSVRC2012_val_00031686.JPEG,random,0.3531549870967865,-0.0057762437500059605,0.3473787307739258
vit_base_patch16_224,ILSVRC2012_val_00031762.JPEG,promotion,0.48514291644096375,0.02555617317557335,0.5106990933418274
vit_base_patch16_224,ILSVRC2012_val_00031783.JPEG,promotion,0.5158602595329285,0.028641028329730034,0.5445012450218201
vit_base_patch16_224,ILSVRC2012_val_00031762.JPEG,stable_high,0.428333044052124,0.028818676248192787,0.4571516811847687
vit_base_patch16_224,ILSVRC2012_val_00031783.JPEG,stable_high,0.5131985545158386,0.01703508384525776,0.5302336812019348
vit_base_patch16_224,ILSVRC2012_val_00031762.JPEG,stable_low,0.41590431332588196,0.001045073731802404,0.4169493317604065
vit_base_patch16_224,ILSVRC2012_val_00031783.JPEG,stable_low,0.44682401418685913,0.020493166521191597,0.4673171639442444
vit_base_patch16_224,ILSVRC2012_val_00031762.JPEG,random,0.4332793653011322,0.021444158628582954,0.4547235071659088
vit_base_patch16_224,ILSVRC2012_val_00031783.JPEG,random,0.4229554831981659,0.021998243406414986,0.44495370984077454
vit_base_patch16_224,ILSVRC2012_val_00031785.JPEG,promotion,0.3998708128929138,0.08231108635663986,0.4821818768978119
vit_base_patch16_224,ILSVRC2012_val_00031789.JPEG,promotion,0.42798662185668945,0.04707643762230873,0.4750630557537079
vit_base_patch16_224,ILSVRC2012_val_00031785.JPEG,stable_high,0.4029870331287384,0.0693836435675621,0.4723707139492035
vit_base_patch16_224,ILSVRC2012_val_00031789.JPEG,stable_high,0.4474073052406311,0.022975334897637367,0.4703826308250427
vit_base_patch16_224,ILSVRC2012_val_00031785.JPEG,stable_low,0.2784651517868042,-0.001450257608667016,0.2770148813724518
vit_base_patch16_224,ILSVRC2012_val_00031789.JPEG,stable_low,0.37227338552474976,0.00033688120311126113,0.37261027097702026
vit_base_patch16_224,ILSVRC2012_val_00031785.JPEG,random,0.3447151184082031,0.04685358330607414,0.39156869053840637
vit_base_patch16_224,ILSVRC2012_val_00031789.JPEG,random,0.43520188331604004,0.004220017232000828,0.4394218623638153
cait_s24_224,ILSVRC2012_val_00031361.JPEG,promotion,0.05745987221598625,0.045127023011446,0.10258690267801285
cait_s24_224,ILSVRC2012_val_00031410.JPEG,promotion,0.0061626136302948,0.07185016572475433,0.07801277190446854
cait_s24_224,ILSVRC2012_val_00031361.JPEG,stable_high,0.0908772423863411,0.09743327647447586,0.18831051886081696
cait_s24_224,ILSVRC2012_val_00031410.JPEG,stable_high,0.03728098049759865,0.10158608108758926,0.1388670653104782
cait_s24_224,ILSVRC2012_val_00031361.JPEG,stable_low,0.040947940200567245,0.018729398027062416,0.05967733636498451
cait_s24_224,ILSVRC2012_val_00031410.JPEG,stable_low,0.047895580530166626,0.06020576134324074,0.10810135304927826
cait_s24_224,ILSVRC2012_val_00031361.JPEG,random,0.06776317209005356,0.06798984855413437,0.13575302064418793
