source_model,target_model,condition,sample_index,image_name,target_clean_correct,raw_target_gradient_cosine,processed_target_gradient_cosine,raw_target_sign_agreement,processed_target_sign_agreement,one_step_target_logit_drop,one_step_target_loss_increase
vit_base_patch16_224,cait_s24_224,opponent_baseline,0,ILSVRC2012_val_00031361.JPEG,True,0.010863767936825752,0.013298620469868183,0.5115393996238708,0.5122501850128174,0.22666168212890625,0.03394853323698044
vit_base_patch16_224,cait_s24_224,opponent_baseline,1,ILSVRC2012_val_00031410.JPEG,True,0.005401246715337038,0.005427492782473564,0.5067694783210754,0.5068359375,-0.07468605041503906,-0.007961705327033997
vit_base_patch16_224,cait_s24_224,semantic_only,0,ILSVRC2012_val_00031361.JPEG,True,-0.0044726040214300156,-0.004712898284196854,0.5067362785339355,0.5057796835899353,0.2978496551513672,0.021952711045742035
vit_base_patch16_224,cait_s24_224,semantic_only,1,ILSVRC2012_val_00031410.JPEG,True,-0.00965221505612135,-0.01029799785465002,0.5033349394798279,0.503507673740387,0.1829814910888672,0.02431248128414154
vit_base_patch16_224,cait_s24_224,shuffled_semantic,0,ILSVRC2012_val_00031361.JPEG,True,0.010651526972651482,0.013051465153694153,0.5109747052192688,0.512489378452301,0.2686777114868164,0.037267737090587616
vit_base_patch16_224,cait_s24_224,shuffled_semantic,1,ILSVRC2012_val_00031410.JPEG,True,0.006245517171919346,0.005835122428834438,0.506630003452301,0.5061317682266235,-0.041110992431640625,-0.0038071423768997192
vit_base_patch16_224,cait_s24_224,final_semantic_residual,0,ILSVRC2012_val_00031361.JPEG,True,0.009662817232310772,0.01209446880966425,0.511738657951355,0.5132932066917419,0.2489013671875,0.03273608535528183
vit_base_patch16_224,cait_s24_224,final_semantic_residual,1,ILSVRC2012_val_00031410.JPEG,True,0.0028944213408976793,0.0027846340090036392,0.5067429542541504,0.5069422125816345,0.07248878479003906,0.011694610118865967
vit_base_patch16_224,cait_s24_224,early_semantic_residual,0,ILSVRC2012_val_00031361.JPEG,True,0.015013927593827248,0.017065390944480896,0.5133131146430969,0.5145952701568604,0.35384559631347656,0.04730651527643204
vit_base_patch16_224,cait_s24_224,early_semantic_residual,1,ILSVRC2012_val_00031410.JPEG,True,0.006399072241038084,0.006610351614654064,0.5069422125816345,0.5068093538284302,0.04975318908691406,0.0072316378355026245
vit_base_patch16_224,cait_s24_224,uniform_multilayer_residual,0,ILSVRC2012_val_00031361.JPEG,True,0.011499127373099327,0.013966278173029423,0.5126156210899353,0.5142099857330322,0.4019317626953125,0.05601789802312851
vit_base_patch16_224,cait_s24_224,uniform_multilayer_residual,1,ILSVRC2012_val_00031410.JPEG,True,0.005845843348652124,0.006163696758449078,0.5068758130073547,0.5067229866981506,-0.03573036193847656,-0.0036841928958892822
vit_base_patch16_224,cait_s24_224,consensus_multilayer_residual,0,ILSVRC2012_val_00031361.JPEG,True,0.01188952848315239,0.014363303780555725,0.5125292539596558,0.5135987997055054,0.30153751373291016,0.04260115325450897
vit_base_patch16_224,cait_s24_224,consensus_multilayer_residual,1,ILSVRC2012_val_00031410.JPEG,True,0.006103466264903545,0.00645140465348959,0.506816029548645,0.5061250925064087,-0.04836845397949219,-0.005692467093467712
vit_base_patch16_224,cait_s24_224,opponent_baseline,2,ILSVRC2012_val_00031472.JPEG,True,-0.0011821396183222532,-0.0011749506229534745,0.5049293041229248,0.5043513774871826,0.20986557006835938,0.015116691589355469
vit_base_patch16_224,cait_s24_224,opponent_baseline,3,ILSVRC2012_val_00031495.JPEG,True,0.002545500174164772,0.002312646247446537,0.5049625039100647,0.5061715841293335,0.1562490463256836,0.0232282355427742
