source_model,condition,sample_index,image_name,raw_source_gradient_cosine,processed_source_gradient_cosine
vit_base_patch16_224,shuffled_minus,52,ILSVRC2012_val_00040952.JPEG,0.14662039279937744,0.14747828245162964
vit_base_patch16_224,shuffled_minus,53,ILSVRC2012_val_00040966.JPEG,0.016957497224211693,0.016819966956973076
vit_base_patch16_224,permuted_plus,52,ILSVRC2012_val_00040952.JPEG,0.14568474888801575,0.14649468660354614
vit_base_patch16_224,permuted_plus,53,ILSVRC2012_val_00040966.JPEG,0.015796082094311714,0.015553114004433155
vit_base_patch16_224,permuted_minus,52,ILSVRC2012_val_00040952.JPEG,0.14503416419029236,0.14611274003982544
vit_base_patch16_224,permuted_minus,53,ILSVRC2012_val_00040966.JPEG,0.015249153599143028,0.015364766120910645
vit_base_patch16_224,random_plus,52,ILSVRC2012_val_00040952.JPEG,0.14705386757850647,0.14795225858688354
vit_base_patch16_224,random_plus,53,ILSVRC2012_val_00040966.JPEG,0.014393585734069347,0.014485089108347893
vit_base_patch16_224,random_minus,52,ILSVRC2012_val_00040952.JPEG,0.14365911483764648,0.14462968707084656
vit_base_patch16_224,random_minus,53,ILSVRC2012_val_00040966.JPEG,0.016595320776104927,0.016372650861740112
vit_base_patch16_224,direct_plus,52,ILSVRC2012_val_00040952.JPEG,0.1311471164226532,0.1334032565355301
vit_base_patch16_224,direct_plus,53,ILSVRC2012_val_00040966.JPEG,0.03200224041938782,0.031018398702144623
vit_base_patch16_224,direct_minus,52,ILSVRC2012_val_00040952.JPEG,0.1595645695924759,0.15927860140800476
vit_base_patch16_224,direct_minus,53,ILSVRC2012_val_00040966.JPEG,-0.0010140934027731419,-0.00017705047503113747
vit_base_patch16_224,uniform,54,ILSVRC2012_val_00041010.JPEG,-0.02642909064888954,-0.0255716722458601
vit_base_patch16_224,uniform,55,ILSVRC2012_val_00041063.JPEG,0.04737449437379837,0.046870842576026917
vit_base_patch16_224,cov_plus,54,ILSVRC2012_val_00041010.JPEG,-0.02384806238114834,-0.023057345300912857
vit_base_patch16_224,cov_plus,55,ILSVRC2012_val_00041063.JPEG,0.04459209740161896,0.044113583862781525
vit_base_patch16_224,cov_minus,54,ILSVRC2012_val_00041010.JPEG,-0.028404606506228447,-0.027500297874212265
vit_base_patch16_224,cov_minus,55,ILSVRC2012_val_00041063.JPEG,0.049583472311496735,0.04911518841981888
vit_base_patch16_224,shuffled_plus,54,ILSVRC2012_val_00041010.JPEG,-0.021510114893317223,-0.02096198871731758
vit_base_patch16_224,shuffled_plus,55,ILSVRC2012_val_00041063.JPEG,0.045596085488796234,0.04512511566281319
vit_base_patch16_224,shuffled_minus,54,ILSVRC2012_val_00041010.JPEG,-0.031547464430332184,-0.030369170010089874
vit_base_patch16_224,shuffled_minus,55,ILSVRC2012_val_00041063.JPEG,0.04849199950695038,0.04801533743739128
vit_base_patch16_224,permuted_plus,54,ILSVRC2012_val_00041010.JPEG,-0.02318292297422886,-0.022145502269268036
vit_base_patch16_224,permuted_plus,55,ILSVRC2012_val_00041063.JPEG,0.04355419799685478,0.04310954362154007
vit_base_patch16_224,permuted_minus,54,ILSVRC2012_val_00041010.JPEG,-0.029682636260986328,-0.029043186455965042
vit_base_patch16_224,permuted_minus,55,ILSVRC2012_val_00041063.JPEG,0.050607211887836456,0.05010310932993889
vit_base_patch16_224,random_plus,54,ILSVRC2012_val_00041010.JPEG,-0.022856803610920906,-0.02212417870759964
vit_base_patch16_224,random_plus,55,ILSVRC2012_val_00041063.JPEG,0.0483032688498497,0.04770713299512863
vit_base_patch16_224,random_minus,54,ILSVRC2012_val_00041010.JPEG,-0.02921803668141365,-0.028266791254281998
vit_base_patch16_224,random_minus,55,ILSVRC2012_val_00041063.JPEG,0.046090248972177505,0.045701246708631516
vit_base_patch16_224,direct_plus,54,ILSVRC2012_val_00041010.JPEG,0.0006763909477740526,0.00013361452147364616
vit_base_patch16_224,direct_plus,55,ILSVRC2012_val_00041063.JPEG,0.02988944761455059,0.03024916723370552
vit_base_patch16_224,direct_minus,54,ILSVRC2012_val_00041010.JPEG,-0.05304766073822975,-0.05081842467188835
vit_base_patch16_224,direct_minus,55,ILSVRC2012_val_00041063.JPEG,0.06421308219432831,0.06290800869464874
vit_base_patch16_224,uniform,56,ILSVRC2012_val_00041080.JPEG,0.13266609609127045,0.13278836011886597
vit_base_patch16_224,uniform,57,ILSVRC2012_val_00041241.JPEG,-0.03342682123184204,-0.034830205142498016
vit_base_patch16_224,cov_plus,56,ILSVRC2012_val_00041080.JPEG,0.1147138923406601,0.11539356410503387
vit_base_patch16_224,cov_plus,57,ILSVRC2012_val_00041241.JPEG,-0.043227750808000565,-0.044975731521844864
vit_base_patch16_224,cov_minus,56,ILSVRC2012_val_00041080.JPEG,0.15281768143177032,0.15231695771217346
vit_base_patch16_224,cov_minus,57,ILSVRC2012_val_00041241.JPEG,-0.022421833127737045,-0.023441990837454796
vit_base_patch16_224,shuffled_plus,56,ILSVRC2012_val_00041080.JPEG,0.1268223524093628,0.12730759382247925
vit_base_patch16_224,shuffled_plus,57,ILSVRC2012_val_00041241.JPEG,-0.03348439186811447,-0.035025790333747864
vit_base_patch16_224,shuffled_minus,56,ILSVRC2012_val_00041080.JPEG,0.13662967085838318,0.13652414083480835
vit_base_patch16_224,shuffled_minus,57,ILSVRC2012_val_00041241.JPEG,-0.032856784760951996,-0.034104280173778534
vit_base_patch16_224,permuted_plus,56,ILSVRC2012_val_00041080.JPEG,0.15039052069187164,0.14985011518001556
vit_base_patch16_224,permuted_plus,57,ILSVRC2012_val_00041241.JPEG,-0.0287934523075819,-0.02998247742652893
vit_base_patch16_224,permuted_minus,56,ILSVRC2012_val_00041080.JPEG,0.11514438688755035,0.11597377061843872
vit_base_patch16_224,permuted_minus,57,ILSVRC2012_val_00041241.JPEG,-0.03793257847428322,-0.039538707584142685
vit_base_patch16_224,random_plus,56,ILSVRC2012_val_00041080.JPEG,0.13816997408866882,0.13810834288597107
vit_base_patch16_224,random_plus,57,ILSVRC2012_val_00041241.JPEG,-0.02860140986740589,-0.029815781861543655
vit_base_patch16_224,random_minus,56,ILSVRC2012_val_00041080.JPEG,0.12553547322750092,0.12593835592269897
vit_base_patch16_224,random_minus,57,ILSVRC2012_val_00041241.JPEG,-0.037277549505233765,-0.03883596509695053
vit_base_patch16_224,direct_plus,56,ILSVRC2012_val_00041080.JPEG,0.13587775826454163,0.13579469919204712
vit_base_patch16_224,direct_plus,57,ILSVRC2012_val_00041241.JPEG,-0.055173955857753754,-0.05666458234190941
vit_base_patch16_224,direct_minus,56,ILSVRC2012_val_00041080.JPEG,0.12736718356609344,0.12785939872264862
vit_base_patch16_224,direct_minus,57,ILSVRC2012_val_00041241.JPEG,-0.011114358901977539,-0.012398907914757729
vit_base_patch16_224,uniform,58,ILSVRC2012_val_00041354.JPEG,0.12899452447891235,0.13247179985046387
vit_base_patch16_224,uniform,59,ILSVRC2012_val_00041406.JPEG,0.04750619828701019,0.051312584429979324
vit_base_patch16_224,cov_plus,58,ILSVRC2012_val_00041354.JPEG,0.13379575312137604,0.13740044832229614
vit_base_patch16_224,cov_plus,59,ILSVRC2012_val_00041406.JPEG,0.044061191380023956,0.04784626513719559
vit_base_patch16_224,cov_minus,58,ILSVRC2012_val_00041354.JPEG,0.12218308448791504,0.12554147839546204
vit_base_patch16_224,cov_minus,59,ILSVRC2012_val_00041406.JPEG,0.05082692205905914,0.05462489277124405
vit_base_patch16_224,shuffled_plus,58,ILSVRC2012_val_00041354.JPEG,0.1274067610502243,0.13088926672935486
vit_base_patch16_224,shuffled_plus,59,ILSVRC2012_val_00041406.JPEG,0.044528283178806305,0.04848484322428703
vit_base_patch16_224,shuffled_minus,58,ILSVRC2012_val_00041354.JPEG,0.13013121485710144,0.1336067020893097
vit_base_patch16_224,shuffled_minus,59,ILSVRC2012_val_00041406.JPEG,0.05020869895815849,0.053840722888708115
vit_base_patch16_224,permuted_plus,58,ILSVRC2012_val_00041354.JPEG,0.1292569488286972,0.13276028633117676
vit_base_patch16_224,permuted_plus,59,ILSVRC2012_val_00041406.JPEG,0.04621642082929611,0.04988839104771614
vit_base_patch16_224,permuted_minus,58,ILSVRC2012_val_00041354.JPEG,0.12796711921691895,0.13142681121826172
vit_base_patch16_224,permuted_minus,59,ILSVRC2012_val_00041406.JPEG,0.04814371466636658,0.05208751559257507
vit_base_patch16_224,random_plus,58,ILSVRC2012_val_00041354.JPEG,0.12511205673217773,0.1284523606300354
vit_base_patch16_224,random_plus,59,ILSVRC2012_val_00041406.JPEG,0.04772977530956268,0.051682911813259125
vit_base_patch16_224,random_minus,58,ILSVRC2012_val_00041354.JPEG,0.1318204402923584,0.13546350598335266
vit_base_patch16_224,random_minus,59,ILSVRC2012_val_00041406.JPEG,0.046550169587135315,0.05019829794764519
vit_base_patch16_224,direct_plus,58,ILSVRC2012_val_00041354.JPEG,0.14219199120998383,0.1452597975730896
vit_base_patch16_224,direct_plus,59,ILSVRC2012_val_00041406.JPEG,0.04060542955994606,0.04458004981279373
vit_base_patch16_224,direct_minus,58,ILSVRC2012_val_00041354.JPEG,0.11381307989358902,0.11779427528381348
vit_base_patch16_224,direct_minus,59,ILSVRC2012_val_00041406.JPEG,0.05367625504732132,0.05732424557209015
vit_base_patch16_224,uniform,60,ILSVRC2012_val_00041468.JPEG,0.0234546922147274,0.026027008891105652
vit_base_patch16_224,uniform,61,ILSVRC2012_val_00041474.JPEG,0.008428368717432022,0.008630913682281971
vit_base_patch16_224,cov_plus,60,ILSVRC2012_val_00041468.JPEG,0.022689305245876312,0.025309432297945023
vit_base_patch16_224,cov_plus,61,ILSVRC2012_val_00041474.JPEG,0.008006317541003227,0.008186625316739082
vit_base_patch16_224,cov_minus,60,ILSVRC2012_val_00041468.JPEG,0.023861702531576157,0.026363831013441086
vit_base_patch16_224,cov_minus,61,ILSVRC2012_val_00041474.JPEG,0.008906349539756775,0.00913312193006277
vit_base_patch16_224,shuffled_plus,60,ILSVRC2012_val_00041468.JPEG,0.021313859149813652,0.023887524381279945
vit_base_patch16_224,shuffled_plus,61,ILSVRC2012_val_00041474.JPEG,0.007846043445169926,0.008000392466783524
vit_base_patch16_224,shuffled_minus,60,ILSVRC2012_val_00041468.JPEG,0.025237303227186203,0.02778453379869461
vit_base_patch16_224,shuffled_minus,61,ILSVRC2012_val_00041474.JPEG,0.00889504887163639,0.009141636081039906
vit_base_patch16_224,permuted_plus,60,ILSVRC2012_val_00041468.JPEG,0.024051636457443237,0.02646985650062561
vit_base_patch16_224,permuted_plus,61,ILSVRC2012_val_00041474.JPEG,0.007292233873158693,0.0075170015916228294
vit_base_patch16_224,permuted_minus,60,ILSVRC2012_val_00041468.JPEG,0.022511830553412437,0.02521492913365364
vit_base_patch16_224,permuted_minus,61,ILSVRC2012_val_00041474.JPEG,0.009603026323020458,0.00977367628365755
vit_base_patch16_224,random_plus,60,ILSVRC2012_val_00041468.JPEG,0.021594049409031868,0.02430032566189766
vit_base_patch16_224,random_plus,61,ILSVRC2012_val_00041474.JPEG,0.009368575178086758,0.009593471884727478
vit_base_patch16_224,random_minus,60,ILSVRC2012_val_00041468.JPEG,0.02502155676484108,0.027423802763223648
vit_base_patch16_224,random_minus,61,ILSVRC2012_val_00041474.JPEG,0.007592903915792704,0.007773683872073889
vit_base_patch16_224,direct_plus,60,ILSVRC2012_val_00041468.JPEG,0.06330248713493347,0.06425860524177551
vit_base_patch16_224,direct_plus,61,ILSVRC2012_val_00041474.JPEG,0.052558112889528275,0.051876045763492584
vit_base_patch16_224,direct_minus,60,ILSVRC2012_val_00041468.JPEG,-0.01679646223783493,-0.0126268295571208
vit_base_patch16_224,direct_minus,61,ILSVRC2012_val_00041474.JPEG,-0.03625105321407318,-0.03516280651092529
vit_base_patch16_224,uniform,62,ILSVRC2012_val_00041483.JPEG,0.011899503879249096,0.011569220572710037
vit_base_patch16_224,uniform,63,ILSVRC2012_val_00041486.JPEG,0.00013984780525788665,0.0011409407015889883
vit_base_patch16_224,cov_plus,62,ILSVRC2012_val_00041483.JPEG,0.008371062576770782,0.00806186068803072
vit_base_patch16_224,cov_plus,63,ILSVRC2012_val_00041486.JPEG,-0.0030137700960040092,-0.002001240849494934
vit_base_patch16_224,cov_minus,62,ILSVRC2012_val_00041483.JPEG,0.01568026840686798,0.015333054587244987
vit_base_patch16_224,cov_minus,63,ILSVRC2012_val_00041486.JPEG,0.0035616245586425066,0.004531398415565491
vit_base_patch16_224,shuffled_plus,62,ILSVRC2012_val_00041483.JPEG,0.012779570184648037,0.012456338852643967
vit_base_patch16_224,shuffled_plus,63,ILSVRC2012_val_00041486.JPEG,-0.0012628957629203796,-0.00016277958638966084
vit_base_patch16_224,shuffled_minus,62,ILSVRC2012_val_00041483.JPEG,0.010800309479236603,0.010471631772816181
vit_base_patch16_224,shuffled_minus,63,ILSVRC2012_val_00041486.JPEG,0.0014047406148165464,0.0023062750697135925
vit_base_patch16_224,permuted_plus,62,ILSVRC2012_val_00041483.JPEG,0.010706337168812752,0.010389605537056923
vit_base_patch16_224,permuted_plus,63,ILSVRC2012_val_00041486.JPEG,0.00023154995869845152,0.0013185245916247368
vit_base_patch16_224,permuted_minus,62,ILSVRC2012_val_00041483.JPEG,0.012976638972759247,0.01263945922255516
vit_base_patch16_224,permuted_minus,63,ILSVRC2012_val_00041486.JPEG,5.696207517758012e-05,0.0009702866664156318
vit_base_patch16_224,random_plus,62,ILSVRC2012_val_00041483.JPEG,0.012242383323609829,0.01191405113786459
vit_base_patch16_224,random_plus,63,ILSVRC2012_val_00041486.JPEG,0.0014606320764869452,0.0024367719888687134
vit_base_patch16_224,random_minus,62,ILSVRC2012_val_00041483.JPEG,0.01136382669210434,0.011039509437978268
vit_base_patch16_224,random_minus,63,ILSVRC2012_val_00041486.JPEG,-0.0012707411078736186,-0.00025730684865266085
vit_base_patch16_224,direct_plus,62,ILSVRC2012_val_00041483.JPEG,0.005976613145321608,0.005839105695486069
vit_base_patch16_224,direct_plus,63,ILSVRC2012_val_00041486.JPEG,-0.04862561449408531,-0.04683230072259903
vit_base_patch16_224,direct_minus,62,ILSVRC2012_val_00041483.JPEG,0.017654258757829666,0.01714552938938141
vit_base_patch16_224,direct_minus,63,ILSVRC2012_val_00041486.JPEG,0.04919982701539993,0.049364689737558365
cait_s24_224,uniform,0,ILSVRC2012_val_00037758.JPEG,-0.0087349321693182,-0.008907485753297806
cait_s24_224,uniform,1,ILSVRC2012_val_00037916.JPEG,0.05913499742746353,0.060989364981651306
cait_s24_224,cov_plus,0,ILSVRC2012_val_00037758.JPEG,-0.0063471985049545765,-0.006522059440612793
cait_s24_224,cov_plus,1,ILSVRC2012_val_00037916.JPEG,0.05461495369672775,0.05660620331764221
cait_s24_224,cov_minus,0,ILSVRC2012_val_00037758.JPEG,-0.011071240529417992,-0.011245233938097954
cait_s24_224,cov_minus,1,ILSVRC2012_val_00037916.JPEG,0.06358351558446884,0.06527391076087952
cait_s24_224,shuffled_plus,0,ILSVRC2012_val_00037758.JPEG,-0.009337001480162144,-0.009515756741166115
cait_s24_224,shuffled_plus,1,ILSVRC2012_val_00037916.JPEG,0.06300081312656403,0.0643373355269432
cait_s24_224,shuffled_minus,0,ILSVRC2012_val_00037758.JPEG,-0.007981354370713234,-0.008152227848768234
cait_s24_224,shuffled_minus,1,ILSVRC2012_val_00037916.JPEG,0.05450696498155594,0.05686406046152115
cait_s24_224,permuted_plus,0,ILSVRC2012_val_00037758.JPEG,-0.006835324689745903,-0.007151479832828045
cait_s24_224,permuted_plus,1,ILSVRC2012_val_00037916.JPEG,0.0542609840631485,0.056415434926748276
cait_s24_224,permuted_minus,0,ILSVRC2012_val_00037758.JPEG,-0.010412771254777908,-0.01045327540487051
cait_s24_224,permuted_minus,1,ILSVRC2012_val_00037916.JPEG,0.06358851492404938,0.06511644273996353
cait_s24_224,random_plus,0,ILSVRC2012_val_00037758.JPEG,-0.00807170756161213,-0.008382240310311317
cait_s24_224,random_plus,1,ILSVRC2012_val_00037916.JPEG,0.06320883333683014,0.06458978354930878
cait_s24_224,random_minus,0,ILSVRC2012_val_00037758.JPEG,-0.00924606341868639,-0.009288252331316471
cait_s24_224,random_minus,1,ILSVRC2012_val_00037916.JPEG,0.05496622622013092,0.05722767859697342
cait_s24_224,direct_plus,0,ILSVRC2012_val_00037758.JPEG,0.048341698944568634,0.045314788818359375
cait_s24_224,direct_plus,1,ILSVRC2012_val_00037916.JPEG,0.06592494249343872,0.06749143451452255
cait_s24_224,direct_minus,0,ILSVRC2012_val_00037758.JPEG,-0.06557539850473404,-0.06288725137710571
cait_s24_224,direct_minus,1,ILSVRC2012_val_00037916.JPEG,0.05141303688287735,0.05358568951487541
cait_s24_224,uniform,2,ILSVRC2012_val_00037926.JPEG,0.026600554585456848,0.026463467627763748
cait_s24_224,uniform,3,ILSVRC2012_val_00037929.JPEG,0.0012718725483864546,0.0012036798289045691
cait_s24_224,cov_plus,2,ILSVRC2012_val_00037926.JPEG,0.031179744750261307,0.03086465783417225
cait_s24_224,cov_plus,3,ILSVRC2012_val_00037929.JPEG,0.003868774278089404,0.0037744571454823017
cait_s24_224,cov_minus,2,ILSVRC2012_val_00037926.JPEG,0.021633867174386978,0.021703843027353287
cait_s24_224,cov_minus,3,ILSVRC2012_val_00037929.JPEG,-0.0014848762657493353,-0.0015293073374778032
cait_s24_224,shuffled_plus,2,ILSVRC2012_val_00037926.JPEG,0.030222877860069275,0.02995442971587181
cait_s24_224,shuffled_plus,3,ILSVRC2012_val_00037929.JPEG,0.001449788804166019,0.001390760880894959
cait_s24_224,shuffled_minus,2,ILSVRC2012_val_00037926.JPEG,0.02237512916326523,0.022417102009058
cait_s24_224,shuffled_minus,3,ILSVRC2012_val_00037929.JPEG,0.0010472569847479463,0.0009692801395431161
cait_s24_224,permuted_plus,2,ILSVRC2012_val_00037926.JPEG,0.02486535534262657,0.024885449558496475
cait_s24_224,permuted_plus,3,ILSVRC2012_val_00037929.JPEG,0.0015893717063590884,0.0015900323633104563
cait_s24_224,permuted_minus,2,ILSVRC2012_val_00037926.JPEG,0.02798103168606758,0.027708008885383606
cait_s24_224,permuted_minus,3,ILSVRC2012_val_00037929.JPEG,0.000981154851615429,0.0008526506717316806
cait_s24_224,random_plus,2,ILSVRC2012_val_00037926.JPEG,0.026953639462590218,0.02687835693359375
cait_s24_224,random_plus,3,ILSVRC2012_val_00037929.JPEG,0.0014352102298289537,0.0013651555636897683
cait_s24_224,random_minus,2,ILSVRC2012_val_00037926.JPEG,0.025824561715126038,0.025654930621385574
cait_s24_224,random_minus,3,ILSVRC2012_val_00037929.JPEG,0.0011440635425969958,0.0010774341644719243
cait_s24_224,direct_plus,2,ILSVRC2012_val_00037926.JPEG,0.040964219719171524,0.039921268820762634
cait_s24_224,direct_plus,3,ILSVRC2012_val_00037929.JPEG,0.11261877417564392,0.1061592772603035
cait_s24_224,direct_minus,2,ILSVRC2012_val_00037926.JPEG,0.011814426630735397,0.012632456608116627
cait_s24_224,direct_minus,3,ILSVRC2012_val_00037929.JPEG,-0.11010003089904785,-0.10377857834100723
cait_s24_224,uniform,4,ILSVRC2012_val_00038033.JPEG,0.15687081217765808,0.1597481071949005
cait_s24_224,uniform,5,ILSVRC2012_val_00038096.JPEG,0.019928960129618645,0.015961598604917526
cait_s24_224,cov_plus,4,ILSVRC2012_val_00038033.JPEG,0.1600639969110489,0.16333556175231934
cait_s24_224,cov_plus,5,ILSVRC2012_val_00038096.JPEG,0.0063903601840138435,0.002303105778992176
cait_s24_224,cov_minus,4,ILSVRC2012_val_00038033.JPEG,0.15203815698623657,0.154423326253891
cait_s24_224,cov_minus,5,ILSVRC2012_val_00038096.JPEG,0.03375373035669327,0.029978880658745766
cait_s24_224,shuffled_plus,4,ILSVRC2012_val_00038033.JPEG,0.1576872169971466,0.16078853607177734
cait_s24_224,shuffled_plus,5,ILSVRC2012_val_00038096.JPEG,0.019348077476024628,0.01596696861088276
cait_s24_224,shuffled_minus,4,ILSVRC2012_val_00038033.JPEG,0.15395626425743103,0.15645785629749298
cait_s24_224,shuffled_minus,5,ILSVRC2012_val_00038096.JPEG,0.02020992897450924,0.015714235603809357
cait_s24_224,permuted_plus,4,ILSVRC2012_val_00038033.JPEG,0.1648755520582199,0.16752363741397858
cait_s24_224,permuted_plus,5,ILSVRC2012_val_00038096.JPEG,0.023937879130244255,0.0193667933344841
cait_s24_224,permuted_minus,4,ILSVRC2012_val_00038033.JPEG,0.14708013832569122,0.15015673637390137
cait_s24_224,permuted_minus,5,ILSVRC2012_val_00038096.JPEG,0.015642480924725533,0.012325836345553398
cait_s24_224,random_plus,4,ILSVRC2012_val_00038033.JPEG,0.1599707007408142,0.16249218583106995
cait_s24_224,random_plus,5,ILSVRC2012_val_00038096.JPEG,0.0232220571488142,0.017932597547769547
cait_s24_224,random_minus,4,ILSVRC2012_val_00038033.JPEG,0.15296414494514465,0.15609639883041382
cait_s24_224,random_minus,5,ILSVRC2012_val_00038096.JPEG,0.01651647686958313,0.013855265453457832
cait_s24_224,direct_plus,4,ILSVRC2012_val_00038033.JPEG,0.18067976832389832,0.18324656784534454
cait_s24_224,direct_plus,5,ILSVRC2012_val_00038096.JPEG,-0.052195288240909576,-0.056024886667728424
cait_s24_224,direct_minus,4,ILSVRC2012_val_00038033.JPEG,0.13043026626110077,0.13295498490333557
cait_s24_224,direct_minus,5,ILSVRC2012_val_00038096.JPEG,0.09179267287254333,0.08790209889411926
cait_s24_224,uniform,6,ILSVRC2012_val_00038110.JPEG,-0.011806461960077286,-0.011664980091154575
cait_s24_224,uniform,7,ILSVRC2012_val_00038142.JPEG,0.01847194880247116,0.018007930368185043
cait_s24_224,cov_plus,6,ILSVRC2012_val_00038110.JPEG,-0.012314146384596825,-0.012042539194226265
cait_s24_224,cov_plus,7,ILSVRC2012_val_00038142.JPEG,0.018123354762792587,0.017669349908828735
cait_s24_224,cov_minus,6,ILSVRC2012_val_00038110.JPEG,-0.011255244724452496,-0.011242317967116833
cait_s24_224,cov_minus,7,ILSVRC2012_val_00038142.JPEG,0.018581340089440346,0.01812031865119934
cait_s24_224,shuffled_plus,6,ILSVRC2012_val_00038110.JPEG,-0.012023122981190681,-0.011792324483394623
cait_s24_224,shuffled_plus,7,ILSVRC2012_val_00038142.JPEG,0.02044358290731907,0.02005024440586567
cait_s24_224,shuffled_minus,6,ILSVRC2012_val_00038110.JPEG,-0.011490963399410248,-0.011446231976151466
cait_s24_224,shuffled_minus,7,ILSVRC2012_val_00038142.JPEG,0.016340449452400208,0.015821300446987152
cait_s24_224,permuted_plus,6,ILSVRC2012_val_00038110.JPEG,-0.011923765763640404,-0.011777440086007118
cait_s24_224,permuted_plus,7,ILSVRC2012_val_00038142.JPEG,0.012391867116093636,0.011943953111767769
cait_s24_224,permuted_minus,6,ILSVRC2012_val_00038110.JPEG,-0.011516308411955833,-0.011403335258364677
cait_s24_224,permuted_minus,7,ILSVRC2012_val_00038142.JPEG,0.02471679076552391,0.02423970028758049
cait_s24_224,random_plus,6,ILSVRC2012_val_00038110.JPEG,-0.012666203081607819,-0.01254972442984581
cait_s24_224,random_plus,7,ILSVRC2012_val_00038142.JPEG,0.01516067236661911,0.014724237844347954
cait_s24_224,random_minus,6,ILSVRC2012_val_00038110.JPEG,-0.010847401805222034,-0.010705459862947464
cait_s24_224,random_minus,7,ILSVRC2012_val_00038142.JPEG,0.022045491263270378,0.021551936864852905
cait_s24_224,direct_plus,6,ILSVRC2012_val_00038110.JPEG,0.003037352580577135,0.001585372374393046
cait_s24_224,direct_plus,7,ILSVRC2012_val_00038142.JPEG,0.0024877083487808704,0.002549914875999093
cait_s24_224,direct_minus,6,ILSVRC2012_val_00038110.JPEG,-0.02643010765314102,-0.024737302213907242
cait_s24_224,direct_minus,7,ILSVRC2012_val_00038142.JPEG,0.03418776020407677,0.033205900341272354
cait_s24_224,uniform,8,ILSVRC2012_val_00038157.JPEG,0.06124217063188553,0.06360380351543427
cait_s24_224,uniform,9,ILSVRC2012_val_00038221.JPEG,-0.013741428032517433,-0.012536408379673958
cait_s24_224,cov_plus,8,ILSVRC2012_val_00038157.JPEG,0.06466557085514069,0.06680506467819214
cait_s24_224,cov_plus,9,ILSVRC2012_val_00038221.JPEG,-0.022736364975571632,-0.02139788493514061
cait_s24_224,cov_minus,8,ILSVRC2012_val_00038157.JPEG,0.056984685361385345,0.0595424547791481
cait_s24_224,cov_minus,9,ILSVRC2012_val_00038221.JPEG,-0.003874465823173523,-0.0028345976024866104
cait_s24_224,shuffled_plus,8,ILSVRC2012_val_00038157.JPEG,0.06179291009902954,0.06385481357574463
cait_s24_224,shuffled_plus,9,ILSVRC2012_val_00038221.JPEG,-0.013251218944787979,-0.012266494333744049
cait_s24_224,shuffled_minus,8,ILSVRC2012_val_00038157.JPEG,0.059733279049396515,0.06239396333694458
cait_s24_224,shuffled_minus,9,ILSVRC2012_val_00038221.JPEG,-0.014077918604016304,-0.012653535231947899
cait_s24_224,permuted_plus,8,ILSVRC2012_val_00038157.JPEG,0.06364786624908447,0.0662141740322113
cait_s24_224,permuted_plus,9,ILSVRC2012_val_00038221.JPEG,-0.013254468329250813,-0.011973029002547264
cait_s24_224,permuted_minus,8,ILSVRC2012_val_00038157.JPEG,0.05802705138921738,0.06016109883785248
cait_s24_224,permuted_minus,9,ILSVRC2012_val_00038221.JPEG,-0.014040932059288025,-0.012939197942614555
cait_s24_224,random_plus,8,ILSVRC2012_val_00038157.JPEG,0.05936533212661743,0.06154420226812363
cait_s24_224,random_plus,9,ILSVRC2012_val_00038221.JPEG,-0.013700827956199646,-0.012703880667686462
cait_s24_224,random_minus,8,ILSVRC2012_val_00038157.JPEG,0.06236905977129936,0.06491515785455704
cait_s24_224,random_minus,9,ILSVRC2012_val_00038221.JPEG,-0.013582920655608177,-0.012170949950814247
cait_s24_224,direct_plus,8,ILSVRC2012_val_00038157.JPEG,0.096305713057518,0.0978626236319542
cait_s24_224,direct_plus,9,ILSVRC2012_val_00038221.JPEG,-0.10595317929983139,-0.10156572610139847
cait_s24_224,direct_minus,8,ILSVRC2012_val_00038157.JPEG,0.02517903596162796,0.02830827608704567
cait_s24_224,direct_minus,9,ILSVRC2012_val_00038221.JPEG,0.07921642065048218,0.07717657089233398
cait_s24_224,uniform,10,ILSVRC2012_val_00038236.JPEG,-0.00795977097004652,-0.008701425045728683
cait_s24_224,uniform,11,ILSVRC2012_val_00038251.JPEG,0.044337403029203415,0.04377502575516701
cait_s24_224,cov_plus,10,ILSVRC2012_val_00038236.JPEG,-0.012441767379641533,-0.013290520757436752
cait_s24_224,cov_plus,11,ILSVRC2012_val_00038251.JPEG,0.043653544038534164,0.04307570680975914
cait_s24_224,cov_minus,10,ILSVRC2012_val_00038236.JPEG,-0.0031569721177220345,-0.0037786238826811314
cait_s24_224,cov_minus,11,ILSVRC2012_val_00038251.JPEG,0.044345200061798096,0.043851301074028015
cait_s24_224,shuffled_plus,10,ILSVRC2012_val_00038236.JPEG,-0.0073868222534656525,-0.008050153963267803
cait_s24_224,shuffled_plus,11,ILSVRC2012_val_00038251.JPEG,0.040275827050209045,0.040132224559783936
cait_s24_224,shuffled_minus,10,ILSVRC2012_val_00038236.JPEG,-0.00837874598801136,-0.009184584021568298
cait_s24_224,shuffled_minus,11,ILSVRC2012_val_00038251.JPEG,0.04768414795398712,0.046741269528865814
cait_s24_224,permuted_plus,10,ILSVRC2012_val_00038236.JPEG,-0.010550242848694324,-0.011321521364152431
cait_s24_224,permuted_plus,11,ILSVRC2012_val_00038251.JPEG,0.04919131100177765,0.04859216883778572
cait_s24_224,permuted_minus,10,ILSVRC2012_val_00038236.JPEG,-0.00503296684473753,-0.005737686529755592
