model,sample_index,image_name,residual_effective_rank,top_eigenvalue_fraction,top3_eigenvalue_fraction,top_mode_semantic_fraction,top3_mode_semantic_fraction,mean_residual_l2,semantic_covariance_l2
vit_base_patch16_224,41,ILSVRC2012_val_00040291.JPEG,16.57682228088379,0.19273962080478668,0.3056335747241974,0.06959400326013565,0.1305159032344818,0.24738983809947968,0.005387861747294664
vit_base_patch16_224,42,ILSVRC2012_val_00040345.JPEG,18.381305694580078,0.10106338560581207,0.24801874160766602,0.4791138470172882,0.6014135479927063,0.25539401173591614,0.003382409457117319
vit_base_patch16_224,43,ILSVRC2012_val_00040407.JPEG,18.463397979736328,0.10043828934431076,0.23532119393348694,0.0003198543272446841,0.33216702938079834,1.3316607475280762,0.004375449847429991
vit_base_patch16_224,44,ILSVRC2012_val_00040452.JPEG,17.10714340209961,0.1682344675064087,0.29129642248153687,0.23959963023662567,0.6777940988540649,0.2741503417491913,0.008285099640488625
vit_base_patch16_224,45,ILSVRC2012_val_00040457.JPEG,16.65741539001465,0.1816685050725937,0.3184608817100525,0.031121807172894478,0.21153414249420166,0.6736599802970886,0.004216177389025688
vit_base_patch16_224,46,ILSVRC2012_val_00040494.JPEG,14.323895454406738,0.27343401312828064,0.3864986300468445,0.03173225000500679,0.13853700459003448,0.3112008571624756,0.0015599254984408617
vit_base_patch16_224,47,ILSVRC2012_val_00040541.JPEG,5.659595489501953,0.6083168983459473,0.7006983757019043,0.03112410008907318,0.07308004796504974,0.6014419794082642,0.001236956799402833
vit_base_patch16_224,48,ILSVRC2012_val_00040601.JPEG,14.754834175109863,0.2563174366950989,0.36687418818473816,0.006433384958654642,0.1054692342877388,0.3305357098579407,0.0036792908795177937
vit_base_patch16_224,49,ILSVRC2012_val_00040634.JPEG,9.155611038208008,0.45102742314338684,0.5462821125984192,0.6127889752388,0.614703357219696,0.5122826099395752,0.007474752143025398
vit_base_patch16_224,50,ILSVRC2012_val_00040798.JPEG,16.566482543945312,0.19282889366149902,0.31147849559783936,0.19522635638713837,0.42090141773223877,0.2488459199666977,0.005304655525833368
vit_base_patch16_224,51,ILSVRC2012_val_00040930.JPEG,18.097225189208984,0.11934258788824081,0.2556443512439728,0.13345523178577423,0.3863428831100464,0.26181331276893616,0.006666466593742371
vit_base_patch16_224,52,ILSVRC2012_val_00040952.JPEG,18.204126358032227,0.1125759705901146,0.2538600265979767,0.0006194657762534916,0.040367260575294495,0.4675115644931793,0.0015593457501381636
vit_base_patch16_224,53,ILSVRC2012_val_00040966.JPEG,18.049291610717773,0.12971700727939606,0.2475268393754959,0.0024191297125071287,0.04335667937994003,0.2681739926338196,0.0016950289718806744
vit_base_patch16_224,54,ILSVRC2012_val_00041010.JPEG,13.364004135131836,0.2970057427883148,0.40857571363449097,0.19407138228416443,0.504855215549469,0.3217325210571289,0.005310967564582825
vit_base_patch16_224,55,ILSVRC2012_val_00041063.JPEG,17.899620056152344,0.13795608282089233,0.25760024785995483,0.02696796879172325,0.2507823705673218,1.4412851333618164,0.00244041602127254
vit_base_patch16_224,56,ILSVRC2012_val_00041080.JPEG,14.811431884765625,0.23839373886585236,0.40077316761016846,0.41308271884918213,0.8153480291366577,0.5026397109031677,0.015041506849229336
vit_base_patch16_224,57,ILSVRC2012_val_00041241.JPEG,18.0301570892334,0.12966544926166534,0.2461813986301422,0.07298383861780167,0.4027409851551056,0.23372440040111542,0.0029299804009497166
vit_base_patch16_224,58,ILSVRC2012_val_00041354.JPEG,15.934654235839844,0.21374613046646118,0.32862454652786255,0.00016670100740157068,0.12425776571035385,1.2366660833358765,0.0013577716890722513
