source_model,target_model,direction_kind,sample_index,image_name,same_image_cosine,mismatched_image_cosine,same_minus_mismatched_cosine,same_image_sign_agreement,mismatched_image_sign_agreement
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,17,ILSVRC2012_val_00038678.JPEG,-0.02981090359389782,0.0007128523429855704,-0.03052375651896,0.46865957975387573,0.4855318069458008
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,18,ILSVRC2012_val_00038705.JPEG,-0.01311657577753067,-0.003934221342206001,-0.009182354435324669,0.4778887629508972,0.4687545597553253
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,19,ILSVRC2012_val_00038708.JPEG,-0.010428323410451412,-0.0017775424057617784,-0.008650780655443668,0.47916555404663086,0.48394855856895447
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,20,ILSVRC2012_val_00038743.JPEG,-0.08501550555229187,0.005625660065561533,-0.09064116328954697,0.44073566794395447,0.481932669878006
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,21,ILSVRC2012_val_00038986.JPEG,-0.058739256113767624,0.006614932790398598,-0.06535419076681137,0.46713054180145264,0.47810766100883484
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,22,ILSVRC2012_val_00039085.JPEG,0.006407474633306265,0.00855100154876709,-0.002143526915460825,0.4917347729206085,0.4889073371887207
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,23,ILSVRC2012_val_00039106.JPEG,0.01100008375942707,0.0023757945746183395,0.008624289184808731,0.4846539795398712,0.48737573623657227
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,24,ILSVRC2012_val_00039130.JPEG,-0.02013360522687435,0.0003254846087656915,-0.020459089428186417,0.4831634759902954,0.4883464574813843
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,25,ILSVRC2012_val_00039253.JPEG,0.006385393440723419,0.0035953333135694265,0.0027900601271539927,0.48387953639030457,0.4883495271205902
vit_base_patch16_224,cait_s24_224,shuffled_semantic_covariance,26,ILSVRC2012_val_00039290.JPEG,-0.001884165802039206,0.012114396318793297,-0.013998562470078468,0.48598727583885193,0.48329323530197144
