source_model,target_model,condition,sample_index,image_name,target_clean_correct,weight_entropy,raw_target_gradient_cosine,processed_target_gradient_cosine,raw_target_sign_agreement,processed_target_sign_agreement,one_step_target_logit_drop,one_step_target_loss_increase
visformer_small,vit_base_patch16_224,uniform,0,ILSVRC2012_val_00037758.JPEG,True,2.995732069015503,0.02556716650724411,0.024960096925497055,0.5053079724311829,0.5047167539596558,0.149566650390625,0.02631218731403351
visformer_small,vit_base_patch16_224,uniform,1,ILSVRC2012_val_00037916.JPEG,True,2.995732069015503,0.023438703268766403,0.024227501824498177,0.5091544389724731,0.5089617967605591,0.4177217483520508,0.05157087743282318
visformer_small,vit_base_patch16_224,phase_weighted,0,ILSVRC2012_val_00037758.JPEG,True,2.8913774490356445,0.02539563551545143,0.024746697396039963,0.5044044852256775,0.5044975280761719,0.15949344635009766,0.030532240867614746
visformer_small,vit_base_patch16_224,phase_weighted,1,ILSVRC2012_val_00037916.JPEG,True,2.8600850105285645,0.025615595281124115,0.026429567486047745,0.5084568858146667,0.508808970451355,0.3912315368652344,0.048544466495513916
visformer_small,vit_base_patch16_224,flip_weighted,0,ILSVRC2012_val_00037758.JPEG,True,2.891493320465088,0.017559949308633804,0.01700911670923233,0.5029695630073547,0.5037268996238708,0.1823406219482422,0.031393930315971375
visformer_small,vit_base_patch16_224,flip_weighted,1,ILSVRC2012_val_00037916.JPEG,True,2.9187068939208984,0.02387212961912155,0.02470335178077221,0.5085964202880859,0.5092275142669678,0.3528318405151367,0.042962491512298584
visformer_small,vit_base_patch16_224,consensus_weighted,0,ILSVRC2012_val_00037758.JPEG,True,2.856785535812378,0.020095910876989365,0.019411226734519005,0.5036737322807312,0.5040457844734192,0.19976043701171875,0.03651726245880127
visformer_small,vit_base_patch16_224,consensus_weighted,1,ILSVRC2012_val_00037916.JPEG,True,2.8860621452331543,0.0243383701890707,0.025135591626167297,0.5086827874183655,0.5088887214660645,0.32364654541015625,0.04005706310272217
visformer_small,vit_base_patch16_224,shuffled_semantic_weighted,0,ILSVRC2012_val_00037758.JPEG,True,2.913027286529541,0.024049900472164154,0.023549996316432953,0.5061782598495483,0.5059989094734192,0.24283790588378906,0.043016478419303894
visformer_small,vit_base_patch16_224,shuffled_semantic_weighted,1,ILSVRC2012_val_00037916.JPEG,True,2.8559532165527344,0.02271115407347679,0.023858297616243362,0.5095663070678711,0.5095928907394409,0.44738101959228516,0.056804388761520386
visformer_small,vit_base_patch16_224,permuted_weight,0,ILSVRC2012_val_00037758.JPEG,True,2.8567850589752197,0.025680061429739,0.025203580036759377,0.5049359798431396,0.5057265162467957,0.16058635711669922,0.028957828879356384
visformer_small,vit_base_patch16_224,permuted_weight,1,ILSVRC2012_val_00037916.JPEG,True,2.8860621452331543,0.023168258368968964,0.02409551665186882,0.5084435939788818,0.5084568858146667,0.4114799499511719,0.051577240228652954
visformer_small,vit_base_patch16_224,consensus_topk,0,ILSVRC2012_val_00037758.JPEG,True,1.6094379425048828,0.011592322029173374,0.011141480877995491,0.5029031038284302,0.5028101205825806,0.05912017822265625,0.011885806918144226
visformer_small,vit_base_patch16_224,consensus_topk,1,ILSVRC2012_val_00037916.JPEG,True,1.6094379425048828,0.023484185338020325,0.023987220600247383,0.5069687962532043,0.5077593326568604,0.4139833450317383,0.05111519992351532
visformer_small,vit_base_patch16_224,uniform,2,ILSVRC2012_val_00037926.JPEG,True,2.995732069015503,-0.00019987300038337708,-0.0006213064771145582,0.5009167790412903,0.5016010403633118,0.12131690979003906,0.01660338044166565
