source_model,target_model,condition,sample_index,image_name,target_clean_correct,raw_target_gradient_cosine,processed_target_gradient_cosine,raw_target_sign_agreement,processed_target_sign_agreement,one_step_target_logit_drop,one_step_target_loss_increase
visformer_small,vit_base_patch16_224,uniform_opponent,0,ILSVRC2012_val_00031361.JPEG,True,0.004612293094396591,0.004931854084134102,0.5028167366981506,0.5044509768486023,0.16120100021362305,0.08259409666061401
visformer_small,vit_base_patch16_224,uniform_opponent,1,ILSVRC2012_val_00031410.JPEG,True,0.005807945504784584,0.005710066761821508,0.5021922588348389,0.5029230713844299,-0.09264850616455078,-0.0004510432481765747
visformer_small,vit_base_patch16_224,global_preserve_opponent,0,ILSVRC2012_val_00031361.JPEG,True,0.011667554266750813,0.011728706769645214,0.5037268996238708,0.5056401491165161,0.21094560623168945,0.11037206649780273
visformer_small,vit_base_patch16_224,global_preserve_opponent,1,ILSVRC2012_val_00031410.JPEG,True,0.004134800285100937,0.0045113954693078995,0.502531111240387,0.5031024217605591,-0.027785301208496094,0.0022555366158485413
visformer_small,vit_base_patch16_224,route_balance_opponent,0,ILSVRC2012_val_00031361.JPEG,True,0.0034796653781086206,0.003801945596933365,0.5027370452880859,0.504132091999054,0.1195688247680664,0.06433385610580444
visformer_small,vit_base_patch16_224,route_balance_opponent,1,ILSVRC2012_val_00031410.JPEG,True,0.005856649950146675,0.00562323210760951,0.5019265413284302,0.5022055506706238,-0.08334541320800781,0.0001274198293685913
visformer_small,vit_base_patch16_224,semantic_equivalent_opponent,0,ILSVRC2012_val_00031361.JPEG,True,0.011562550440430641,0.011632639914751053,0.503926157951355,0.5057265162467957,0.20980358123779297,0.10854655504226685
visformer_small,vit_base_patch16_224,semantic_equivalent_opponent,1,ILSVRC2012_val_00031410.JPEG,True,0.004186603240668774,0.004541066475212574,0.5027170777320862,0.5029828548431396,-0.0178680419921875,0.0032741427421569824
visformer_small,vit_base_patch16_224,shuffled_semantic_opponent,0,ILSVRC2012_val_00031361.JPEG,True,0.011641759425401688,0.011708327569067478,0.5037800073623657,0.5056600570678711,0.19016551971435547,0.10086774826049805
visformer_small,vit_base_patch16_224,shuffled_semantic_opponent,1,ILSVRC2012_val_00031410.JPEG,True,0.004084746353328228,0.0044758617877960205,0.5027702450752258,0.5032485723495483,-0.02178955078125,0.0024819448590278625
