source_model,condition,sample_index,image_name,preserved_view_fraction,mean_route_distance,mean_global_cosine,mean_view_js,weight_entropy,clean_route_gradient_cosine,view_cosine_to_raw_mean,view_sign_agreement,view_effective_rank
visformer_small,uniform_opponent,0,ILSVRC2012_val_00031361.JPEG,0.0,0.1250152885913849,0.9506497383117676,0.002829028991982341,2.995732307434082,0.5855051279067993,0.5625779032707214,0.688671886920929,12.068361282348633
visformer_small,uniform_opponent,1,ILSVRC2012_val_00031410.JPEG,0.0,0.1275816261768341,0.93302983045578,0.008086023852229118,2.995732307434082,0.32905328273773193,0.39900436997413635,0.6285707354545593,16.653242111206055
visformer_small,uniform_opponent,2,ILSVRC2012_val_00031472.JPEG,0.0,0.22578568756580353,0.9631415605545044,0.0026535652577877045,2.995732307434082,0.2222929298877716,0.3023824393749237,0.636914074420929,19.187461853027344
visformer_small,uniform_opponent,3,ILSVRC2012_val_00031495.JPEG,0.5,0.35763266682624817,0.9787937998771667,0.0009477128623984754,2.995732307434082,0.50537109375,0.315073698759079,0.635849118232727,18.134767532348633
visformer_small,uniform_opponent,4,ILSVRC2012_val_00031548.JPEG,0.0,0.30433669686317444,0.8701779246330261,0.0314483568072319,2.995732307434082,0.4216885566711426,0.4599825441837311,0.6522005796432495,14.93765640258789
visformer_small,uniform_opponent,5,ILSVRC2012_val_00031586.JPEG,0.0,0.33672448992729187,0.9508849382400513,0.002372568240389228,2.995732307434082,0.40047213435173035,0.3900406062602997,0.6282349228858948,17.437944412231445
visformer_small,uniform_opponent,6,ILSVRC2012_val_00031588.JPEG,0.0,0.23178572952747345,0.9583896994590759,0.0028346641920506954,2.995732307434082,0.4418192505836487,0.4436374306678772,0.6624820828437805,15.765432357788086
visformer_small,uniform_opponent,7,ILSVRC2012_val_00031593.JPEG,0.0,0.37294384837150574,0.9115206599235535,0.005031507927924395,2.995732307434082,0.08778323978185654,0.36433857679367065,0.6485583782196045,18.49863052368164
visformer_small,uniform_opponent,8,ILSVRC2012_val_00031629.JPEG,0.0,0.270576536655426,0.9582802653312683,0.0024682567454874516,2.995732307434082,0.422840416431427,0.38622555136680603,0.6512672305107117,17.790706634521484
visformer_small,uniform_opponent,9,ILSVRC2012_val_00031647.JPEG,0.0,0.2105969488620758,0.9515756964683533,0.0021606290247291327,2.995732307434082,0.4617365002632141,0.4146434962749481,0.660228967666626,16.72580337524414
visformer_small,uniform_opponent,10,ILSVRC2012_val_00031670.JPEG,0.05000000074505806,0.23414285480976105,0.9625746011734009,0.0024431231431663036,2.995732307434082,0.6276482343673706,0.5362928509712219,0.6789088845252991,13.128747940063477
visformer_small,uniform_opponent,11,ILSVRC2012_val_00031686.JPEG,0.0,0.3403928279876709,0.9438287615776062,0.003547475440427661,2.995732307434082,0.1614443063735962,0.3902934193611145,0.6528662443161011,17.904375076293945
visformer_small,uniform_opponent,12,ILSVRC2012_val_00031762.JPEG,0.05000000074505806,0.24182143807411194,0.9640616774559021,0.011139548383653164,2.995732307434082,0.644040048122406,0.6056667566299438,0.6847891807556152,9.804717063903809
visformer_small,uniform_opponent,13,ILSVRC2012_val_00031783.JPEG,0.0,0.15113775432109833,0.925240159034729,0.013934234157204628,2.995732307434082,0.5031710267066956,0.4568553864955902,0.6420433521270752,15.621447563171387
visformer_small,uniform_opponent,14,ILSVRC2012_val_00031785.JPEG,0.30000001192092896,0.15657652914524078,0.9738457798957825,0.0013754137326031923,2.995732307434082,0.6422916650772095,0.5294672846794128,0.6717982888221741,13.335162162780762
visformer_small,uniform_opponent,15,ILSVRC2012_val_00031789.JPEG,0.0,0.16185204684734344,0.9417570233345032,0.0065429494716227055,2.995732307434082,0.5344278812408447,0.4252762794494629,0.6667513847351074,15.3175630569458
visformer_small,uniform_opponent,16,ILSVRC2012_val_00031922.JPEG,0.0,0.41160717606544495,0.970235288143158,0.0008782478980720043,2.995732307434082,0.5778791308403015,0.4291451573371887,0.6553933620452881,15.795650482177734
visformer_small,uniform_opponent,17,ILSVRC2012_val_00031927.JPEG,0.4000000059604645,0.36218369007110596,0.9712978601455688,0.0024486701004207134,2.995732307434082,0.41515636444091797,0.46636486053466797,0.6521182060241699,15.225031852722168
visformer_small,uniform_opponent,18,ILSVRC2012_val_00032032.JPEG,0.0,0.15291325747966766,0.9182489514350891,0.0079824049025774,2.995732307434082,0.5363320112228394,0.5211743712425232,0.6530462503433228,14.354182243347168
visformer_small,uniform_opponent,19,ILSVRC2012_val_00032039.JPEG,0.0,0.28617343306541443,0.8697614669799805,0.019853884354233742,2.995732307434082,0.025272853672504425,0.3267243206501007,0.6029492616653442,19.243743896484375
visformer_small,uniform_opponent,20,ILSVRC2012_val_00032046.JPEG,0.05000000074505806,0.2160969227552414,0.9558164477348328,0.0029589147306978703,2.995732307434082,0.18710026144981384,0.36719560623168945,0.6506181359291077,17.774839401245117
visformer_small,uniform_opponent,21,ILSVRC2012_val_00032097.JPEG,0.0,0.22663263976573944,0.9529333114624023,0.005990317091345787,2.995732307434082,0.44215714931488037,0.4584381580352783,0.657720148563385,15.895576477050781
visformer_small,uniform_opponent,22,ILSVRC2012_val_00032098.JPEG,0.20000000298023224,0.19388262927532196,0.9703626036643982,0.0028295530937612057,2.995732307434082,0.2725805640220642,0.3230290710926056,0.6259586215019226,18.87445640563965
visformer_small,uniform_opponent,23,ILSVRC2012_val_00032102.JPEG,0.699999988079071,0.26719897985458374,0.9854663014411926,0.0004709011991508305,2.995732307434082,0.6539480090141296,0.5145313143730164,0.6770889759063721,11.903939247131348
visformer_small,uniform_opponent,24,ILSVRC2012_val_00032120.JPEG,0.0,0.271841824054718,0.9588664174079895,0.004458920564502478,2.995732307434082,0.619550883769989,0.5157476663589478,0.6415504217147827,12.673015594482422
visformer_small,uniform_opponent,25,ILSVRC2012_val_00032188.JPEG,0.0,0.24128571152687073,0.9279913902282715,0.008957876823842525,2.995732307434082,0.4950074553489685,0.5202853083610535,0.6446564793586731,13.791376113891602
visformer_small,uniform_opponent,26,ILSVRC2012_val_00032370.JPEG,0.0,0.1725510209798813,0.9642799496650696,0.002155183581635356,2.995732307434082,0.49544352293014526,0.44869479537010193,0.6611039042472839,15.806346893310547
visformer_small,uniform_opponent,27,ILSVRC2012_val_00032435.JPEG,0.0,0.2660612165927887,0.9473316073417664,0.00638592941686511,2.995732307434082,0.6175490617752075,0.538135826587677,0.6644036173820496,12.621489524841309
visformer_small,uniform_opponent,28,ILSVRC2012_val_00032552.JPEG,0.45000001788139343,0.312173455953598,0.9731640219688416,0.0019023012137040496,2.995732307434082,0.6420536637306213,0.4886649250984192,0.677288293838501,14.259760856628418
visformer_small,uniform_opponent,29,ILSVRC2012_val_00032623.JPEG,0.15000000596046448,0.2913418412208557,0.9716043472290039,0.004092346411198378,2.995732307434082,0.7209771871566772,0.6785917282104492,0.694675087928772,7.702542304992676
visformer_small,uniform_opponent,30,ILSVRC2012_val_00032646.JPEG,0.0,0.17063775658607483,0.9623684287071228,0.007512041833251715,2.995732307434082,0.5221708416938782,0.5445173382759094,0.6877793669700623,12.925858497619629
visformer_small,uniform_opponent,31,ILSVRC2012_val_00032695.JPEG,0.0,0.292295902967453,0.9474828839302063,0.0028062514029443264,2.995732307434082,0.13609406352043152,0.39834463596343994,0.6521075963973999,17.464876174926758
visformer_small,uniform_opponent,32,ILSVRC2012_val_00032723.JPEG,0.0,0.4379745125770569,0.9282210469245911,0.003129322547465563,2.995732307434082,0.16842517256736755,0.3497666120529175,0.6242084503173828,18.607023239135742
visformer_small,uniform_opponent,33,ILSVRC2012_val_00032911.JPEG,0.0,0.35161224007606506,0.9388111233711243,0.01824709214270115,2.995732307434082,0.5058771371841431,0.48073482513427734,0.6600812077522278,14.542132377624512
