exp_name,timestamp,git_head,adv_dir,adv_image_count,avg,avg_vit,avg_cnn,image_dir,prefix,model_name,batch_size,num_workers,prefetch_factor,amp,tf32,num_images,levit_256,pit_b_224,deit_base_patch16_224,tnt_s_patch16_224,convit_base,visformer_small,cait_s24_224,inception_v3,inception_v4,inception_resnet_v2,resnet101,inception_v3_adv,inception_resnet_v2_adv
vit_mainline_opponent_s500_subset_seed20260716,2026-07-20 21:09:12,19802c2a,outputs/attack/vit_mainline_opponent_s500_subset_seed20260716,500,0.7693846153846153,0.8188571428571428,0.7116666666666666,outputs/attack/vit_mainline_opponent_s500_subset_seed20260716,adv_,"levit_256,pit_b_224,deit_base_patch16_224,tnt_s_patch16_224,convit_base,visformer_small,cait_s24_224,inception_v3,inception_v4,inception_resnet_v2,resnet101,inception_v3_adv,inception_resnet_v2_adv",128,8,4,True,True,500,0.8,0.794,0.8280000000000001,0.8220000000000001,0.812,0.796,0.88,0.74,0.728,0.714,0.722,0.7,0.6659999999999999
