exp_name,timestamp,git_head,adv_dir,adv_image_count,avg,avg_vit,avg_cnn,image_dir,prefix,model_name,batch_size,num_workers,prefetch_factor,amp,tf32,num_images,asr_definition,attack_params,vit_base_patch16_224,levit_256,pit_b_224,deit_base_patch16_224,tnt_s_patch16_224,convit_base,visformer_small,cait_s24_224,inception_v3,inception_v4,inception_resnet_v2,resnet101,inception_v3_adv,inception_resnet_v2_adv
prd1000_visformer_seed20260907,2026-09-23 17:45:48,98cb7cf1,outputs/attack/prd1000_visformer_seed20260907,1000,0.8065,0.831875,0.7726666666666667,outputs/attack/prd1000_visformer_seed20260907,adv_,"vit_base_patch16_224,levit_256,pit_b_224,deit_base_patch16_224,tnt_s_patch16_224,convit_base,visformer_small,cait_s24_224,inception_v3,inception_v4,inception_resnet_v2,resnet101,inception_v3_adv,inception_resnet_v2_adv",512,8,4,True,True,1000,1 - adversarial accuracy,"{
  ""attack_method"": ""progressive_route_disruption"",
  ""whitebox_model"": ""visformer_small"",
  ""max_attacked_samples"": 1000,
  ""epsilon"": 0.06274509803921569,
  ""step_size"": 0.006274509803921568,
  ""steps"": 10,
  ""seed"": 20260907,
  ""mi"": true,
  ""mi_decay"": 1.0,
  ""input_diversity_groups"": 10,
  ""input_diversity_views_per_group"": 2,
  ""input_diversity_total_views"": 20,
  ""input_diversity_phase_shift_set"": [
    [
      4,
      4
    ],
    [
      8,
      8
    ],
    [
      12,
      12
    ]
  ],
  ""checkpoints"": [
    ""stage2_block1"",
    ""stage3_block1""
  ],
  ""drop_ratios"": [
    0.209183673469,
    0.204081632653
  ],
  ""opponent_noise_strength"": 0.4,
  ""feature_noise_type"": ""opponent_channel_rgb_projection"",
  ""feature_noise_position"": ""initial_rgb_projection"",
  ""gradient_postprocess"": ""raw_mean_plus_gaussian_residual"",
  ""gaussian_sigma"": 4.0,
  ""gaussian_alpha"": 0.75,
  ""drop_map_policy"": ""uniform_random_all_local_tokens"",
  ""progressive_checkpoints"": [
    ""stage2_block1"",
    ""stage3_block1""
  ],
  ""progressive_drop_ratios"": [
    0.209183673469,
    0.204081632653
  ],
  ""progressive_drop_counts"": [
    41,
    10
  ],
  ""progressive_grids"": [
    [
      14,
      14
    ],
    [
      7,
      7
    ]
  ],
  ""progressive_repeated_positions"": true,
  ""token_intervention"": ""local_patch_tokens_hard_zero_after_checkpoint"",
  ""mask_schedule_policy"": ""current_attack_iterate_per_step_group"",
  ""mask_schedule_count_per_image"": 100,
  ""checkpoint_mask_selection_count_per_image"": 200,
  ""mask_pair_sharing"": ""same_schedule_with_phase_transformed_masks"",
  ""phase_mask_transform"": ""image_reflect_shift_then_native_grid_occupancy_topk"",
  ""opponent_noise"": ""initial_rgb_projection_kept_image_union_only"",
  ""feature_noise_cls"": false,
  ""asr_definition"": ""1 - adversarial accuracy over all evaluated samples"",
  ""model_mean"": [
    0.48500001430511475,
    0.4560000002384186,
    0.4059999883174896
  ],
  ""model_std"": [
    0.2290000021457672,
    0.2240000069141388,
    0.22499999403953552
  ]
}",0.649,0.886,0.871,0.802,0.867,0.777,0.997,0.806,0.854,0.85,0.789,0.846,0.73,0.567
