exp_name,timestamp,git_head,adv_dir,adv_image_count,avg,avg_vit,avg_cnn,image_dir,prefix,model_name,batch_size,num_workers,prefetch_factor,amp,tf32,num_images,attack_params,levit_256,pit_b_224,deit_base_patch16_224,tnt_s_patch16_224,convit_base,visformer_small,cait_s24_224,inception_v3,inception_v4,inception_resnet_v2,resnet101,inception_v3_adv,inception_resnet_v2_adv,vit_base_patch16_224
vit_patch_shuffle_raw_s500_seed20260805,2026-08-05 21:10:31,c794ec98,outputs/attack/vit_patch_shuffle_raw_s500_seed20260805,500,0.4858461538461538,0.5325714285714286,0.4313333333333333,outputs/attack/vit_patch_shuffle_raw_s500_seed20260805,adv_,"levit_256,pit_b_224,deit_base_patch16_224,tnt_s_patch16_224,convit_base,visformer_small,cait_s24_224,inception_v3,inception_v4,inception_resnet_v2,resnet101,inception_v3_adv,inception_resnet_v2_adv",64,8,4,True,True,500,"{
  ""whitebox_model"": ""vit_base_patch16_224"",
  ""max_attacked_samples"": 500,
  ""sample_offset"": 0,
  ""epsilon"": 0.06274509803921569,
  ""step_size"": 0.006274509803921568,
  ""steps"": 10,
  ""seed"": 20260805,
  ""batch_size"": 16,
  ""mi"": true,
  ""mi_decay"": 1.0,
  ""ni"": false,
  ""dim"": false,
  ""ti_sigma"": 0.0,
  ""experiment"": ""patch_shuffle_pair_attack"",
  ""experimental_augmentation"": ""original_patch_shuffle_pair"",
  ""mainline_code_modified"": false,
  ""patch_score"": ""disabled"",
  ""patch_drop"": ""disabled"",
  ""phase_shift"": ""disabled"",
  ""view_0"": ""current_adversarial_spatially_unchanged"",
  ""view_1"": ""current_adversarial_patch_permuted"",
  ""shuffle_grid"": [
    14,
    14
  ],
  ""shuffle_patch_size"": [
    16,
    16
  ],
  ""shuffle_scope"": ""per_sample_per_step_per_group"",
  ""shuffle_event"": ""patch_shuffle"",
  ""input_diversity_groups"": 10,
  ""input_diversity_views_per_group"": 2,
  ""input_diversity_total_views"": 20,
  ""feature_noise_type"": ""opponent_channel_rgb_projection"",
  ""feature_noise_position"": ""initial_rgb_projection"",
  ""feature_noise_scope"": ""all_initial_local_tokens"",
  ""post_dropout_feature_noise_type"": ""opponent_projected"",
  ""post_dropout_feature_noise_strength"": 0.2,
  ""gradient_aggregation"": ""raw_arithmetic_mean"",
  ""gaussian_sigma"": 4.0,
  ""gaussian_alpha"": 0.0,
  ""model_mean"": [
    0.5,
    0.5,
    0.5
  ],
  ""model_std"": [
    0.5,
    0.5,
    0.5
  ]
}",0.514,0.476,0.512,0.532,0.5,0.478,0.716,0.484,0.4439999999999999,0.428,0.43,0.432,0.37,
vit_patch_shuffle_raw_s500_seed20260805_whitebox,2026-08-05 21:11:22,c794ec98,outputs/attack/vit_patch_shuffle_raw_s500_seed20260805,500,0.614,,,outputs/attack/vit_patch_shuffle_raw_s500_seed20260805,adv_,vit_base_patch16_224,64,8,4,True,True,500,"{
  ""whitebox_model"": ""vit_base_patch16_224"",
  ""max_attacked_samples"": 500,
  ""sample_offset"": 0,
  ""epsilon"": 0.06274509803921569,
  ""step_size"": 0.006274509803921568,
  ""steps"": 10,
  ""seed"": 20260805,
  ""batch_size"": 16,
  ""mi"": true,
  ""mi_decay"": 1.0,
  ""ni"": false,
  ""dim"": false,
  ""ti_sigma"": 0.0,
  ""experiment"": ""patch_shuffle_pair_attack"",
  ""experimental_augmentation"": ""original_patch_shuffle_pair"",
  ""mainline_code_modified"": false,
  ""patch_score"": ""disabled"",
  ""patch_drop"": ""disabled"",
  ""phase_shift"": ""disabled"",
  ""view_0"": ""current_adversarial_spatially_unchanged"",
  ""view_1"": ""current_adversarial_patch_permuted"",
  ""shuffle_grid"": [
    14,
    14
  ],
  ""shuffle_patch_size"": [
    16,
    16
  ],
  ""shuffle_scope"": ""per_sample_per_step_per_group"",
  ""shuffle_event"": ""patch_shuffle"",
  ""input_diversity_groups"": 10,
  ""input_diversity_views_per_group"": 2,
  ""input_diversity_total_views"": 20,
  ""feature_noise_type"": ""opponent_channel_rgb_projection"",
  ""feature_noise_position"": ""initial_rgb_projection"",
  ""feature_noise_scope"": ""all_initial_local_tokens"",
  ""post_dropout_feature_noise_type"": ""opponent_projected"",
  ""post_dropout_feature_noise_strength"": 0.2,
  ""gradient_aggregation"": ""raw_arithmetic_mean"",
  ""gaussian_sigma"": 4.0,
  ""gaussian_alpha"": 0.0,
  ""model_mean"": [
    0.5,
    0.5,
    0.5
  ],
  ""model_std"": [
    0.5,
    0.5,
    0.5
  ]
}",,,,,,,,,,,,,,0.614
