condition,sample_index,source_alignment_to_opponent,semantic_final_global_cosine,semantic_early_global_cosine,semantic_final_gradient_alignment,semantic_early_gradient_alignment,semantic_layer_alignment_mean,consensus_max_weight,consensus_effective_layers,image_name
uniform_multilayer_residual,48,0.9701424837112427,0.9856767058372498,0.9982858896255493,0.016912782564759254,0.1845831573009491,0.15002858638763428,0.4101998507976532,3.5912857055664062,ILSVRC2012_val_00033997.JPEG
uniform_multilayer_residual,49,0.9701426029205322,0.963367223739624,0.9988998770713806,0.18767902255058289,0.1122964546084404,0.17242667078971863,0.3544427454471588,3.545705556869507,ILSVRC2012_val_00034008.JPEG
consensus_multilayer_residual,48,0.9701424837112427,0.9856767058372498,0.9982858896255493,-0.0011060172691941261,0.13238227367401123,0.14804214239120483,0.4101998507976532,3.5912857055664062,ILSVRC2012_val_00033997.JPEG
consensus_multilayer_residual,49,0.9701425433158875,0.963367223739624,0.9988998770713806,0.18534834682941437,0.038773104548454285,0.16596311330795288,0.3544427454471588,3.545705556869507,ILSVRC2012_val_00034008.JPEG
opponent_baseline,50,1.0,0.9704267978668213,0.999481201171875,0.0850292518734932,0.0036912355571985245,0.021431563422083855,0.3723437488079071,3.768510103225708,ILSVRC2012_val_00034055.JPEG
opponent_baseline,51,1.0,0.9733093976974487,0.9994521141052246,0.01734907180070877,-0.001853353576734662,0.013859386555850506,0.38215500116348267,3.6997179985046387,ILSVRC2012_val_00034168.JPEG
semantic_only,50,0.0850292518734932,0.9704267978668213,0.999481201171875,1.0000001192092896,0.04170911759138107,0.37781819701194763,0.3723437488079071,3.768510103225708,ILSVRC2012_val_00034055.JPEG
semantic_only,51,0.01734907180070877,0.9733093976974487,0.9994521141052246,1.0000001192092896,-0.027286414057016373,0.36166614294052124,0.38215500116348267,3.6997179985046387,ILSVRC2012_val_00034168.JPEG
shuffled_semantic,50,0.9701424837112427,0.9704267978668213,0.999481201171875,0.09003280848264694,0.004678836092352867,0.02269338071346283,0.3723437488079071,3.768510103225708,ILSVRC2012_val_00034055.JPEG
shuffled_semantic,51,0.9701425433158875,0.9733093976974487,0.9994521141052246,0.05946451053023338,-0.0008746897801756859,0.025771092623472214,0.38215500116348267,3.6997179985046387,ILSVRC2012_val_00034168.JPEG
final_semantic_residual,50,0.9701424837112427,0.9704267978668213,0.999481201171875,0.3241477906703949,0.01365734077990055,0.11231552809476852,0.3723437488079071,3.768510103225708,ILSVRC2012_val_00034055.JPEG
final_semantic_residual,51,0.9701425433158875,0.9733093976974487,0.9994521141052246,0.2593301832675934,-0.008409138768911362,0.10111737251281738,0.38215500116348267,3.6997179985046387,ILSVRC2012_val_00034168.JPEG
early_semantic_residual,50,0.9701424837112427,0.9704267978668213,0.999481201171875,0.09253038465976715,0.24611499905586243,0.09049002826213837,0.3723437488079071,3.768510103225708,ILSVRC2012_val_00034055.JPEG
early_semantic_residual,51,0.9701425433158875,0.9733093976974487,0.9994521141052246,0.01022093091160059,0.240737184882164,0.08843731880187988,0.38215500116348267,3.6997179985046387,ILSVRC2012_val_00034168.JPEG
uniform_multilayer_residual,50,0.9701424837112427,0.9704267978668213,0.999481201171875,0.2348858267068863,0.12867799401283264,0.1714486926794052,0.3723437488079071,3.768510103225708,ILSVRC2012_val_00034055.JPEG
uniform_multilayer_residual,51,0.9701424837112427,0.9733093976974487,0.9994521141052246,0.1680787205696106,0.12169669568538666,0.1676543951034546,0.38215500116348267,3.6997179985046387,ILSVRC2012_val_00034168.JPEG
consensus_multilayer_residual,50,0.9701424837112427,0.9704267978668213,0.999481201171875,0.2301982045173645,0.07725043594837189,0.16942498087882996,0.3723437488079071,3.768510103225708,ILSVRC2012_val_00034055.JPEG
consensus_multilayer_residual,51,0.9701425433158875,0.9733093976974487,0.9994521141052246,0.14954085648059845,0.07928130775690079,0.1657942235469818,0.38215500116348267,3.6997179985046387,ILSVRC2012_val_00034168.JPEG
opponent_baseline,52,1.0000001192092896,0.9673258066177368,0.9994447231292725,0.021856196224689484,-0.010333538986742496,0.0030159316956996918,0.3782431185245514,3.7514090538024902,ILSVRC2012_val_00034182.JPEG
opponent_baseline,53,1.0000001192092896,0.9786175489425659,0.9992361664772034,0.013334386050701141,0.004194051492959261,0.028256209567189217,0.35764557123184204,3.469923496246338,ILSVRC2012_val_00034217.JPEG
semantic_only,52,0.021856198087334633,0.9673258066177368,0.9994447231292725,1.0000001192092896,0.017506934702396393,0.29661327600479126,0.3782431185245514,3.7514090538024902,ILSVRC2012_val_00034182.JPEG
semantic_only,53,0.01333438791334629,0.9786175489425659,0.9992361664772034,1.0,0.034951187670230865,0.6124271750450134,0.35764557123184204,3.469923496246338,ILSVRC2012_val_00034217.JPEG
shuffled_semantic,52,0.9701425433158875,0.9673258066177368,0.9994447231292725,0.022351957857608795,-0.008713681250810623,0.004108058754354715,0.3782431185245514,3.7514090538024902,ILSVRC2012_val_00034182.JPEG
shuffled_semantic,53,0.9701426029205322,0.9786175489425659,0.9992361664772034,0.013084311038255692,0.006043503060936928,0.028603501617908478,0.35764557123184204,3.469923496246338,ILSVRC2012_val_00034217.JPEG
final_semantic_residual,52,0.9701426029205322,0.9673258066177368,0.9994447231292725,0.2636812925338745,-0.005723142996430397,0.07486635446548462,0.3782431185245514,3.7514090538024902,ILSVRC2012_val_00034182.JPEG
final_semantic_residual,53,0.9701426029205322,0.9786175489425659,0.9992361664772034,0.2554503083229065,0.012532925233244896,0.17586976289749146,0.35764557123184204,3.469923496246338,ILSVRC2012_val_00034217.JPEG
early_semantic_residual,52,0.9701425433158875,0.9673258066177368,0.9994447231292725,0.025504684075713158,0.23249763250350952,0.07467934489250183,0.3782431185245514,3.7514090538024902,ILSVRC2012_val_00034182.JPEG
early_semantic_residual,53,0.9701425433158875,0.9786175489425659,0.9992361664772034,0.02139967307448387,0.24660231173038483,0.10031916946172714,0.35764557123184204,3.469923496246338,ILSVRC2012_val_00034217.JPEG
uniform_multilayer_residual,52,0.9701425433158875,0.9673258066177368,0.9994447231292725,0.1694566309452057,0.12076663970947266,0.14626260101795197,0.3782431185245514,3.7514090538024902,ILSVRC2012_val_00034182.JPEG
uniform_multilayer_residual,53,0.9701425433158875,0.9786175489425659,0.9992361664772034,0.206944078207016,0.10097572207450867,0.2066209465265274,0.35764557123184204,3.469923496246338,ILSVRC2012_val_00034217.JPEG
consensus_multilayer_residual,52,0.9701424837112427,0.9673258066177368,0.9994447231292725,0.13157114386558533,0.08752364665269852,0.14734593033790588,0.3782431185245514,3.7514090538024902,ILSVRC2012_val_00034182.JPEG
consensus_multilayer_residual,53,0.9701426029205322,0.9786175489425659,0.9992361664772034,0.21851631999015808,0.038066282868385315,0.19966210424900055,0.35764557123184204,3.469923496246338,ILSVRC2012_val_00034217.JPEG
opponent_baseline,54,1.0,0.9854715466499329,0.9994044899940491,-0.044355109333992004,0.004551486577838659,0.002425755374133587,0.4299378991127014,3.4405553340911865,ILSVRC2012_val_00034225.JPEG
opponent_baseline,55,0.9999998807907104,0.9812372922897339,0.9996004700660706,0.008489247411489487,-0.016640527173876762,-0.006787988357245922,0.3941214978694916,3.5487985610961914,ILSVRC2012_val_00034230.JPEG
semantic_only,54,-0.04435510188341141,0.9854715466499329,0.9994044899940491,1.0,-0.005522283725440502,0.5084676742553711,0.4299378991127014,3.4405553340911865,ILSVRC2012_val_00034225.JPEG
semantic_only,55,0.008489246480166912,0.9812372922897339,0.9996004700660706,1.0,0.09765997529029846,0.5920091271400452,0.3941214978694916,3.5487985610961914,ILSVRC2012_val_00034230.JPEG
shuffled_semantic,54,0.9701425433158875,0.9854715466499329,0.9994044899940491,-0.04200417175889015,0.004014217294752598,0.0028980234637856483,0.4299378991127014,3.4405553340911865,ILSVRC2012_val_00034225.JPEG
shuffled_semantic,55,0.9701423645019531,0.9812372922897339,0.9996004700660706,0.012524573132395744,-0.016889497637748718,-0.0068199229426681995,0.3941214978694916,3.5487985610961914,ILSVRC2012_val_00034230.JPEG
final_semantic_residual,54,0.9701425433158875,0.9854715466499329,0.9994044899940491,0.19926616549491882,0.0031239325180649757,0.12582248449325562,0.4299378991127014,3.4405553340911865,ILSVRC2012_val_00034225.JPEG
final_semantic_residual,55,0.9701424837112427,0.9812372922897339,0.9996004700660706,0.2507627010345459,0.007577457930892706,0.137017160654068,0.3941214978694916,3.5487985610961914,ILSVRC2012_val_00034230.JPEG
