source_model,target_model,condition,sample_index,image_name,target_clean_correct,raw_target_gradient_cosine,processed_target_gradient_cosine,raw_target_sign_agreement,processed_target_sign_agreement,one_step_target_logit_drop,one_step_target_loss_increase
pit_b_224,vit_base_patch16_224,opponent_baseline,0,ILSVRC2012_val_00031361.JPEG,True,0.0011304569197818637,0.0008530219784006476,0.49819302558898926,0.4983856678009033,-0.17750883102416992,-0.06573575735092163
pit_b_224,vit_base_patch16_224,opponent_baseline,1,ILSVRC2012_val_00031410.JPEG,True,-0.011317862197756767,-0.011238503269851208,0.5075799822807312,0.5078921914100647,0.07926464080810547,0.007065951824188232
pit_b_224,vit_base_patch16_224,semantic_only,0,ILSVRC2012_val_00031361.JPEG,True,0.02503516711294651,0.02527589350938797,0.5124428868293762,0.5140970349311829,1.1003961563110352,0.7540302872657776
pit_b_224,vit_base_patch16_224,semantic_only,1,ILSVRC2012_val_00031410.JPEG,True,0.04425806552171707,0.0453360415995121,0.5000531673431396,0.5004451274871826,0.03246498107910156,0.005207948386669159
pit_b_224,vit_base_patch16_224,shuffled_semantic,0,ILSVRC2012_val_00031361.JPEG,True,0.0009796214289963245,0.0006274284096434712,0.49707695841789246,0.4974157512187958,-0.13841915130615234,-0.046481192111968994
pit_b_224,vit_base_patch16_224,shuffled_semantic,1,ILSVRC2012_val_00031410.JPEG,True,-0.010926881805062294,-0.010967825539410114,0.5081380009651184,0.5088355541229248,0.051209449768066406,0.004216380417346954
pit_b_224,vit_base_patch16_224,final_semantic_residual,0,ILSVRC2012_val_00031361.JPEG,True,0.007176009938120842,0.006902782712131739,0.5029562711715698,0.5020195841789246,-0.007213115692138672,0.023382604122161865
pit_b_224,vit_base_patch16_224,final_semantic_residual,1,ILSVRC2012_val_00031410.JPEG,True,-0.0002373501192778349,0.00011984549928456545,0.5084502696990967,0.5093271732330322,0.016408920288085938,0.0026283785700798035
pit_b_224,vit_base_patch16_224,early_semantic_residual,0,ILSVRC2012_val_00031361.JPEG,True,0.001920101698487997,0.0017660139128565788,0.497840940952301,0.4978276491165161,-0.18318986892700195,-0.07156747579574585
pit_b_224,vit_base_patch16_224,early_semantic_residual,1,ILSVRC2012_val_00031410.JPEG,True,-0.01335812732577324,-0.013360287062823772,0.5084701776504517,0.5088820457458496,0.08067989349365234,0.0073620229959487915
pit_b_224,vit_base_patch16_224,uniform_multilayer_residual,0,ILSVRC2012_val_00031361.JPEG,True,0.006907160393893719,0.0065545858815312386,0.5021657347679138,0.5009499788284302,-0.09526681900024414,-0.023660719394683838
