source_model,target_model,score_kind,sample_index,image_name,score_spearman_raw_target_removal_delta,score_spearman_processed_target_removal_delta,score_spearman_raw_source_removal_delta,score_spearman_processed_source_removal_delta,score_spearman_raw_transfer_selective_benefit,score_spearman_processed_transfer_selective_benefit,score_spearman_view_to_uniform_cosine,topk_processed_target_removal_delta,lowk_processed_target_removal_delta
visformer_small,vit_base_patch16_224,phase,0,ILSVRC2012_val_00037758.JPEG,-0.2030075043439865,-0.18646615743637085,-0.5759398341178894,-0.5639097690582275,-0.5142857432365417,-0.5278195142745972,0.44962406158447266,-0.00015111193351913244,0.00042023026617243886
visformer_small,vit_base_patch16_224,phase,1,ILSVRC2012_val_00037916.JPEG,-0.23759399354457855,-0.28270673751831055,-0.5744360685348511,-0.5744360685348511,-0.5263158082962036,-0.5263158082962036,0.5127819776535034,-0.0004582863475661725,-2.6532263291301206e-05
visformer_small,vit_base_patch16_224,flip,0,ILSVRC2012_val_00037758.JPEG,0.7338346242904663,0.7353383302688599,0.25263160467147827,0.24812030792236328,0.16842105984687805,0.17744359374046326,0.007518798112869263,0.0010907117975875735,-0.001377645879983902
visformer_small,vit_base_patch16_224,flip,1,ILSVRC2012_val_00037916.JPEG,-0.19398494064807892,-0.21954889595508575,-0.44962406158447266,-0.44962406158447266,-0.4661654233932495,-0.4661654233932495,0.12330827116966248,-0.00023331158445216715,1.1108815670013428e-05
visformer_small,vit_base_patch16_224,consensus,0,ILSVRC2012_val_00037758.JPEG,0.3353383541107178,0.35639098286628723,-0.3172932267189026,-0.3037593960762024,-0.32030075788497925,-0.32932332158088684,0.37142857909202576,0.0003954220737796277,-0.0014252708060666919
visformer_small,vit_base_patch16_224,consensus,1,ILSVRC2012_val_00037916.JPEG,-0.22406016290187836,-0.22406016290187836,-0.557894766330719,-0.557894766330719,-0.5518797039985657,-0.5518797039985657,0.17443609237670898,-0.000357518729288131,7.836669828975573e-05
visformer_small,vit_base_patch16_224,shuffled_semantic,0,ILSVRC2012_val_00037758.JPEG,0.11278192698955536,0.10977441072463989,0.04511278122663498,0.028571438044309616,0.0556391105055809,0.07067669928073883,-0.36240601539611816,-6.560534529853612e-05,-0.00026411080034449697
visformer_small,vit_base_patch16_224,shuffled_semantic,1,ILSVRC2012_val_00037916.JPEG,0.013533830642700195,-0.04210527241230011,0.27518796920776367,0.27518796920776367,0.27819550037384033,0.27819550037384033,-0.23458650708198547,-0.000414673617342487,-0.00010224394645774737
visformer_small,vit_base_patch16_224,permuted_score,0,ILSVRC2012_val_00037758.JPEG,-0.03609023988246918,-0.03458648920059204,-0.3278195559978485,-0.3082706928253174,-0.30075186491012573,-0.29323309659957886,0.4751880168914795,-0.0005557741969823837,-0.0004898384213447571
visformer_small,vit_base_patch16_224,permuted_score,1,ILSVRC2012_val_00037916.JPEG,0.41203010082244873,0.455639123916626,0.2992480993270874,0.2992480993270874,0.23609022796154022,0.23609022796154022,-0.26466163992881775,0.0004585508431773633,-0.000581315194722265
visformer_small,vit_base_patch16_224,phase,2,ILSVRC2012_val_00037926.JPEG,-0.5503759384155273,-0.6240601539611816,-0.2661653757095337,-0.26466163992881775,-0.24962404370307922,-0.24962404370307922,0.24210527539253235,-0.0004675266391132027,0.00019237845845054835
visformer_small,vit_base_patch16_224,phase,3,ILSVRC2012_val_00037929.JPEG,-0.17593985795974731,-0.20150375366210938,0.5368421077728271,0.5413534045219421,0.5052631497383118,0.5263158082962036,0.28270676732063293,0.00021009576448705047,-0.00012701201194431633
visformer_small,vit_base_patch16_224,flip,2,ILSVRC2012_val_00037926.JPEG,-0.2586466073989868,-0.3368420898914337,-0.02255638688802719,-0.025563906878232956,-0.04210527986288071,-0.04210527986288071,0.09774439036846161,-0.00025816349079832435,-3.543822094798088e-05
visformer_small,vit_base_patch16_224,flip,3,ILSVRC2012_val_00037929.JPEG,-0.11428573727607727,-0.17593985795974731,0.3909774720668793,0.3789474070072174,0.4255639314651489,0.40902259945869446,-0.2917293310165405,-0.00015182537026703358,2.774558925011661e-05
visformer_small,vit_base_patch16_224,consensus,2,ILSVRC2012_val_00037926.JPEG,-0.4706766903400421,-0.5593985319137573,-0.28270676732063293,-0.28421053290367126,-0.28872179985046387,-0.28872179985046387,0.2857142984867096,-0.00025816349079832435,0.0006726032006554306
visformer_small,vit_base_patch16_224,consensus,3,ILSVRC2012_val_00037929.JPEG,-0.11879700422286987,-0.18345865607261658,0.6285714507102966,0.6330827474594116,0.6225563883781433,0.6330826878547668,0.08421052992343903,0.0001313542015850544,6.828229379607365e-05
visformer_small,vit_base_patch16_224,shuffled_semantic,2,ILSVRC2012_val_00037926.JPEG,0.009022533893585205,-0.010526344180107117,-0.26466166973114014,-0.2721804678440094,-0.23759400844573975,-0.23759400844573975,0.38947367668151855,0.00017880664381664246,0.000168013502843678
visformer_small,vit_base_patch16_224,shuffled_semantic,3,ILSVRC2012_val_00037929.JPEG,0.3263157904148102,0.23609021306037903,-0.18646615743637085,-0.18496239185333252,-0.2120300829410553,-0.20150376856327057,0.04962405934929848,0.00012600906484294683,-0.0003625567478593439
visformer_small,vit_base_patch16_224,permuted_score,2,ILSVRC2012_val_00037926.JPEG,-0.37443608045578003,-0.3864661455154419,0.27819550037384033,0.27518799901008606,0.23909775912761688,0.23909775912761688,-0.27819550037384033,-0.00018456838733982295,0.0004225017037242651
visformer_small,vit_base_patch16_224,permuted_score,3,ILSVRC2012_val_00037929.JPEG,-0.33082708716392517,-0.2631579041481018,-0.5999999642372131,-0.6060150265693665,-0.5924811959266663,-0.5909774303436279,0.09774436801671982,2.1483005184563808e-05,0.000877338636200875
visformer_small,vit_base_patch16_224,phase,4,ILSVRC2012_val_00038033.JPEG,-0.2571428418159485,-0.2075188010931015,0.29774439334869385,0.25263160467147827,0.30676692724227905,0.2691729664802551,-0.15789476037025452,-0.0005892958724871278,1.186281497211894e-05
visformer_small,vit_base_patch16_224,phase,5,ILSVRC2012_val_00038096.JPEG,0.5082706809043884,0.5172932147979736,0.7609022855758667,0.7548872232437134,0.7593985199928284,0.75789475440979,-0.6000000238418579,0.0006244680262170732,-0.0002959214325528592
visformer_small,vit_base_patch16_224,flip,4,ILSVRC2012_val_00038033.JPEG,-0.3503759503364563,-0.3909774422645569,0.630075216293335,0.6466165781021118,0.6315789818763733,0.6270676851272583,-0.47669175267219543,-0.00024784766719676554,0.00030808523297309875
visformer_small,vit_base_patch16_224,flip,5,ILSVRC2012_val_00038096.JPEG,-0.7022556066513062,-0.7428571581840515,-0.8601503968238831,-0.864661693572998,-0.8360902070999146,-0.8511278033256531,0.7714285850524902,-0.0007151821628212929,0.0009899790165945888
visformer_small,vit_base_patch16_224,consensus,4,ILSVRC2012_val_00038033.JPEG,-0.49022558331489563,-0.4842105209827423,0.7082706689834595,0.6827067732810974,0.7263157963752747,0.6872180104255676,-0.4481202960014343,-0.0005734722944907844,0.0004546523268800229
visformer_small,vit_base_patch16_224,consensus,5,ILSVRC2012_val_00038096.JPEG,-0.2661654055118561,-0.31127819418907166,-0.47218045592308044,-0.47669172286987305,-0.45413532853126526,-0.4691729247570038,0.5263158082962036,-0.00011924058344447985,0.0004615027573890984
visformer_small,vit_base_patch16_224,shuffled_semantic,4,ILSVRC2012_val_00038033.JPEG,-0.18195489048957825,-0.14586465060710907,-0.15037594735622406,-0.1654135286808014,-0.15789473056793213,-0.1518796980381012,-0.06315788626670837,0.00028872789698652923,0.0007863935315981507
visformer_small,vit_base_patch16_224,shuffled_semantic,5,ILSVRC2012_val_00038096.JPEG,0.2300751656293869,0.2526315450668335,0.5112782120704651,0.49624061584472656,0.5112782120704651,0.5187970399856567,-0.5067669153213501,0.00048731008428148925,-6.465744081651792e-05
visformer_small,vit_base_patch16_224,permuted_score,4,ILSVRC2012_val_00038033.JPEG,-0.31127822399139404,-0.27819550037384033,0.5789474248886108,0.5954886674880981,0.6000000238418579,0.6105263233184814,-0.509774386882782,-3.0655414775537793e-06,0.00017080121324397624
visformer_small,vit_base_patch16_224,permuted_score,5,ILSVRC2012_val_00038096.JPEG,-0.030075177550315857,-0.06766915321350098,-0.3864661455154419,-0.37894734740257263,-0.4105263352394104,-0.4015037417411804,0.07368424534797668,0.0002685092331375927,0.0006418550619855523
visformer_small,vit_base_patch16_224,phase,6,ILSVRC2012_val_00038110.JPEG,0.35789474844932556,0.34887218475341797,0.5804511308670044,0.5593985319137573,0.548872172832489,0.5503759384155273,0.05563909560441971,0.0005353689193725586,-6.07458314334508e-05
visformer_small,vit_base_patch16_224,phase,7,ILSVRC2012_val_00038142.JPEG,0.5052631497383118,0.5052631497383118,0.5894737243652344,0.5894737243652344,0.5804511308670044,0.581954836845398,0.5563910007476807,0.0005995075334794819,-0.0005461967666633427
visformer_small,vit_base_patch16_224,flip,6,ILSVRC2012_val_00038110.JPEG,-0.31127819418907166,-0.2992480993270874,0.049624063074588776,0.05112782120704651,0.02857142686843872,0.037593990564346313,-0.38345867395401,-0.0003336828376632184,0.0004217199457343668
visformer_small,vit_base_patch16_224,flip,7,ILSVRC2012_val_00038142.JPEG,-0.33383458852767944,-0.3458647131919861,-0.3578947186470032,-0.3578947186470032,-0.32631582021713257,-0.3308270573616028,-0.43609023094177246,-0.00020791786664631218,0.00048961176071316
visformer_small,vit_base_patch16_224,consensus,6,ILSVRC2012_val_00038110.JPEG,0.0015037506818771362,0.013533830642700195,0.42105263471603394,0.40751877427101135,0.3774436116218567,0.38947367668151855,-0.02857143059372902,3.76047937606927e-05,7.482212095055729e-05
visformer_small,vit_base_patch16_224,consensus,7,ILSVRC2012_val_00038142.JPEG,0.12631580233573914,0.13684211671352386,-0.0556391105055809,-0.0556391105055809,-0.025563932955265045,-0.02706768363714218,0.042105287313461304,0.0002232794649899006,-0.00014178706624079496
visformer_small,vit_base_patch16_224,shuffled_semantic,6,ILSVRC2012_val_00038110.JPEG,-0.07518798112869263,-0.07067668437957764,0.17293232679367065,0.17744362354278564,0.15488719940185547,0.15789471566677094,-0.11729325354099274,3.9039496186887845e-05,-0.00010381433094153181
visformer_small,vit_base_patch16_224,shuffled_semantic,7,ILSVRC2012_val_00038142.JPEG,0.3097744286060333,0.24360902607440948,0.4060150384902954,0.4060150384902954,0.41804513335227966,0.4240601658821106,0.5097744464874268,-0.0003161286877002567,-0.00036796368658542633
visformer_small,vit_base_patch16_224,permuted_score,6,ILSVRC2012_val_00038110.JPEG,-0.14887216687202454,-0.14436088502407074,-0.08721804618835449,-0.07969925552606583,-0.07218044996261597,-0.0646616518497467,0.11127820611000061,0.00013558559294324368,0.0005160515429452062
visformer_small,vit_base_patch16_224,permuted_score,7,ILSVRC2012_val_00038142.JPEG,0.3548871874809265,0.31578949093818665,0.0075188130140304565,0.0075188130140304565,-0.013533823192119598,0.004511289298534393,-0.39849624037742615,5.60292974114418e-05,-0.0006549398531205952
visformer_small,vit_base_patch16_224,phase,8,ILSVRC2012_val_00038157.JPEG,-0.15037594735622406,-0.11729324609041214,-0.5984962582588196,-0.5984962582588196,-0.6195489168167114,-0.6195489168167114,0.6120300889015198,-0.00010968558490276337,0.00038366057560779154
visformer_small,vit_base_patch16_224,phase,9,ILSVRC2012_val_00038221.JPEG,-0.2586466073989868,-0.2676692008972168,-0.308270663022995,-0.308270663022995,-0.24661654233932495,-0.24661654233932495,0.27368420362472534,-0.00015001730935182422,0.00047966811689548194
visformer_small,vit_base_patch16_224,flip,8,ILSVRC2012_val_00038157.JPEG,-0.11278195679187775,-0.1293233036994934,0.6451127529144287,0.6451127529144287,0.6406015157699585,0.6406015157699585,-0.40751880407333374,-0.00023943037376739085,6.257593486225232e-05
visformer_small,vit_base_patch16_224,flip,9,ILSVRC2012_val_00038221.JPEG,-0.45864662528038025,-0.47669172286987305,0.23458647727966309,0.23458647727966309,0.29624059796333313,0.29624059796333313,-0.4015037417411804,-0.0002450541651342064,0.00102625775616616
visformer_small,vit_base_patch16_224,consensus,8,ILSVRC2012_val_00038157.JPEG,-0.22857144474983215,-0.21503759920597076,0.13533833622932434,0.13533833622932434,0.11278194189071655,0.11278194189071655,0.11879698932170868,-0.0001210063710459508,0.0002570308861322701
visformer_small,vit_base_patch16_224,consensus,9,ILSVRC2012_val_00038221.JPEG,-0.40300750732421875,-0.41654136776924133,-0.02255638688802719,-0.02255638688802719,0.049624063074588776,0.049624063074588776,-0.09774436056613922,-0.0007569947629235685,0.0006662991363555193
