source_model,target_model,condition,sample_index,image_name,target_clean_correct,weight_entropy,raw_target_gradient_cosine,processed_target_gradient_cosine,raw_target_sign_agreement,processed_target_sign_agreement,one_step_target_logit_drop,one_step_target_loss_increase
vit_base_patch16_224,cait_s24_224,uniform,0,ILSVRC2012_val_00037758.JPEG,True,2.995732069015503,-0.009248865768313408,-0.009335096925497055,0.5031821131706238,0.5034146308898926,0.02521991729736328,0.0024106651544570923
vit_base_patch16_224,cait_s24_224,uniform,1,ILSVRC2012_val_00037916.JPEG,True,2.995732069015503,0.011066671460866928,0.013927888125181198,0.5102505683898926,0.5104697942733765,0.13011932373046875,0.016590937972068787
vit_base_patch16_224,cait_s24_224,phase_weighted,0,ILSVRC2012_val_00037758.JPEG,True,2.7317471504211426,-0.0012299478985369205,-0.0011597746051847935,0.5025842189788818,0.5033615231513977,-0.019782066345214844,-0.0010313615202903748
vit_base_patch16_224,cait_s24_224,phase_weighted,1,ILSVRC2012_val_00037916.JPEG,True,2.8819942474365234,0.004354211036115885,0.007556566968560219,0.5102904438972473,0.5110610723495483,0.07782936096191406,0.012791186571121216
vit_base_patch16_224,cait_s24_224,flip_weighted,0,ILSVRC2012_val_00037758.JPEG,True,2.7244224548339844,0.0016090520657598972,0.0017331026028841734,0.5032418966293335,0.5046038031578064,-0.022436141967773438,-0.0011234506964683533
vit_base_patch16_224,cait_s24_224,flip_weighted,1,ILSVRC2012_val_00037916.JPEG,True,2.8980462551116943,0.010112305171787739,0.012150352820754051,0.5106026530265808,0.5109614133834839,0.06905841827392578,0.011500678956508636
vit_base_patch16_224,cait_s24_224,consensus_weighted,0,ILSVRC2012_val_00037758.JPEG,True,2.7043585777282715,0.0011491053737699986,0.0012543464545160532,0.502949595451355,0.5045041441917419,-0.021602630615234375,-0.0011409595608711243
vit_base_patch16_224,cait_s24_224,consensus_weighted,1,ILSVRC2012_val_00037916.JPEG,True,2.8545939922332764,0.008588746190071106,0.01050976850092411,0.5108218789100647,0.5106492042541504,0.08240318298339844,0.012637704610824585
vit_base_patch16_224,cait_s24_224,shuffled_semantic_weighted,0,ILSVRC2012_val_00037758.JPEG,True,2.897174119949341,-0.010880053043365479,-0.011255534365773201,0.5038331747055054,0.5036604404449463,-0.0149993896484375,-0.0006184428930282593
vit_base_patch16_224,cait_s24_224,shuffled_semantic_weighted,1,ILSVRC2012_val_00037916.JPEG,True,2.876143217086792,0.013181161135435104,0.01590023562312126,0.5107089877128601,0.5106558203697205,0.08877944946289062,0.014295682311058044
vit_base_patch16_224,cait_s24_224,permuted_weight,0,ILSVRC2012_val_00037758.JPEG,True,2.7043585777282715,-0.007361073046922684,-0.007042208686470985,0.5026705861091614,0.5022853016853333,0.047682762145996094,0.004066117107868195
vit_base_patch16_224,cait_s24_224,permuted_weight,1,ILSVRC2012_val_00037916.JPEG,True,2.8545939922332764,0.011416630819439888,0.014133495278656483,0.5107421875,0.5109348297119141,0.08826828002929688,0.012330353260040283
vit_base_patch16_224,cait_s24_224,consensus_topk,0,ILSVRC2012_val_00037758.JPEG,True,1.6094379425048828,-0.003679219400510192,-0.0035264338366687298,0.5055537819862366,0.5061715841293335,0.060774803161621094,0.0046710968017578125
vit_base_patch16_224,cait_s24_224,consensus_topk,1,ILSVRC2012_val_00037916.JPEG,True,1.6094379425048828,0.008125390857458115,0.009307091124355793,0.5080118179321289,0.5088754296302795,0.08830642700195312,0.011452272534370422
