source_model,target_model,condition,sample_index,image_name,target_clean_correct,raw_target_gradient_cosine,processed_target_gradient_cosine,raw_target_sign_agreement,processed_target_sign_agreement,one_step_target_logit_drop,one_step_target_loss_increase
cait_s24_224,vit_base_patch16_224,opponent_baseline,0,ILSVRC2012_val_00031361.JPEG,True,0.005773251410573721,0.005850032437592745,0.5088222622871399,0.5092275142669678,0.7029447555541992,0.4289523959159851
cait_s24_224,vit_base_patch16_224,opponent_baseline,1,ILSVRC2012_val_00031410.JPEG,True,0.0027759773656725883,0.003713632235303521,0.5055205821990967,0.5061981678009033,-0.0728616714477539,-0.0016425326466560364
cait_s24_224,vit_base_patch16_224,semantic_only,0,ILSVRC2012_val_00031361.JPEG,True,0.009280279278755188,0.00810163002461195,0.5128480792045593,0.5130407810211182,0.6516809463500977,0.6593242287635803
cait_s24_224,vit_base_patch16_224,semantic_only,1,ILSVRC2012_val_00031410.JPEG,True,0.0017894571647047997,0.0036371974274516106,0.49722975492477417,0.49651890993118286,-0.27297401428222656,-0.009946741163730621
cait_s24_224,vit_base_patch16_224,shuffled_semantic,0,ILSVRC2012_val_00031361.JPEG,True,0.0061570885591208935,0.006405303254723549,0.5073541402816772,0.5073740482330322,0.6339516639709473,0.38852375745773315
cait_s24_224,vit_base_patch16_224,shuffled_semantic,1,ILSVRC2012_val_00031410.JPEG,True,0.0011131339706480503,0.0020752232521772385,0.505068838596344,0.5049293041229248,-0.11304664611816406,-0.004971019923686981
cait_s24_224,vit_base_patch16_224,final_semantic_residual,0,ILSVRC2012_val_00031361.JPEG,True,0.007801184896379709,0.0075208102352917194,0.510164201259613,0.5112670063972473,0.8925342559814453,0.6131779551506042
cait_s24_224,vit_base_patch16_224,final_semantic_residual,1,ILSVRC2012_val_00031410.JPEG,True,0.003112748032435775,0.004446898587048054,0.5051419138908386,0.505653440952301,-0.05684471130371094,0.0017732754349708557
cait_s24_224,vit_base_patch16_224,early_semantic_residual,0,ILSVRC2012_val_00031361.JPEG,True,0.0056192087940871716,0.00567428395152092,0.5072677731513977,0.5080516338348389,0.633852481842041,0.39600473642349243
cait_s24_224,vit_base_patch16_224,early_semantic_residual,1,ILSVRC2012_val_00031410.JPEG,True,0.0024644373916089535,0.003398542059585452,0.5050156712532043,0.5052149891853333,-0.048691749572753906,-0.0004277154803276062
cait_s24_224,vit_base_patch16_224,uniform_multilayer_residual,0,ILSVRC2012_val_00031361.JPEG,True,0.00830027461051941,0.00801405031234026,0.5080649256706238,0.5092740058898926,0.7785143852233887,0.4978620409965515
cait_s24_224,vit_base_patch16_224,uniform_multilayer_residual,1,ILSVRC2012_val_00031410.JPEG,True,0.0016496870666742325,0.0030289615970104933,0.5037600994110107,0.5043911933898926,-0.19155597686767578,-0.00770287960767746
cait_s24_224,vit_base_patch16_224,consensus_multilayer_residual,0,ILSVRC2012_val_00031361.JPEG,True,0.008358737453818321,0.008075270801782608,0.5082177519798279,0.5095131993293762,0.7449045181274414,0.4667279124259949
cait_s24_224,vit_base_patch16_224,consensus_multilayer_residual,1,ILSVRC2012_val_00031410.JPEG,True,0.0017333608120679855,0.0030993777327239513,0.504112184047699,0.5043779015541077,-0.15342998504638672,-0.005623228847980499
cait_s24_224,vit_base_patch16_224,opponent_baseline,2,ILSVRC2012_val_00031472.JPEG,True,-0.0014739236794412136,-0.0014470468740910292,0.5025643110275269,0.5020062923431396,0.3114147186279297,0.07334335148334503
cait_s24_224,vit_base_patch16_224,opponent_baseline,3,ILSVRC2012_val_00031495.JPEG,True,-0.0006222864612936974,0.0001605669967830181,0.5076464414596558,0.510536253452301,0.21582984924316406,0.06121031194925308
cait_s24_224,vit_base_patch16_224,semantic_only,2,ILSVRC2012_val_00031472.JPEG,True,0.05219469219446182,0.05100300908088684,0.5084369778633118,0.5082708597183228,-0.08252716064453125,0.009320497512817383
cait_s24_224,vit_base_patch16_224,semantic_only,3,ILSVRC2012_val_00031495.JPEG,True,-0.0019813082180917263,-0.002953190356492996,0.5017073154449463,0.5031290054321289,0.1988992691040039,0.06286191195249557
cait_s24_224,vit_base_patch16_224,shuffled_semantic,2,ILSVRC2012_val_00031472.JPEG,True,-0.001385619631037116,-0.0011016624048352242,0.5015345811843872,0.5014349222183228,0.2723722457885742,0.0679430365562439
cait_s24_224,vit_base_patch16_224,shuffled_semantic,3,ILSVRC2012_val_00031495.JPEG,True,-0.0012739240191876888,-0.0003368291072547436,0.5062845349311829,0.5072810649871826,0.21738529205322266,0.056482575833797455
cait_s24_224,vit_base_patch16_224,final_semantic_residual,2,ILSVRC2012_val_00031472.JPEG,True,0.011234130710363388,0.010897411033511162,0.5036072731018066,0.502723753452301,0.19380950927734375,0.06263962388038635
