source_model,target_model,score_kind,sample_index,image_name,score_spearman_raw_target_removal_delta,score_spearman_processed_target_removal_delta,score_spearman_raw_source_removal_delta,score_spearman_processed_source_removal_delta,score_spearman_raw_transfer_selective_benefit,score_spearman_processed_transfer_selective_benefit,score_spearman_view_to_uniform_cosine,topk_processed_target_removal_delta,lowk_processed_target_removal_delta
vit_base_patch16_224,visformer_small,shuffled_semantic,31,ILSVRC2012_val_00039737.JPEG,-0.057142846286296844,-0.030075162649154663,0.3142857551574707,0.3142857551574707,0.2721804678440094,0.26015040278434753,-0.24661652743816376,-6.265845058806008e-06,0.0012511255918070674
vit_base_patch16_224,visformer_small,permuted_score,30,ILSVRC2012_val_00039490.JPEG,0.019548874348402023,-0.03759397938847542,0.09323309361934662,0.1518796980381012,0.09774436801671982,0.0827067494392395,0.3187969923019409,-0.0002868648152798414,0.0002384887629887089
vit_base_patch16_224,visformer_small,permuted_score,31,ILSVRC2012_val_00039737.JPEG,0.5909774303436279,0.5984962582588196,0.060150355100631714,0.060150355100631714,-0.00150376558303833,0.012030065059661865,-0.11578945815563202,0.0014353240840137005,-0.0006867330521345139
vit_base_patch16_224,visformer_small,phase,32,ILSVRC2012_val_00039746.JPEG,-0.4842105507850647,-0.518796980381012,0.4496240019798279,0.4375939667224884,0.4932330548763275,0.48571425676345825,0.036090247333049774,-0.000692102184984833,0.0004657529352698475
vit_base_patch16_224,visformer_small,phase,33,ILSVRC2012_val_00039748.JPEG,-0.22857142984867096,-0.2390977442264557,0.0015037618577480316,0.054135337471961975,0.012030079960823059,0.01353384181857109,-0.07669172435998917,0.0004442067875061184,0.00018244069360662252
vit_base_patch16_224,visformer_small,flip,32,ILSVRC2012_val_00039746.JPEG,0.24210526049137115,0.22406016290187836,0.09473684430122375,0.06616540253162384,0.02556389570236206,0.04360900819301605,-0.23609022796154022,4.886524038738571e-05,0.0002033576456597075
vit_base_patch16_224,visformer_small,flip,33,ILSVRC2012_val_00039748.JPEG,-0.14586466550827026,-0.16992484033107758,-0.3458646535873413,-0.3578947186470032,-0.18045109510421753,-0.16390974819660187,-0.10375940799713135,-0.00017989278421737254,-6.680805381620303e-05
vit_base_patch16_224,visformer_small,consensus,32,ILSVRC2012_val_00039746.JPEG,-0.09022554755210876,-0.11729322373867035,0.30676692724227905,0.2917293310165405,0.2751879394054413,0.2947368025779724,-0.27518796920776367,-0.00018266044207848608,0.0004309108480811119
vit_base_patch16_224,visformer_small,consensus,33,ILSVRC2012_val_00039748.JPEG,-0.20000003278255463,-0.2255639284849167,-0.31578946113586426,-0.29323306679725647,-0.22857141494750977,-0.20902255177497864,-0.04210526496171951,-0.00047911424189805984,-6.680805381620303e-05
vit_base_patch16_224,visformer_small,shuffled_semantic,32,ILSVRC2012_val_00039746.JPEG,-0.2120300829410553,-0.18646617233753204,0.5323308706283569,0.5263158082962036,0.5323308706283569,0.5308270454406738,0.33984965085983276,-0.0004744783218484372,6.173383735585958e-05
