source_model,target_model,sample_index,image_name,layer,condition,target_clean_correct,raw_target_gradient_cosine,processed_target_gradient_cosine,raw_target_sign_agreement,processed_target_sign_agreement,one_step_target_logit_drop,one_step_target_loss_increase,one_step_target_prediction_changed
pit_b_224,vit_base_patch16_224,0,ILSVRC2012_val_00024479.JPEG,stage3_block2,selected,True,0.0012211105786263943,0.0011090413900092244,0.4254690110683441,0.487118661403656,0.054134368896484375,0.006188042461872101,False
pit_b_224,vit_base_patch16_224,1,ILSVRC2012_val_00024540.JPEG,stage3_block2,selected,True,-0.0016107701230794191,-0.000967606611084193,0.4228648543357849,0.4961203336715698,0.08991527557373047,0.018245205283164978,False
pit_b_224,vit_base_patch16_224,0,ILSVRC2012_val_00024479.JPEG,stage3_block2,opposite,True,-0.006808544509112835,-0.006301714573055506,0.42232009768486023,0.49511054158210754,0.22131824493408203,0.02969019114971161,False
pit_b_224,vit_base_patch16_224,1,ILSVRC2012_val_00024540.JPEG,stage3_block2,opposite,True,-0.0017854160396382213,-0.0011364162201061845,0.4205131232738495,0.4927256107330322,-0.0031518936157226562,0.004758074879646301,False
pit_b_224,vit_base_patch16_224,0,ILSVRC2012_val_00024479.JPEG,stage3_block2,deviation,True,0.002563696587458253,0.0032607465982437134,0.4261798560619354,0.500186026096344,0.053740501403808594,0.00940530002117157,False
pit_b_224,vit_base_patch16_224,1,ILSVRC2012_val_00024540.JPEG,stage3_block2,deviation,True,-0.001464834320358932,-0.0014717450831085443,0.4209648668766022,0.48805537819862366,0.02904033660888672,0.01103772222995758,False
pit_b_224,vit_base_patch16_224,0,ILSVRC2012_val_00024479.JPEG,stage3_block2,random,True,0.0005031286273151636,0.0011858203215524554,0.4252232015132904,0.4939878284931183,0.2635040283203125,0.03650739789009094,False
pit_b_224,vit_base_patch16_224,1,ILSVRC2012_val_00024540.JPEG,stage3_block2,random,True,-0.0009822748834267259,-0.0006926157511770725,0.41912469267845154,0.4888193607330322,0.08969497680664062,0.013317614793777466,False
pit_b_224,vit_base_patch16_224,0,ILSVRC2012_val_00024479.JPEG,stage3_block2,no_drop,True,0.027269359678030014,0.02736692875623703,0.5028367042541504,0.502723753452301,0.20511531829833984,0.028117552399635315,False
pit_b_224,vit_base_patch16_224,1,ILSVRC2012_val_00024540.JPEG,stage3_block2,no_drop,True,0.006143879145383835,0.007350001949816942,0.5033615231513977,0.5038530826568604,0.15449237823486328,0.027695387601852417,False
pit_b_224,vit_base_patch16_224,2,ILSVRC2012_val_00024550.JPEG,stage3_block2,selected,True,0.006256072781980038,0.0044616032391786575,0.41980230808258057,0.4765492081642151,0.30657291412353516,0.029231108725070953,False
pit_b_224,vit_base_patch16_224,3,ILSVRC2012_val_00024609.JPEG,stage3_block2,selected,True,0.022452743723988533,0.02260180562734604,0.42775431275367737,0.5036272406578064,0.2211923599243164,0.1464301347732544,False
pit_b_224,vit_base_patch16_224,2,ILSVRC2012_val_00024550.JPEG,stage3_block2,opposite,True,0.006833633873611689,0.004824864212423563,0.4229179918766022,0.4922539293766022,0.24497222900390625,0.02984975278377533,False
pit_b_224,vit_base_patch16_224,3,ILSVRC2012_val_00024609.JPEG,stage3_block2,opposite,True,0.030445730313658714,0.03167179599404335,0.43380632996559143,0.5100446343421936,0.26392078399658203,0.16253358125686646,False
pit_b_224,vit_base_patch16_224,2,ILSVRC2012_val_00024550.JPEG,stage3_block2,deviation,True,0.010831319727003574,0.009764683432877064,0.42121732234954834,0.48772984743118286,0.21574878692626953,0.02240084856748581,False
pit_b_224,vit_base_patch16_224,3,ILSVRC2012_val_00024609.JPEG,stage3_block2,deviation,True,0.02341548725962639,0.0244013462215662,0.4313815236091614,0.5039660334587097,0.1829547882080078,0.13143688440322876,False
