model,sample_index,image_name,layer,layer_index,feature_source,grid_h,grid_w,strategy,drop_ratio,repeat,clean_correct,route_logit_drop,route_loss_increase,route_prediction_changed,selected_score_mean
vit_base_patch16_224,6,ILSVRC2012_val_00000166.JPEG,early,0,feature_modules[0],14,14,random_uniform,0.15,0,True,-0.027736663818359375,-0.002955712378025055,False,0.2175615131855011
vit_base_patch16_224,7,ILSVRC2012_val_00000262.JPEG,early,0,feature_modules[0],14,14,random_uniform,0.15,0,True,0.09142875671386719,0.007150806486606598,False,0.27933529019355774
vit_base_patch16_224,0,ILSVRC2012_val_00000031.JPEG,early,0,feature_modules[0],14,14,random_uniform,0.15,1,True,-0.0004634857177734375,-0.0017947554588317871,False,0.26851487159729004
vit_base_patch16_224,1,ILSVRC2012_val_00000081.JPEG,early,0,feature_modules[0],14,14,random_uniform,0.15,1,True,-0.16188716888427734,-0.012733705341815948,False,0.27698320150375366
vit_base_patch16_224,2,ILSVRC2012_val_00000102.JPEG,early,0,feature_modules[0],14,14,random_uniform,0.15,1,True,2.004997730255127,1.0202326774597168,False,0.28916022181510925
vit_base_patch16_224,3,ILSVRC2012_val_00000117.JPEG,early,0,feature_modules[0],14,14,random_uniform,0.15,1,True,0.7060546875,0.08389374613761902,False,0.2839762568473816
vit_base_patch16_224,4,ILSVRC2012_val_00000120.JPEG,early,0,feature_modules[0],14,14,random_uniform,0.15,1,True,-0.23905467987060547,-0.043410539627075195,False,0.20702330768108368
vit_base_patch16_224,5,ILSVRC2012_val_00000138.JPEG,early,0,feature_modules[0],14,14,random_uniform,0.15,1,True,-0.08251571655273438,-0.00780893862247467,False,0.2646539509296417
vit_base_patch16_224,6,ILSVRC2012_val_00000166.JPEG,early,0,feature_modules[0],14,14,random_uniform,0.15,1,True,0.04064178466796875,0.0041558220982551575,False,0.2159864604473114
vit_base_patch16_224,7,ILSVRC2012_val_00000262.JPEG,early,0,feature_modules[0],14,14,random_uniform,0.15,1,True,-0.01080322265625,-0.00022771209478378296,False,0.2812771201133728
vit_base_patch16_224,0,ILSVRC2012_val_00000031.JPEG,early,0,feature_modules[0],14,14,random_uniform,0.15,2,True,0.04997444152832031,0.004691615700721741,False,0.2584907114505768
vit_base_patch16_224,1,ILSVRC2012_val_00000081.JPEG,early,0,feature_modules[0],14,14,random_uniform,0.15,2,True,-0.06743335723876953,-0.005589492619037628,False,0.27420106530189514
vit_base_patch16_224,2,ILSVRC2012_val_00000102.JPEG,early,0,feature_modules[0],14,14,random_uniform,0.15,2,True,1.6439409255981445,0.5532069206237793,False,0.2767642140388489
vit_base_patch16_224,3,ILSVRC2012_val_00000117.JPEG,early,0,feature_modules[0],14,14,random_uniform,0.15,2,True,0.40448951721191406,0.0662611722946167,False,0.2957236170768738
vit_base_patch16_224,4,ILSVRC2012_val_00000120.JPEG,early,0,feature_modules[0],14,14,random_uniform,0.15,2,True,-0.3176136016845703,-0.05428105592727661,False,0.19210420548915863
vit_base_patch16_224,5,ILSVRC2012_val_00000138.JPEG,early,0,feature_modules[0],14,14,random_uniform,0.15,2,True,-0.08621025085449219,-0.009519591927528381,False,0.26561835408210754
vit_base_patch16_224,6,ILSVRC2012_val_00000166.JPEG,early,0,feature_modules[0],14,14,random_uniform,0.15,2,True,0.06575965881347656,0.006557099521160126,False,0.22490465641021729
vit_base_patch16_224,7,ILSVRC2012_val_00000262.JPEG,early,0,feature_modules[0],14,14,random_uniform,0.15,2,True,-0.0041332244873046875,0.0010045990347862244,False,0.27385735511779785
