model,split,calibration_size,evaluation_size,selected_strategy,calibration_loss_delta,calibration_loss_delta_high,calibration_loss_delta_low,calibration_loss_delta_deviation,evaluation_loss_delta_vs_random,evaluation_logit_delta_vs_random
cait_s24_224,28,64,64,high_score_extreme,0.03581590158864856,0.03581590158864856,0.0001948970020748675,0.015163671283517033,0.006511195082566701,0.08343090116977692
cait_s24_224,29,64,64,score_deviation_extreme,0.020072687257197686,0.003815807474893518,0.005612165798083879,0.020072687257197686,0.07980195884010755,0.09778669103980064
cait_s24_224,30,64,64,score_deviation_extreme,0.10010557317582425,0.03900950051320251,0.06609427130024415,0.10010557317582425,-0.0002309270785190165,-0.029700763523578644
cait_s24_224,31,64,64,score_deviation_extreme,0.08502762278658338,0.019088495551841334,0.0602291708055418,0.08502762278658338,0.014847023310721852,0.025651149451732635
cait_s24_224,32,64,64,score_deviation_extreme,0.09609710998483934,0.03121599691803567,0.0729722952528391,0.09609710998483934,0.0037775361124658957,0.016192451119422913
cait_s24_224,33,64,64,score_deviation_extreme,0.08941304244217463,0.0018315673514734954,0.06527040430228226,0.08941304244217463,0.010461603655130602,0.027179419994354248
cait_s24_224,34,64,64,score_deviation_extreme,0.08543207860202529,0.014515388320432976,0.07124325472977944,0.08543207860202529,0.014442567495279945,0.03794032707810402
cait_s24_224,35,64,64,score_deviation_extreme,0.018834421076462604,-0.0007213752105599269,0.01004322043445427,0.018834421076462604,0.08104022502084263,0.07425584271550179
cait_s24_224,36,64,64,high_score_extreme,0.03714834111451637,0.03714834111451637,0.01106099812022876,0.008357204133062623,0.0051787555566988885,0.10757230222225189
cait_s24_224,37,64,64,high_score_extreme,0.03000994755711872,0.03000994755711872,0.004667739165597595,0.004797925197635777,0.012317149114096537,0.08421700075268745
cait_s24_224,38,64,64,high_score_extreme,0.03256270132260397,0.03256270132260397,0.0073990139644593,0.02514830039581284,0.009764395348611288,0.10560153797268867
cait_s24_224,39,64,64,score_deviation_extreme,0.08667156683804933,0.005668320533004589,0.07642015205055941,0.08667156683804933,0.013203079259255901,0.030126947909593582
cait_s24_224,40,64,64,score_deviation_extreme,0.07446287690254394,0.00638381608587224,0.07167903253866825,0.07446287690254394,0.02541176919476129,0.06627731770277023
cait_s24_224,41,64,64,score_deviation_extreme,0.08335716763394885,0.041915674664778635,0.06466887562419288,0.08335716763394885,0.016517478463356383,0.01829943060874939
cait_s24_224,42,64,64,score_deviation_extreme,0.08678654865070712,0.03450073678686749,0.05997907782148104,0.08678654865070712,0.013088097446598113,0.014211047440767288
cait_s24_224,43,64,64,high_score_extreme,0.04045157718064729,0.04045157718064729,0.01335166436911095,0.010404869812191464,0.0018755194905679673,0.07863951474428177
cait_s24_224,44,64,64,score_deviation_extreme,0.08074904237582814,0.014709674156620167,0.06135451873706188,0.08074904237582814,0.01912560372147709,0.05286844074726105
cait_s24_224,45,64,64,high_score_extreme,0.0446904239943251,0.0446904239943251,0.003590804524719715,0.009449989418499172,-0.002363327323109843,0.07315381243824959
cait_s24_224,46,64,64,score_deviation_extreme,0.08333714245236479,0.014531128545058891,0.061991375376237556,0.08333714245236479,0.016537503644940443,0.044539548456668854
cait_s24_224,47,64,64,score_deviation_extreme,0.08779253474494908,0.027299084889818914,0.07474964765424374,0.08779253474494908,0.01208211135235615,0.02402128279209137
cait_s24_224,48,64,64,score_deviation_extreme,0.09746889944653958,0.031112378172110766,0.07332535897148773,0.09746889944653958,0.00240574665076565,0.03513672202825546
cait_s24_224,49,64,64,score_deviation_extreme,0.08354153276013676,0.009724862713483162,0.0591548375232378,0.08354153276013676,0.01633311333716847,0.00950641930103302
cait_s24_224,50,64,64,score_deviation_extreme,0.08594366273609921,0.010947809321805835,0.06993695994606242,0.08594366273609921,0.013930983361206017,0.019916944205760956
cait_s24_224,51,64,64,high_score_extreme,0.03526507076458074,0.03526507076458074,0.004748078266857192,0.013584455620730296,0.007062025906634517,0.07206299155950546
cait_s24_224,52,64,64,score_deviation_extreme,0.0945318291633157,0.030282220905064605,0.06344018560776021,0.0945318291633157,0.005342816933989525,0.03718163073062897
cait_s24_224,53,64,64,score_deviation_extreme,0.014094326572376303,0.006317868988844566,0.013194246261264198,0.014094326572376303,0.08578031952492893,0.11290721595287323
cait_s24_224,54,64,64,score_deviation_extreme,0.0890799605549546,0.0009829484188230708,0.07973734727420378,0.0890799605549546,0.010794685542350635,0.00762581080198288
cait_s24_224,55,64,64,score_deviation_extreme,0.09403917066811118,0.025743804420926608,0.07344837080745492,0.09403917066811118,0.005835475429194048,0.04647711291909218
cait_s24_224,56,64,64,score_deviation_extreme,0.016795235133031383,0.004951163398800418,0.006107149965828285,0.016795235133031383,0.08307941096427385,0.126787219196558
cait_s24_224,57,64,64,high_score_extreme,0.036102575846598484,0.036102575846598484,0.011162376278662123,0.005585737599176355,0.006224520824616775,0.12067762017250061
cait_s24_224,58,64,64,low_score_extreme,0.015508979791775346,0.006794737244490534,0.015508979791775346,0.01268194947624579,0.06340343550255056,0.15440333262085915
cait_s24_224,59,64,64,score_deviation_extreme,0.08558229917252902,0.033653339502052404,0.05510483305261005,0.08558229917252902,0.014292346924776211,0.016051433980464935
cait_s24_224,60,64,64,high_score_extreme,0.0348529533657711,0.0348529533657711,0.010339271131670102,0.02214538151747547,0.007474143305444159,0.06336870044469833
cait_s24_224,61,64,64,score_deviation_extreme,0.08691923662263434,0.03159736293309834,0.07399272969632875,0.08691923662263434,0.012955409474670887,0.04586028307676315
cait_s24_224,62,64,64,high_score_extreme,0.010133753094123676,0.010133753094123676,0.009010883193695918,0.004570716730086133,0.03219334357709158,0.07618933171033859
cait_s24_224,63,64,64,score_deviation_extreme,0.08126186017761938,0.007749601994873956,0.07472545889322646,0.08126186017761938,0.018612785919685848,0.04600472003221512
